quantile,value,type,location,target,forecast_date,target_end_date
0.010,4287,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.025,4435,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.050,4657,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.100,4953,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.150,5143,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.200,5321,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.250,5453,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.300,5573,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.350,5695,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.400,5810,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.450,5931,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.500,6036,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
,6036,point,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.550,6151,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.600,6253,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.650,6369,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.700,6496,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.750,6692,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.800,6852,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.850,7061,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.900,7312,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.950,7672,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.975,7970,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.990,8262,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.010,3320,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.025,3547,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.050,3731,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.100,4050,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.150,4310,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.200,4471,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.250,4618,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.300,4755,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.350,4875,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.400,5001,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.450,5125,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.500,5243,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
,5243,point,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.550,5354,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.600,5481,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.650,5599,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.700,5732,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.750,5858,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.800,6067,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.850,6223,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.900,6529,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.950,6932,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.975,7285,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.990,7807,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.010,2369,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.025,2617,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.050,2891,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.100,3201,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.150,3382,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.200,3586,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.250,3778,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.300,3923,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.350,4049,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.400,4185,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.450,4337,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.500,4468,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
,4468,point,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.550,4581,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.600,4692,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.650,4851,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
0.700,4992,quantile,US,3 wk ahead inc death,2020-08-23,2020-09-12
