quantile,value,type,location,target,forecast_date,target_end_date
0.010,4789,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.025,5109,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.050,5316,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.100,5624,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.150,5852,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.200,6010,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.250,6162,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.300,6289,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.350,6390,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.400,6512,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.450,6637,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.500,6764,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
,6764,point,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.550,6868,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.600,6974,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.650,7103,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.700,7229,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.750,7379,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.800,7536,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.850,7782,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.900,8065,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.950,8421,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.975,8693,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.990,9227,quantile,US,1 wk ahead inc death,2021-03-28,2021-04-03
0.010,4471,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.025,4647,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.050,4922,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.100,5268,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.150,5534,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.200,5735,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.250,5945,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.300,6121,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
0.350,6298,quantile,US,2 wk ahead inc death,2021-03-28,2021-04-10
