quantile,value,type,location,target,forecast_date,target_end_date
0.010,4951,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.025,5234,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.050,5469,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.100,5786,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.150,5968,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.200,6125,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.250,6270,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.300,6380,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.350,6487,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.400,6610,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.450,6728,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.500,6836,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
,6836,point,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.550,6954,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.600,7064,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.650,7185,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.700,7359,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.750,7505,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.800,7690,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.850,7903,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.900,8140,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.950,8482,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.975,8913,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.990,9198,quantile,US,1 wk ahead inc death,2021-03-21,2021-03-27
0.010,4006,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.025,4258,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.050,4458,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.100,4859,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.150,5082,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.200,5235,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.250,5374,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.300,5537,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.350,5643,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.400,5766,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.450,5920,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.500,6032,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
,6032,point,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.550,6144,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.600,6291,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.650,6436,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.700,6572,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.750,6728,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.800,6897,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.850,7143,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.900,7350,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.950,7812,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.975,8173,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.990,8607,quantile,US,2 wk ahead inc death,2021-03-21,2021-04-03
0.010,3261,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.025,3520,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.050,3760,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.100,4039,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.150,4308,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.200,4444,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.250,4578,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.300,4744,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.350,4862,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.400,4979,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.450,5096,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.500,5284,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
,5284,point,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.550,5419,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.600,5546,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.650,5706,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.700,5843,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.750,5994,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.800,6161,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.850,6476,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.900,6821,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.950,7266,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.975,7731,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.990,8293,quantile,US,3 wk ahead inc death,2021-03-21,2021-04-10
0.010,2567,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.025,2736,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.050,2934,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.100,3200,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.150,3481,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.200,3664,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.250,3880,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.300,4025,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.350,4163,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.400,4348,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.450,4502,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.500,4675,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
,4675,point,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.550,4860,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.600,5046,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.650,5230,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.700,5417,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.750,5645,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.800,5905,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.850,6225,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.900,6553,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.950,7274,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.975,7771,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.990,8387,quantile,US,4 wk ahead inc death,2021-03-21,2021-04-17
0.010,0,quantile,02,1 wk ahead inc death,2021-03-21,2021-03-27
0.025,0,quantile,02,1 wk ahead inc death,2021-03-21,2021-03-27
0.050,0,quantile,02,1 wk ahead inc death,2021-03-21,2021-03-27
0.100,1,quantile,02,1 wk ahead inc death,2021-03-21,2021-03-27
