quantile,value,type,location,target,forecast_date,target_end_date
0.010,8858,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.025,9423,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.050,9914,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.100,10482,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.150,10831,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.200,11066,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.250,11378,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.300,11679,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.350,11871,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.400,12076,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.450,12294,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.500,12546,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
,12546,point,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.550,12798,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.600,12973,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.650,13288,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.700,13585,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.750,13882,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.800,14210,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.850,14606,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.900,15073,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.950,15866,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.975,16408,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.990,17188,quantile,US,1 wk ahead inc death,2020-11-29,2020-12-05
0.010,8639,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.025,9109,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.050,9697,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.100,10353,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.150,10752,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.200,11082,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.250,11445,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.300,11844,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.350,12133,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.400,12378,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.450,12680,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.500,12976,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
,12976,point,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.550,13299,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.600,13621,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.650,13854,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.700,14248,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.750,14605,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.800,15071,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.850,15661,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.900,16201,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.950,17045,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.975,17986,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.990,18670,quantile,US,2 wk ahead inc death,2020-11-29,2020-12-12
0.010,7694,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
0.025,8352,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
0.050,8837,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
0.100,9522,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
0.150,10004,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
0.200,10562,quantile,US,3 wk ahead inc death,2020-11-29,2020-12-19
