quantile,value,type,location,target,forecast_date,target_end_date
0.010,16336,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.025,16850,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.050,18018,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.100,19267,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.150,20003,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.200,20620,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.250,21201,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.300,21752,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.350,22125,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.400,22599,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.450,23091,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.500,23534,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
,23534,point,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.550,24078,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.600,24809,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.650,25347,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.700,25911,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.750,26514,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.800,27187,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.850,27963,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.900,29069,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.950,30876,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.975,31793,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.990,33812,quantile,US,1 wk ahead inc death,2021-01-17,2021-01-23
0.010,14643,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.025,15638,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.050,16743,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.100,18145,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.150,18968,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.200,19833,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.250,20502,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.300,21246,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.350,21970,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.400,22611,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.450,23045,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.500,23746,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
,23746,point,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.550,24356,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.600,25187,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.650,25918,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.700,26819,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.750,27655,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.800,28871,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.850,30164,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.900,31666,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.950,34193,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.975,37473,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.990,39375,quantile,US,2 wk ahead inc death,2021-01-17,2021-01-30
0.010,12733,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.025,13706,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.050,14640,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.100,15817,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.150,17003,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.200,17899,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.250,18728,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.300,19513,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.350,20589,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.400,21595,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.450,22714,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.500,23568,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
,23568,point,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.550,24444,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.600,25647,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.650,26769,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.700,27773,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.750,29170,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.800,30571,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.850,32485,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.900,35254,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.950,39124,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.975,41499,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.990,45913,quantile,US,3 wk ahead inc death,2021-01-17,2021-02-06
0.010,9832,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.025,10928,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.050,11892,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.100,13553,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.150,14789,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.200,16023,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.250,17110,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.300,18369,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.350,19484,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.400,20689,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.450,21986,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.500,23172,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
,23172,point,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.550,24396,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.600,26161,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.650,27334,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.700,29090,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.750,31366,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.800,33850,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.850,36402,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.900,38990,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.950,43908,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.975,47576,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.990,51051,quantile,US,4 wk ahead inc death,2021-01-17,2021-02-13
0.010,2,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.025,2,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.050,3,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.100,5,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.150,6,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.200,6,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.250,7,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.300,8,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.350,8,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.400,9,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.450,9,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.500,10,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
,10,point,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.550,10,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.600,11,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.650,12,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.700,13,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.750,14,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.800,15,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.850,16,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.900,18,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.950,22,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.975,24,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.990,28,quantile,02,1 wk ahead inc death,2021-01-17,2021-01-23
0.010,1,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.025,2,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.050,3,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.100,4,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.150,5,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.200,6,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.250,6,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.300,7,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.350,8,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.400,8,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.450,9,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.500,9,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
,9,point,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.550,10,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.600,11,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.650,12,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.700,12,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.750,13,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.800,14,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.850,16,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.900,18,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.950,20,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.975,23,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
0.990,26,quantile,02,2 wk ahead inc death,2021-01-17,2021-01-30
