quantile,value,type,location,target,forecast_date,target_end_date
0.010,6855,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.025,7254,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.050,7564,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.100,7898,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.150,8171,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.200,8396,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.250,8605,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.300,8768,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.350,8915,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.400,9056,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.450,9249,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.500,9423,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
,9423,point,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.550,9557,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.600,9751,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.650,9916,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.700,10095,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.750,10343,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.800,10611,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.850,10831,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.900,11143,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.950,11646,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.975,12018,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.990,12562,quantile,US,1 wk ahead inc death,2021-03-07,2021-03-13
0.010,5535,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.025,5953,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.050,6305,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.100,6558,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.150,6855,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.200,7087,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.250,7253,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.300,7387,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.350,7542,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.400,7708,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.450,7892,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.500,8029,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
,8029,point,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.550,8185,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.600,8414,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.650,8578,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.700,8768,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.750,9008,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.800,9249,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.850,9509,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.900,9788,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.950,10275,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.975,10932,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.990,11418,quantile,US,2 wk ahead inc death,2021-03-07,2021-03-20
0.010,4437,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.025,4643,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.050,4947,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.100,5381,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.150,5648,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.200,5851,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.250,6025,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.300,6190,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.350,6358,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.400,6537,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.450,6669,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.500,6816,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
,6816,point,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.550,6982,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.600,7190,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.650,7372,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.700,7591,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
0.750,7805,quantile,US,3 wk ahead inc death,2021-03-07,2021-03-27
