quantile,value,type,location,target,forecast_date,target_end_date
0.010,4730,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.025,5004,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.050,5303,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.100,5682,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.150,5842,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.200,5999,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.250,6170,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.300,6320,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.350,6445,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.400,6575,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.450,6712,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.500,6884,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
,6884,point,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.550,7002,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.600,7128,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.650,7291,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.700,7438,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.750,7616,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.800,7815,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.850,8079,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.900,8446,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.950,8957,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.975,9318,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.990,9992,quantile,US,1 wk ahead inc death,2020-11-01,2020-11-07
0.010,4897,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.025,5176,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.050,5577,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.100,5992,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.150,6264,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.200,6570,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.250,6792,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.300,7004,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
0.350,7179,quantile,US,2 wk ahead inc death,2020-11-01,2020-11-14
