quantile,value,type,location,target,forecast_date,target_end_date
0.010,4436,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.025,4669,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.050,4824,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.100,5055,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.150,5232,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.200,5334,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.250,5505,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.300,5593,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.350,5704,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.400,5818,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.450,5947,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.500,6067,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
,6067,point,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.550,6180,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.600,6271,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.650,6386,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.700,6504,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.750,6666,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.800,6824,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.850,7008,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.900,7244,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.950,7653,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.975,8021,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.990,8441,quantile,US,1 wk ahead inc death,2021-04-11,2021-04-17
0.010,4051,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.025,4309,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.050,4551,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.100,4861,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.150,5094,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.200,5232,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.250,5381,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.300,5526,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.350,5675,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.400,5811,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.450,5968,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.500,6108,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
,6108,point,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.550,6233,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.600,6377,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.650,6538,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.700,6667,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.750,6830,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.800,7017,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.850,7333,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.900,7597,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.950,8152,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.975,8776,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.990,9526,quantile,US,2 wk ahead inc death,2021-04-11,2021-04-24
0.010,3664,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.025,3978,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.050,4234,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.100,4527,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.150,4845,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.200,5065,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.250,5272,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.300,5447,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.350,5636,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.400,5782,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.450,5958,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.500,6152,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
,6152,point,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.550,6339,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.600,6537,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
0.650,6746,quantile,US,3 wk ahead inc death,2021-04-11,2021-05-01
