quantile,value,type,location,target,forecast_date,target_end_date
0.010,5891,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.025,6282,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.050,6488,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.100,6794,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.150,7023,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.200,7206,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.250,7424,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.300,7574,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.350,7730,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.400,7882,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.450,8008,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.500,8169,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
,8169,point,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.550,8270,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.600,8405,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.650,8592,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.700,8763,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.750,8923,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.800,9161,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.850,9336,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.900,9680,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.950,10130,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.975,10571,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.990,11141,quantile,US,1 wk ahead inc death,2021-03-14,2021-03-20
0.010,4777,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.025,5106,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.050,5314,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.100,5654,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.150,5864,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.200,6097,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.250,6270,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.300,6417,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.350,6558,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.400,6740,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.450,6883,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.500,6995,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
,6995,point,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.550,7125,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.600,7247,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.650,7369,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.700,7521,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.750,7699,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.800,7911,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.850,8134,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.900,8456,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.950,8929,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.975,9251,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.990,9686,quantile,US,2 wk ahead inc death,2021-03-14,2021-03-27
0.010,3782,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.025,4111,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.050,4387,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.100,4675,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.150,4882,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.200,5063,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.250,5200,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.300,5320,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.350,5420,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.400,5554,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.450,5722,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.500,5845,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
,5845,point,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.550,5964,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.600,6125,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.650,6309,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.700,6504,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.750,6684,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.800,6879,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.850,7147,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.900,7426,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.950,7879,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.975,8426,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.990,8957,quantile,US,3 wk ahead inc death,2021-03-14,2021-04-03
0.010,2986,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.025,3171,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.050,3426,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.100,3707,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.150,3893,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.200,4087,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.250,4259,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.300,4416,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.350,4566,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.400,4693,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.450,4861,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.500,5028,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
,5028,point,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.550,5190,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.600,5381,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.650,5532,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.700,5674,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.750,5865,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.800,6064,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.850,6329,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.900,6635,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.950,7266,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.975,7665,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.990,8116,quantile,US,4 wk ahead inc death,2021-03-14,2021-04-10
0.010,0,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.025,0,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.050,0,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.100,1,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.150,1,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.200,1,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.250,1,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.300,2,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.350,2,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.400,2,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.450,2,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.500,3,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
,3,point,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.550,3,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.600,3,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.650,3,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.700,4,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.750,4,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.800,4,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.850,5,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.900,6,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.950,7,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.975,8,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.990,9,quantile,02,1 wk ahead inc death,2021-03-14,2021-03-20
0.010,0,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.025,0,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.050,0,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.100,0,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.150,1,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.200,1,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.250,1,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.300,1,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.350,1,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.400,2,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.450,2,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.500,2,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
,2,point,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.550,2,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.600,3,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.650,3,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.700,3,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.750,4,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.800,4,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.850,5,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.900,5,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.950,6,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.975,7,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
0.990,9,quantile,02,2 wk ahead inc death,2021-03-14,2021-03-27
