quantile,value,type,location,target,forecast_date,target_end_date
0.010,13078,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.025,14045,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.050,14733,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.100,15577,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.150,16037,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.200,16536,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.250,16878,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.300,17302,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.350,17753,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.400,18092,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.450,18389,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.500,18730,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
,18730,point,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.550,19024,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.600,19395,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.650,19841,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.700,20326,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.750,20760,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.800,21252,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.850,21915,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.900,22617,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.950,23880,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.975,24792,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.990,25541,quantile,US,1 wk ahead inc death,2020-12-13,2020-12-19
0.010,13142,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.025,13950,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.050,14937,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.100,16006,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.150,16736,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.200,17354,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.250,17962,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.300,18485,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.350,18978,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.400,19396,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.450,19855,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.500,20346,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
,20346,point,US,2 wk ahead inc death,2020-12-13,2020-12-26
0.550,20885,quantile,US,2 wk ahead inc death,2020-12-13,2020-12-26
