location,target_end_date,quantile,value,type,forecast_date,target
01,2024-03-11,0.010,29.63,quantile,2024-03-11,0 day ahead inc hosp
01,2024-03-12,0.010,28.21,quantile,2024-03-11,1 day ahead inc hosp
01,2024-03-13,0.010,27.66,quantile,2024-03-11,2 day ahead inc hosp
01,2024-03-14,0.010,27.48,quantile,2024-03-11,3 day ahead inc hosp
01,2024-03-15,0.010,26.64,quantile,2024-03-11,4 day ahead inc hosp
01,2024-03-16,0.010,25.42,quantile,2024-03-11,5 day ahead inc hosp
01,2024-03-17,0.010,24.16,quantile,2024-03-11,6 day ahead inc hosp
01,2024-03-18,0.010,23.83,quantile,2024-03-11,7 day ahead inc hosp
01,2024-03-19,0.010,22.93,quantile,2024-03-11,8 day ahead inc hosp
01,2024-03-20,0.010,23.04,quantile,2024-03-11,9 day ahead inc hosp
01,2024-03-21,0.010,22.34,quantile,2024-03-11,10 day ahead inc hosp
01,2024-03-22,0.010,21.83,quantile,2024-03-11,11 day ahead inc hosp
01,2024-03-23,0.010,21.21,quantile,2024-03-11,12 day ahead inc hosp
01,2024-03-24,0.010,20.33,quantile,2024-03-11,13 day ahead inc hosp
01,2024-03-25,0.010,19.49,quantile,2024-03-11,14 day ahead inc hosp
01,2024-03-26,0.010,18.66,quantile,2024-03-11,15 day ahead inc hosp
01,2024-03-27,0.010,18.28,quantile,2024-03-11,16 day ahead inc hosp
01,2024-03-28,0.010,17.97,quantile,2024-03-11,17 day ahead inc hosp
01,2024-03-29,0.010,17.87,quantile,2024-03-11,18 day ahead inc hosp
01,2024-03-30,0.010,17.08,quantile,2024-03-11,19 day ahead inc hosp
01,2024-03-31,0.010,16.59,quantile,2024-03-11,20 day ahead inc hosp
01,2024-04-01,0.010,15.74,quantile,2024-03-11,21 day ahead inc hosp
01,2024-04-02,0.010,15.16,quantile,2024-03-11,22 day ahead inc hosp
01,2024-04-03,0.010,14.84,quantile,2024-03-11,23 day ahead inc hosp
01,2024-04-04,0.010,14.28,quantile,2024-03-11,24 day ahead inc hosp
01,2024-04-05,0.010,14.66,quantile,2024-03-11,25 day ahead inc hosp
01,2024-04-06,0.010,13.9,quantile,2024-03-11,26 day ahead inc hosp
01,2024-04-07,0.010,13.23,quantile,2024-03-11,27 day ahead inc hosp
01,2024-04-08,0.010,13.08,quantile,2024-03-11,28 day ahead inc hosp
01,2024-04-09,0.010,12.78,quantile,2024-03-11,29 day ahead inc hosp
01,2024-04-10,0.010,12.43,quantile,2024-03-11,30 day ahead inc hosp
01,2024-03-11,0.025,31.74,quantile,2024-03-11,0 day ahead inc hosp
01,2024-03-12,0.025,30.35,quantile,2024-03-11,1 day ahead inc hosp
01,2024-03-13,0.025,29.76,quantile,2024-03-11,2 day ahead inc hosp
01,2024-03-14,0.025,29.54,quantile,2024-03-11,3 day ahead inc hosp
01,2024-03-15,0.025,28.71,quantile,2024-03-11,4 day ahead inc hosp
01,2024-03-16,0.025,27.51,quantile,2024-03-11,5 day ahead inc hosp
01,2024-03-17,0.025,26.3,quantile,2024-03-11,6 day ahead inc hosp
01,2024-03-18,0.025,26.01,quantile,2024-03-11,7 day ahead inc hosp
01,2024-03-19,0.025,25.1,quantile,2024-03-11,8 day ahead inc hosp
01,2024-03-20,0.025,25.2,quantile,2024-03-11,9 day ahead inc hosp
01,2024-03-21,0.025,24.47,quantile,2024-03-11,10 day ahead inc hosp
01,2024-03-22,0.025,23.94,quantile,2024-03-11,11 day ahead inc hosp
01,2024-03-23,0.025,23.32,quantile,2024-03-11,12 day ahead inc hosp
01,2024-03-24,0.025,22.5,quantile,2024-03-11,13 day ahead inc hosp
01,2024-03-25,0.025,21.67,quantile,2024-03-11,14 day ahead inc hosp
01,2024-03-26,0.025,20.84,quantile,2024-03-11,15 day ahead inc hosp
01,2024-03-27,0.025,20.44,quantile,2024-03-11,16 day ahead inc hosp
01,2024-03-28,0.025,20.12,quantile,2024-03-11,17 day ahead inc hosp
01,2024-03-29,0.025,20.0,quantile,2024-03-11,18 day ahead inc hosp
01,2024-03-30,0.025,19.2,quantile,2024-03-11,19 day ahead inc hosp
01,2024-03-31,0.025,18.74,quantile,2024-03-11,20 day ahead inc hosp
01,2024-04-01,0.025,17.87,quantile,2024-03-11,21 day ahead inc hosp
01,2024-04-02,0.025,17.29,quantile,2024-03-11,22 day ahead inc hosp
01,2024-04-03,0.025,16.98,quantile,2024-03-11,23 day ahead inc hosp
01,2024-04-04,0.025,16.37,quantile,2024-03-11,24 day ahead inc hosp
01,2024-04-05,0.025,16.75,quantile,2024-03-11,25 day ahead inc hosp
01,2024-04-06,0.025,15.99,quantile,2024-03-11,26 day ahead inc hosp
01,2024-04-07,0.025,15.33,quantile,2024-03-11,27 day ahead inc hosp
01,2024-04-08,0.025,15.18,quantile,2024-03-11,28 day ahead inc hosp
01,2024-04-09,0.025,14.87,quantile,2024-03-11,29 day ahead inc hosp
01,2024-04-10,0.025,14.51,quantile,2024-03-11,30 day ahead inc hosp
01,2024-03-11,0.050,33.65,quantile,2024-03-11,0 day ahead inc hosp
01,2024-03-12,0.050,32.29,quantile,2024-03-11,1 day ahead inc hosp
01,2024-03-13,0.050,31.67,quantile,2024-03-11,2 day ahead inc hosp
01,2024-03-14,0.050,31.42,quantile,2024-03-11,3 day ahead inc hosp
01,2024-03-15,0.050,30.59,quantile,2024-03-11,4 day ahead inc hosp
01,2024-03-16,0.050,29.43,quantile,2024-03-11,5 day ahead inc hosp
01,2024-03-17,0.050,28.26,quantile,2024-03-11,6 day ahead inc hosp
01,2024-03-18,0.050,28.02,quantile,2024-03-11,7 day ahead inc hosp
