location,target_end_date,quantile,value,type,forecast_date,target
01,2024-02-26,0.010,37.39,quantile,2024-02-26,0 day ahead inc hosp
01,2024-02-27,0.010,36.14,quantile,2024-02-26,1 day ahead inc hosp
01,2024-02-28,0.010,36.48,quantile,2024-02-26,2 day ahead inc hosp
01,2024-02-29,0.010,35.57,quantile,2024-02-26,3 day ahead inc hosp
01,2024-03-01,0.010,34.97,quantile,2024-02-26,4 day ahead inc hosp
01,2024-03-02,0.010,33.22,quantile,2024-02-26,5 day ahead inc hosp
01,2024-03-03,0.010,32.17,quantile,2024-02-26,6 day ahead inc hosp
01,2024-03-04,0.010,30.61,quantile,2024-02-26,7 day ahead inc hosp
01,2024-03-05,0.010,30.26,quantile,2024-02-26,8 day ahead inc hosp
01,2024-03-06,0.010,29.6,quantile,2024-02-26,9 day ahead inc hosp
01,2024-03-07,0.010,29.15,quantile,2024-02-26,10 day ahead inc hosp
01,2024-03-08,0.010,28.43,quantile,2024-02-26,11 day ahead inc hosp
01,2024-03-09,0.010,27.59,quantile,2024-02-26,12 day ahead inc hosp
01,2024-03-10,0.010,26.34,quantile,2024-02-26,13 day ahead inc hosp
01,2024-03-11,0.010,25.72,quantile,2024-02-26,14 day ahead inc hosp
01,2024-03-12,0.010,25.2,quantile,2024-02-26,15 day ahead inc hosp
01,2024-03-13,0.010,24.73,quantile,2024-02-26,16 day ahead inc hosp
01,2024-03-14,0.010,24.32,quantile,2024-02-26,17 day ahead inc hosp
01,2024-03-15,0.010,23.57,quantile,2024-02-26,18 day ahead inc hosp
01,2024-03-16,0.010,23.12,quantile,2024-02-26,19 day ahead inc hosp
01,2024-03-17,0.010,21.87,quantile,2024-02-26,20 day ahead inc hosp
01,2024-03-18,0.010,21.47,quantile,2024-02-26,21 day ahead inc hosp
01,2024-03-19,0.010,20.92,quantile,2024-02-26,22 day ahead inc hosp
01,2024-03-20,0.010,20.85,quantile,2024-02-26,23 day ahead inc hosp
01,2024-03-21,0.010,20.61,quantile,2024-02-26,24 day ahead inc hosp
01,2024-03-22,0.010,20.18,quantile,2024-02-26,25 day ahead inc hosp
01,2024-03-23,0.010,19.77,quantile,2024-02-26,26 day ahead inc hosp
01,2024-03-24,0.010,18.76,quantile,2024-02-26,27 day ahead inc hosp
01,2024-03-25,0.010,18.05,quantile,2024-02-26,28 day ahead inc hosp
01,2024-03-26,0.010,17.83,quantile,2024-02-26,29 day ahead inc hosp
01,2024-03-27,0.010,17.87,quantile,2024-02-26,30 day ahead inc hosp
01,2024-02-26,0.025,39.49,quantile,2024-02-26,0 day ahead inc hosp
01,2024-02-27,0.025,38.25,quantile,2024-02-26,1 day ahead inc hosp
01,2024-02-28,0.025,38.51,quantile,2024-02-26,2 day ahead inc hosp
01,2024-02-29,0.025,37.53,quantile,2024-02-26,3 day ahead inc hosp
01,2024-03-01,0.025,36.91,quantile,2024-02-26,4 day ahead inc hosp
01,2024-03-02,0.025,35.18,quantile,2024-02-26,5 day ahead inc hosp
01,2024-03-03,0.025,34.17,quantile,2024-02-26,6 day ahead inc hosp
01,2024-03-04,0.025,32.65,quantile,2024-02-26,7 day ahead inc hosp
01,2024-03-05,0.025,32.29,quantile,2024-02-26,8 day ahead inc hosp
01,2024-03-06,0.025,31.6,quantile,2024-02-26,9 day ahead inc hosp
01,2024-03-07,0.025,31.08,quantile,2024-02-26,10 day ahead inc hosp
01,2024-03-08,0.025,30.37,quantile,2024-02-26,11 day ahead inc hosp
01,2024-03-09,0.025,29.52,quantile,2024-02-26,12 day ahead inc hosp
01,2024-03-10,0.025,28.3,quantile,2024-02-26,13 day ahead inc hosp
01,2024-03-11,0.025,27.72,quantile,2024-02-26,14 day ahead inc hosp
01,2024-03-12,0.025,27.16,quantile,2024-02-26,15 day ahead inc hosp
01,2024-03-13,0.025,26.67,quantile,2024-02-26,16 day ahead inc hosp
01,2024-03-14,0.025,26.23,quantile,2024-02-26,17 day ahead inc hosp
01,2024-03-15,0.025,25.45,quantile,2024-02-26,18 day ahead inc hosp
01,2024-03-16,0.025,24.99,quantile,2024-02-26,19 day ahead inc hosp
01,2024-03-17,0.025,23.8,quantile,2024-02-26,20 day ahead inc hosp
01,2024-03-18,0.025,23.41,quantile,2024-02-26,21 day ahead inc hosp
01,2024-03-19,0.025,22.86,quantile,2024-02-26,22 day ahead inc hosp
01,2024-03-20,0.025,22.78,quantile,2024-02-26,23 day ahead inc hosp
01,2024-03-21,0.025,22.47,quantile,2024-02-26,24 day ahead inc hosp
01,2024-03-22,0.025,22.03,quantile,2024-02-26,25 day ahead inc hosp
01,2024-03-23,0.025,21.65,quantile,2024-02-26,26 day ahead inc hosp
01,2024-03-24,0.025,20.67,quantile,2024-02-26,27 day ahead inc hosp
01,2024-03-25,0.025,19.97,quantile,2024-02-26,28 day ahead inc hosp
01,2024-03-26,0.025,19.76,quantile,2024-02-26,29 day ahead inc hosp
01,2024-03-27,0.025,19.78,quantile,2024-02-26,30 day ahead inc hosp
01,2024-02-26,0.050,41.37,quantile,2024-02-26,0 day ahead inc hosp
01,2024-02-27,0.050,40.15,quantile,2024-02-26,1 day ahead inc hosp
01,2024-02-28,0.050,40.34,quantile,2024-02-26,2 day ahead inc hosp
01,2024-02-29,0.050,39.29,quantile,2024-02-26,3 day ahead inc hosp
01,2024-03-01,0.050,38.64,quantile,2024-02-26,4 day ahead inc hosp
01,2024-03-02,0.050,36.93,quantile,2024-02-26,5 day ahead inc hosp
01,2024-03-03,0.050,35.98,quantile,2024-02-26,6 day ahead inc hosp
01,2024-03-04,0.050,34.5,quantile,2024-02-26,7 day ahead inc hosp
01,2024-03-05,0.050,34.12,quantile,2024-02-26,8 day ahead inc hosp
01,2024-03-06,0.050,33.42,quantile,2024-02-26,9 day ahead inc hosp
01,2024-03-07,0.050,32.83,quantile,2024-02-26,10 day ahead inc hosp
01,2024-03-08,0.050,32.12,quantile,2024-02-26,11 day ahead inc hosp
01,2024-03-09,0.050,31.27,quantile,2024-02-26,12 day ahead inc hosp
01,2024-03-10,0.050,30.09,quantile,2024-02-26,13 day ahead inc hosp
01,2024-03-11,0.050,29.54,quantile,2024-02-26,14 day ahead inc hosp
01,2024-03-12,0.050,28.96,quantile,2024-02-26,15 day ahead inc hosp
01,2024-03-13,0.050,28.44,quantile,2024-02-26,16 day ahead inc hosp
01,2024-03-14,0.050,27.97,quantile,2024-02-26,17 day ahead inc hosp
01,2024-03-15,0.050,27.17,quantile,2024-02-26,18 day ahead inc hosp
01,2024-03-16,0.050,26.7,quantile,2024-02-26,19 day ahead inc hosp
01,2024-03-17,0.050,25.58,quantile,2024-02-26,20 day ahead inc hosp
01,2024-03-18,0.050,25.2,quantile,2024-02-26,21 day ahead inc hosp
01,2024-03-19,0.050,24.65,quantile,2024-02-26,22 day ahead inc hosp
01,2024-03-20,0.050,24.56,quantile,2024-02-26,23 day ahead inc hosp
01,2024-03-21,0.050,24.19,quantile,2024-02-26,24 day ahead inc hosp
01,2024-03-22,0.050,23.74,quantile,2024-02-26,25 day ahead inc hosp
01,2024-03-23,0.050,23.38,quantile,2024-02-26,26 day ahead inc hosp
01,2024-03-24,0.050,22.44,quantile,2024-02-26,27 day ahead inc hosp
01,2024-03-25,0.050,21.76,quantile,2024-02-26,28 day ahead inc hosp
01,2024-03-26,0.050,21.55,quantile,2024-02-26,29 day ahead inc hosp
01,2024-03-27,0.050,21.56,quantile,2024-02-26,30 day ahead inc hosp
01,2024-02-26,0.100,43.64,quantile,2024-02-26,0 day ahead inc hosp
01,2024-02-27,0.100,42.44,quantile,2024-02-26,1 day ahead inc hosp
01,2024-02-28,0.100,42.53,quantile,2024-02-26,2 day ahead inc hosp
01,2024-02-29,0.100,41.39,quantile,2024-02-26,3 day ahead inc hosp
01,2024-03-01,0.100,40.73,quantile,2024-02-26,4 day ahead inc hosp
01,2024-03-02,0.100,39.05,quantile,2024-02-26,5 day ahead inc hosp
01,2024-03-03,0.100,38.16,quantile,2024-02-26,6 day ahead inc hosp
01,2024-03-04,0.100,36.74,quantile,2024-02-26,7 day ahead inc hosp
01,2024-03-05,0.100,36.33,quantile,2024-02-26,8 day ahead inc hosp
01,2024-03-06,0.100,35.61,quantile,2024-02-26,9 day ahead inc hosp
01,2024-03-07,0.100,34.94,quantile,2024-02-26,10 day ahead inc hosp
01,2024-03-08,0.100,34.25,quantile,2024-02-26,11 day ahead inc hosp
01,2024-03-09,0.100,33.39,quantile,2024-02-26,12 day ahead inc hosp
