location,target_end_date,quantile,value,type,forecast_date,target
01,2024-01-22,0.010,5.27,quantile,2024-01-22,0 day ahead inc hosp
01,2024-01-23,0.010,2.85,quantile,2024-01-22,1 day ahead inc hosp
01,2024-01-24,0.010,1.8,quantile,2024-01-22,2 day ahead inc hosp
01,2024-01-25,0.010,0.0,quantile,2024-01-22,3 day ahead inc hosp
01,2024-01-26,0.010,0.0,quantile,2024-01-22,4 day ahead inc hosp
01,2024-01-27,0.010,0.0,quantile,2024-01-22,5 day ahead inc hosp
01,2024-01-28,0.010,0.0,quantile,2024-01-22,6 day ahead inc hosp
01,2024-01-29,0.010,0.0,quantile,2024-01-22,7 day ahead inc hosp
01,2024-01-30,0.010,0.0,quantile,2024-01-22,8 day ahead inc hosp
01,2024-01-31,0.010,0.0,quantile,2024-01-22,9 day ahead inc hosp
01,2024-02-01,0.010,0.0,quantile,2024-01-22,10 day ahead inc hosp
01,2024-02-02,0.010,0.0,quantile,2024-01-22,11 day ahead inc hosp
01,2024-02-03,0.010,0.0,quantile,2024-01-22,12 day ahead inc hosp
01,2024-02-04,0.010,0.0,quantile,2024-01-22,13 day ahead inc hosp
01,2024-02-05,0.010,0.0,quantile,2024-01-22,14 day ahead inc hosp
01,2024-02-06,0.010,0.0,quantile,2024-01-22,15 day ahead inc hosp
01,2024-02-07,0.010,0.0,quantile,2024-01-22,16 day ahead inc hosp
01,2024-02-08,0.010,0.0,quantile,2024-01-22,17 day ahead inc hosp
01,2024-02-09,0.010,0.0,quantile,2024-01-22,18 day ahead inc hosp
01,2024-02-10,0.010,0.0,quantile,2024-01-22,19 day ahead inc hosp
01,2024-02-11,0.010,0.0,quantile,2024-01-22,20 day ahead inc hosp
01,2024-02-12,0.010,0.0,quantile,2024-01-22,21 day ahead inc hosp
01,2024-02-13,0.010,0.0,quantile,2024-01-22,22 day ahead inc hosp
01,2024-02-14,0.010,0.0,quantile,2024-01-22,23 day ahead inc hosp
01,2024-02-15,0.010,0.0,quantile,2024-01-22,24 day ahead inc hosp
01,2024-02-16,0.010,0.0,quantile,2024-01-22,25 day ahead inc hosp
01,2024-02-17,0.010,0.0,quantile,2024-01-22,26 day ahead inc hosp
01,2024-02-18,0.010,0.0,quantile,2024-01-22,27 day ahead inc hosp
01,2024-02-19,0.010,0.0,quantile,2024-01-22,28 day ahead inc hosp
