location,target_end_date,quantile,value,type,forecast_date,target
01,2024-03-18,0.010,25.56,quantile,2024-03-18,0 day ahead inc hosp
01,2024-03-19,0.010,25.18,quantile,2024-03-18,1 day ahead inc hosp
01,2024-03-20,0.010,24.81,quantile,2024-03-18,2 day ahead inc hosp
01,2024-03-21,0.010,24.76,quantile,2024-03-18,3 day ahead inc hosp
01,2024-03-22,0.010,24.27,quantile,2024-03-18,4 day ahead inc hosp
01,2024-03-23,0.010,23.47,quantile,2024-03-18,5 day ahead inc hosp
01,2024-03-24,0.010,22.37,quantile,2024-03-18,6 day ahead inc hosp
01,2024-03-25,0.010,21.5,quantile,2024-03-18,7 day ahead inc hosp
01,2024-03-26,0.010,20.73,quantile,2024-03-18,8 day ahead inc hosp
01,2024-03-27,0.010,20.3,quantile,2024-03-18,9 day ahead inc hosp
01,2024-03-28,0.010,20.26,quantile,2024-03-18,10 day ahead inc hosp
01,2024-03-29,0.010,20.06,quantile,2024-03-18,11 day ahead inc hosp
01,2024-03-30,0.010,19.68,quantile,2024-03-18,12 day ahead inc hosp
01,2024-03-31,0.010,18.59,quantile,2024-03-18,13 day ahead inc hosp
01,2024-04-01,0.010,17.73,quantile,2024-03-18,14 day ahead inc hosp
01,2024-04-02,0.010,16.97,quantile,2024-03-18,15 day ahead inc hosp
01,2024-04-03,0.010,16.3,quantile,2024-03-18,16 day ahead inc hosp
01,2024-04-04,0.010,16.47,quantile,2024-03-18,17 day ahead inc hosp
01,2024-04-05,0.010,16.23,quantile,2024-03-18,18 day ahead inc hosp
01,2024-04-06,0.010,15.41,quantile,2024-03-18,19 day ahead inc hosp
01,2024-04-07,0.010,14.44,quantile,2024-03-18,20 day ahead inc hosp
01,2024-04-08,0.010,14.02,quantile,2024-03-18,21 day ahead inc hosp
01,2024-04-09,0.010,13.41,quantile,2024-03-18,22 day ahead inc hosp
01,2024-04-10,0.010,13.44,quantile,2024-03-18,23 day ahead inc hosp
01,2024-04-11,0.010,13.23,quantile,2024-03-18,24 day ahead inc hosp
01,2024-04-12,0.010,13.01,quantile,2024-03-18,25 day ahead inc hosp
01,2024-04-13,0.010,12.54,quantile,2024-03-18,26 day ahead inc hosp
01,2024-04-14,0.010,11.81,quantile,2024-03-18,27 day ahead inc hosp
01,2024-04-15,0.010,11.62,quantile,2024-03-18,28 day ahead inc hosp
01,2024-04-16,0.010,11.25,quantile,2024-03-18,29 day ahead inc hosp
01,2024-04-17,0.010,10.94,quantile,2024-03-18,30 day ahead inc hosp
01,2024-03-18,0.025,27.34,quantile,2024-03-18,0 day ahead inc hosp
01,2024-03-19,0.025,27.0,quantile,2024-03-18,1 day ahead inc hosp
01,2024-03-20,0.025,26.62,quantile,2024-03-18,2 day ahead inc hosp
01,2024-03-21,0.025,26.51,quantile,2024-03-18,3 day ahead inc hosp
01,2024-03-22,0.025,26.01,quantile,2024-03-18,4 day ahead inc hosp
01,2024-03-23,0.025,25.27,quantile,2024-03-18,5 day ahead inc hosp
01,2024-03-24,0.025,24.19,quantile,2024-03-18,6 day ahead inc hosp
01,2024-03-25,0.025,23.36,quantile,2024-03-18,7 day ahead inc hosp
01,2024-03-26,0.025,22.59,quantile,2024-03-18,8 day ahead inc hosp
01,2024-03-27,0.025,22.15,quantile,2024-03-18,9 day ahead inc hosp
01,2024-03-28,0.025,22.08,quantile,2024-03-18,10 day ahead inc hosp
01,2024-03-29,0.025,21.85,quantile,2024-03-18,11 day ahead inc hosp
01,2024-03-30,0.025,21.49,quantile,2024-03-18,12 day ahead inc hosp
01,2024-03-31,0.025,20.42,quantile,2024-03-18,13 day ahead inc hosp
01,2024-04-01,0.025,19.6,quantile,2024-03-18,14 day ahead inc hosp
01,2024-04-02,0.025,18.83,quantile,2024-03-18,15 day ahead inc hosp
01,2024-04-03,0.025,18.15,quantile,2024-03-18,16 day ahead inc hosp
01,2024-04-04,0.025,18.32,quantile,2024-03-18,17 day ahead inc hosp
01,2024-04-05,0.025,18.04,quantile,2024-03-18,18 day ahead inc hosp
01,2024-04-06,0.025,17.22,quantile,2024-03-18,19 day ahead inc hosp
01,2024-04-07,0.025,16.29,quantile,2024-03-18,20 day ahead inc hosp
01,2024-04-08,0.025,15.9,quantile,2024-03-18,21 day ahead inc hosp
01,2024-04-09,0.025,15.22,quantile,2024-03-18,22 day ahead inc hosp
01,2024-04-10,0.025,15.25,quantile,2024-03-18,23 day ahead inc hosp
01,2024-04-11,0.025,15.05,quantile,2024-03-18,24 day ahead inc hosp
01,2024-04-12,0.025,14.82,quantile,2024-03-18,25 day ahead inc hosp
01,2024-04-13,0.025,14.35,quantile,2024-03-18,26 day ahead inc hosp
01,2024-04-14,0.025,13.59,quantile,2024-03-18,27 day ahead inc hosp
01,2024-04-15,0.025,13.42,quantile,2024-03-18,28 day ahead inc hosp
01,2024-04-16,0.025,13.05,quantile,2024-03-18,29 day ahead inc hosp
01,2024-04-17,0.025,12.73,quantile,2024-03-18,30 day ahead inc hosp
01,2024-03-18,0.050,28.96,quantile,2024-03-18,0 day ahead inc hosp
01,2024-03-19,0.050,28.65,quantile,2024-03-18,1 day ahead inc hosp
01,2024-03-20,0.050,28.28,quantile,2024-03-18,2 day ahead inc hosp
01,2024-03-21,0.050,28.09,quantile,2024-03-18,3 day ahead inc hosp
01,2024-03-22,0.050,27.59,quantile,2024-03-18,4 day ahead inc hosp
01,2024-03-23,0.050,26.9,quantile,2024-03-18,5 day ahead inc hosp
01,2024-03-24,0.050,25.86,quantile,2024-03-18,6 day ahead inc hosp
01,2024-03-25,0.050,25.06,quantile,2024-03-18,7 day ahead inc hosp
01,2024-03-26,0.050,24.29,quantile,2024-03-18,8 day ahead inc hosp
