location,target_end_date,quantile,value,type,forecast_date,target
01,2024-02-05,0.010,28.86,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.010,27.4,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.010,26.92,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.010,26.68,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.010,25.37,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.010,23.88,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.010,22.12,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.010,20.35,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.010,19.8,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.010,19.07,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.010,18.39,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.010,17.76,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.010,16.35,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.010,15.17,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.010,13.66,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.010,13.07,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.010,12.82,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.010,12.41,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.010,11.47,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.010,10.67,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.010,9.72,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.010,9.18,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.010,9.02,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.010,8.16,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.010,8.06,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.010,7.68,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.010,7.44,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.010,6.43,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.010,6.05,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.010,6.04,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.010,5.64,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.025,31.25,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.025,29.79,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.025,29.24,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.025,28.92,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.025,27.57,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.025,26.08,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.025,24.34,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.025,22.57,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.025,21.98,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.025,21.18,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.025,20.42,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.025,19.74,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.025,18.3,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.025,17.1,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.025,15.56,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.025,14.93,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.025,14.66,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.025,14.18,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.025,13.17,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.025,12.34,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.025,11.36,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.025,10.82,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.025,10.64,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.025,9.7,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.025,9.56,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.025,9.14,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.025,8.89,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.025,7.8,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.025,7.4,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.025,7.39,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.025,6.94,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.050,33.45,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.050,31.99,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.050,31.36,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.050,30.97,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.050,29.59,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.050,28.11,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.050,26.4,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.050,24.64,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.050,24.02,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.050,23.15,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.050,22.3,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.050,21.59,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.050,20.13,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.050,18.93,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.050,17.36,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.050,16.7,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.050,16.42,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.050,15.86,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.050,14.79,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.050,13.94,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.050,12.96,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.050,12.42,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.050,12.23,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.050,11.21,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.050,11.03,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.050,10.57,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.050,10.32,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.050,9.17,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.050,8.76,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.050,8.75,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.050,8.26,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.100,36.14,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.100,34.69,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.100,33.97,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.100,33.48,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.100,32.06,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.100,30.61,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.100,28.95,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.100,27.22,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.100,26.57,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.100,25.61,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.100,24.66,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.100,23.9,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.100,22.42,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.100,21.24,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.100,19.64,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.100,18.96,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.100,18.67,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.100,18.0,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.100,16.87,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.100,16.01,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.100,15.03,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.100,14.5,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.100,14.31,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.100,13.2,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.100,12.96,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.100,12.45,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.100,12.21,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.100,11.0,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.100,10.58,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.100,10.58,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.100,10.03,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.150,38.05,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.150,36.62,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.150,35.84,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.150,35.27,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.150,33.83,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.150,32.4,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.150,30.78,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.150,29.09,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.150,28.41,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.150,27.39,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.150,26.36,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.150,25.58,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.150,24.09,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.150,22.92,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.150,21.33,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.150,20.63,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.150,20.32,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.150,19.58,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.150,18.4,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.150,17.55,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.150,16.57,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.150,16.07,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.150,15.87,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.150,14.7,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.150,14.42,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.150,13.88,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.150,13.64,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.150,12.39,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.150,11.98,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.150,11.98,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.150,11.4,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.200,39.63,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.200,38.21,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.200,37.38,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.200,36.75,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.200,35.29,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.200,33.89,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.200,32.31,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.200,30.65,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.200,29.94,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.200,28.87,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.200,27.78,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.200,26.98,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.200,25.49,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.200,24.34,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.200,22.75,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.200,22.04,quantile,2024-02-05,15 day ahead inc hosp
01,2024-02-21,0.200,21.73,quantile,2024-02-05,16 day ahead inc hosp
01,2024-02-22,0.200,20.91,quantile,2024-02-05,17 day ahead inc hosp
01,2024-02-23,0.200,19.7,quantile,2024-02-05,18 day ahead inc hosp
01,2024-02-24,0.200,18.86,quantile,2024-02-05,19 day ahead inc hosp
01,2024-02-25,0.200,17.9,quantile,2024-02-05,20 day ahead inc hosp
01,2024-02-26,0.200,17.42,quantile,2024-02-05,21 day ahead inc hosp
01,2024-02-27,0.200,17.21,quantile,2024-02-05,22 day ahead inc hosp
01,2024-02-28,0.200,15.99,quantile,2024-02-05,23 day ahead inc hosp
01,2024-02-29,0.200,15.67,quantile,2024-02-05,24 day ahead inc hosp
01,2024-03-01,0.200,15.1,quantile,2024-02-05,25 day ahead inc hosp
01,2024-03-02,0.200,14.88,quantile,2024-02-05,26 day ahead inc hosp
01,2024-03-03,0.200,13.61,quantile,2024-02-05,27 day ahead inc hosp
01,2024-03-04,0.200,13.2,quantile,2024-02-05,28 day ahead inc hosp
01,2024-03-05,0.200,13.21,quantile,2024-02-05,29 day ahead inc hosp
01,2024-03-06,0.200,12.59,quantile,2024-02-05,30 day ahead inc hosp
01,2024-02-05,0.250,41.03,quantile,2024-02-05,0 day ahead inc hosp
01,2024-02-06,0.250,39.63,quantile,2024-02-05,1 day ahead inc hosp
01,2024-02-07,0.250,38.74,quantile,2024-02-05,2 day ahead inc hosp
01,2024-02-08,0.250,38.06,quantile,2024-02-05,3 day ahead inc hosp
01,2024-02-09,0.250,36.58,quantile,2024-02-05,4 day ahead inc hosp
01,2024-02-10,0.250,35.21,quantile,2024-02-05,5 day ahead inc hosp
01,2024-02-11,0.250,33.67,quantile,2024-02-05,6 day ahead inc hosp
01,2024-02-12,0.250,32.04,quantile,2024-02-05,7 day ahead inc hosp
01,2024-02-13,0.250,31.32,quantile,2024-02-05,8 day ahead inc hosp
01,2024-02-14,0.250,30.2,quantile,2024-02-05,9 day ahead inc hosp
01,2024-02-15,0.250,29.05,quantile,2024-02-05,10 day ahead inc hosp
01,2024-02-16,0.250,28.23,quantile,2024-02-05,11 day ahead inc hosp
01,2024-02-17,0.250,26.75,quantile,2024-02-05,12 day ahead inc hosp
01,2024-02-18,0.250,25.61,quantile,2024-02-05,13 day ahead inc hosp
01,2024-02-19,0.250,24.03,quantile,2024-02-05,14 day ahead inc hosp
01,2024-02-20,0.250,23.31,quantile,2024-02-05,15 day ahead inc hosp
