location,target_end_date,quantile,value,type,forecast_date,target
01,2024-02-19,0.010,26.93,quantile,2024-02-19,0 day ahead inc hosp
01,2024-02-20,0.010,25.69,quantile,2024-02-19,1 day ahead inc hosp
01,2024-02-21,0.010,25.81,quantile,2024-02-19,2 day ahead inc hosp
01,2024-02-22,0.010,25.46,quantile,2024-02-19,3 day ahead inc hosp
01,2024-02-23,0.010,24.71,quantile,2024-02-19,4 day ahead inc hosp
01,2024-02-24,0.010,23.88,quantile,2024-02-19,5 day ahead inc hosp
01,2024-02-25,0.010,22.26,quantile,2024-02-19,6 day ahead inc hosp
01,2024-02-26,0.010,20.92,quantile,2024-02-19,7 day ahead inc hosp
01,2024-02-27,0.010,20.62,quantile,2024-02-19,8 day ahead inc hosp
01,2024-02-28,0.010,20.15,quantile,2024-02-19,9 day ahead inc hosp
01,2024-02-29,0.010,20.11,quantile,2024-02-19,10 day ahead inc hosp
01,2024-03-01,0.010,19.47,quantile,2024-02-19,11 day ahead inc hosp
01,2024-03-02,0.010,18.73,quantile,2024-02-19,12 day ahead inc hosp
01,2024-03-03,0.010,17.54,quantile,2024-02-19,13 day ahead inc hosp
01,2024-03-04,0.010,17.03,quantile,2024-02-19,14 day ahead inc hosp
01,2024-03-05,0.010,16.43,quantile,2024-02-19,15 day ahead inc hosp
01,2024-03-06,0.010,15.83,quantile,2024-02-19,16 day ahead inc hosp
01,2024-03-07,0.010,15.95,quantile,2024-02-19,17 day ahead inc hosp
01,2024-03-08,0.010,15.43,quantile,2024-02-19,18 day ahead inc hosp
01,2024-03-09,0.010,14.35,quantile,2024-02-19,19 day ahead inc hosp
01,2024-03-10,0.010,13.87,quantile,2024-02-19,20 day ahead inc hosp
01,2024-03-11,0.010,13.4,quantile,2024-02-19,21 day ahead inc hosp
01,2024-03-12,0.010,12.84,quantile,2024-02-19,22 day ahead inc hosp
01,2024-03-13,0.010,12.71,quantile,2024-02-19,23 day ahead inc hosp
01,2024-03-14,0.010,12.62,quantile,2024-02-19,24 day ahead inc hosp
01,2024-03-15,0.010,12.46,quantile,2024-02-19,25 day ahead inc hosp
01,2024-03-16,0.010,11.99,quantile,2024-02-19,26 day ahead inc hosp
01,2024-03-17,0.010,11.61,quantile,2024-02-19,27 day ahead inc hosp
01,2024-03-18,0.010,10.86,quantile,2024-02-19,28 day ahead inc hosp
01,2024-03-19,0.010,10.68,quantile,2024-02-19,29 day ahead inc hosp
