location,target_end_date,quantile,value,type,forecast_date,target
01,2024-04-01,0.010,15.26,quantile,2024-04-01,0 day ahead inc hosp
01,2024-04-02,0.010,14.52,quantile,2024-04-01,1 day ahead inc hosp
01,2024-04-03,0.010,14.2,quantile,2024-04-01,2 day ahead inc hosp
01,2024-04-04,0.010,13.96,quantile,2024-04-01,3 day ahead inc hosp
01,2024-04-05,0.010,13.63,quantile,2024-04-01,4 day ahead inc hosp
01,2024-04-06,0.010,12.91,quantile,2024-04-01,5 day ahead inc hosp
01,2024-04-07,0.010,12.09,quantile,2024-04-01,6 day ahead inc hosp
01,2024-04-08,0.010,11.58,quantile,2024-04-01,7 day ahead inc hosp
01,2024-04-09,0.010,10.98,quantile,2024-04-01,8 day ahead inc hosp
01,2024-04-10,0.010,10.73,quantile,2024-04-01,9 day ahead inc hosp
01,2024-04-11,0.010,10.69,quantile,2024-04-01,10 day ahead inc hosp
01,2024-04-12,0.010,10.32,quantile,2024-04-01,11 day ahead inc hosp
01,2024-04-13,0.010,9.92,quantile,2024-04-01,12 day ahead inc hosp
01,2024-04-14,0.010,9.29,quantile,2024-04-01,13 day ahead inc hosp
01,2024-04-15,0.010,8.58,quantile,2024-04-01,14 day ahead inc hosp
01,2024-04-16,0.010,8.21,quantile,2024-04-01,15 day ahead inc hosp
01,2024-04-17,0.010,8.14,quantile,2024-04-01,16 day ahead inc hosp
01,2024-04-18,0.010,7.89,quantile,2024-04-01,17 day ahead inc hosp
01,2024-04-19,0.010,7.57,quantile,2024-04-01,18 day ahead inc hosp
01,2024-04-20,0.010,7.27,quantile,2024-04-01,19 day ahead inc hosp
01,2024-04-21,0.010,7.06,quantile,2024-04-01,20 day ahead inc hosp
01,2024-04-22,0.010,6.34,quantile,2024-04-01,21 day ahead inc hosp
01,2024-04-23,0.010,6.07,quantile,2024-04-01,22 day ahead inc hosp
01,2024-04-24,0.010,5.98,quantile,2024-04-01,23 day ahead inc hosp
01,2024-04-25,0.010,5.84,quantile,2024-04-01,24 day ahead inc hosp
01,2024-04-26,0.010,5.64,quantile,2024-04-01,25 day ahead inc hosp
01,2024-04-27,0.010,5.5,quantile,2024-04-01,26 day ahead inc hosp
01,2024-04-28,0.010,5.16,quantile,2024-04-01,27 day ahead inc hosp
01,2024-04-29,0.010,4.72,quantile,2024-04-01,28 day ahead inc hosp
01,2024-04-30,0.010,4.54,quantile,2024-04-01,29 day ahead inc hosp
01,2024-05-01,0.010,4.37,quantile,2024-04-01,30 day ahead inc hosp
01,2024-04-01,0.025,16.62,quantile,2024-04-01,0 day ahead inc hosp
01,2024-04-02,0.025,15.88,quantile,2024-04-01,1 day ahead inc hosp
01,2024-04-03,0.025,15.54,quantile,2024-04-01,2 day ahead inc hosp
01,2024-04-04,0.025,15.28,quantile,2024-04-01,3 day ahead inc hosp
01,2024-04-05,0.025,14.94,quantile,2024-04-01,4 day ahead inc hosp
01,2024-04-06,0.025,14.24,quantile,2024-04-01,5 day ahead inc hosp
01,2024-04-07,0.025,13.44,quantile,2024-04-01,6 day ahead inc hosp
01,2024-04-08,0.025,12.93,quantile,2024-04-01,7 day ahead inc hosp
01,2024-04-09,0.025,12.32,quantile,2024-04-01,8 day ahead inc hosp
01,2024-04-10,0.025,12.05,quantile,2024-04-01,9 day ahead inc hosp
01,2024-04-11,0.025,12.0,quantile,2024-04-01,10 day ahead inc hosp
01,2024-04-12,0.025,11.6,quantile,2024-04-01,11 day ahead inc hosp
01,2024-04-13,0.025,11.21,quantile,2024-04-01,12 day ahead inc hosp
01,2024-04-14,0.025,10.58,quantile,2024-04-01,13 day ahead inc hosp
01,2024-04-15,0.025,9.86,quantile,2024-04-01,14 day ahead inc hosp
01,2024-04-16,0.025,9.48,quantile,2024-04-01,15 day ahead inc hosp
01,2024-04-17,0.025,9.38,quantile,2024-04-01,16 day ahead inc hosp
01,2024-04-18,0.025,9.12,quantile,2024-04-01,17 day ahead inc hosp
01,2024-04-19,0.025,8.78,quantile,2024-04-01,18 day ahead inc hosp
