target,location,type,quantile,value
4 day ahead cum death,US,quantile,0.45,61347
4 day ahead cum death,US,quantile,0.5,61646
4 day ahead cum death,US,quantile,0.55,61877
4 day ahead cum death,US,quantile,0.6,62077
4 day ahead cum death,US,quantile,0.65,62225
4 day ahead cum death,US,quantile,0.7,62360
4 day ahead cum death,US,quantile,0.75,62487
4 day ahead cum death,US,quantile,0.8,62616
4 day ahead cum death,US,quantile,0.85,62743
4 day ahead cum death,US,quantile,0.9,62896
4 day ahead cum death,US,quantile,0.95,63097
4 day ahead cum death,US,quantile,0.975,63249
4 day ahead cum death,US,quantile,0.99,63423
4 day ahead inc death,US,quantile,0.01,2367
4 day ahead inc death,US,quantile,0.025,2389
4 day ahead inc death,US,quantile,0.05,2409
4 day ahead inc death,US,quantile,0.1,2434
4 day ahead inc death,US,quantile,0.15,2456
4 day ahead inc death,US,quantile,0.2,2476
4 day ahead inc death,US,quantile,0.25,2497
4 day ahead inc death,US,quantile,0.3,2529
4 day ahead inc death,US,quantile,0.35,4405
4 day ahead inc death,US,quantile,0.4,4591
4 day ahead inc death,US,quantile,0.45,4725
4 day ahead inc death,US,quantile,0.5,4801
4 day ahead inc death,US,quantile,0.55,4857
4 day ahead inc death,US,quantile,0.6,4900
4 day ahead inc death,US,quantile,0.65,4936
4 day ahead inc death,US,quantile,0.7,4968
4 day ahead inc death,US,quantile,0.75,5000
4 day ahead inc death,US,quantile,0.8,5032
4 day ahead inc death,US,quantile,0.85,5068
4 day ahead inc death,US,quantile,0.9,5109
4 day ahead inc death,US,quantile,0.95,5166
4 day ahead inc death,US,quantile,0.975,5212
4 day ahead inc death,US,quantile,0.99,5267
5 day ahead cum death,US,quantile,0.01,55853
5 day ahead cum death,US,quantile,0.025,55909
5 day ahead cum death,US,quantile,0.05,55961
5 day ahead cum death,US,quantile,0.1,56024
5 day ahead cum death,US,quantile,0.15,56076
5 day ahead cum death,US,quantile,0.2,56125
5 day ahead cum death,US,quantile,0.25,56180
5 day ahead cum death,US,quantile,0.3,56256
5 day ahead cum death,US,quantile,0.35,64947
5 day ahead cum death,US,quantile,0.4,65801
5 day ahead cum death,US,quantile,0.45,66439
5 day ahead cum death,US,quantile,0.5,66826
5 day ahead cum death,US,quantile,0.55,67119
5 day ahead cum death,US,quantile,0.6,67367
5 day ahead cum death,US,quantile,0.65,67552
5 day ahead cum death,US,quantile,0.7,67724
5 day ahead cum death,US,quantile,0.75,67882
5 day ahead cum death,US,quantile,0.8,68045
5 day ahead cum death,US,quantile,0.85,68215
5 day ahead cum death,US,quantile,0.9,68405
5 day ahead cum death,US,quantile,0.95,68667
5 day ahead cum death,US,quantile,0.975,68870
5 day ahead cum death,US,quantile,0.99,69110
5 day ahead inc death,US,quantile,0.01,2394
5 day ahead inc death,US,quantile,0.025,2417
5 day ahead inc death,US,quantile,0.05,2437
5 day ahead inc death,US,quantile,0.1,2464
5 day ahead inc death,US,quantile,0.15,2483
5 day ahead inc death,US,quantile,0.2,2502
5 day ahead inc death,US,quantile,0.25,2524
5 day ahead inc death,US,quantile,0.3,2555
5 day ahead inc death,US,quantile,0.35,4689
5 day ahead inc death,US,quantile,0.4,4903
5 day ahead inc death,US,quantile,0.45,5071
5 day ahead inc death,US,quantile,0.5,5166
5 day ahead inc death,US,quantile,0.55,5230
5 day ahead inc death,US,quantile,0.6,5280
5 day ahead inc death,US,quantile,0.65,5323
5 day ahead inc death,US,quantile,0.7,5361
5 day ahead inc death,US,quantile,0.75,5398
5 day ahead inc death,US,quantile,0.8,5436
5 day ahead inc death,US,quantile,0.85,5479
5 day ahead inc death,US,quantile,0.9,5527
5 day ahead inc death,US,quantile,0.95,5598
5 day ahead inc death,US,quantile,0.975,5653
5 day ahead inc death,US,quantile,0.99,5711
6 day ahead cum death,US,quantile,0.01,58378
6 day ahead cum death,US,quantile,0.025,58436
6 day ahead cum death,US,quantile,0.05,58494
6 day ahead cum death,US,quantile,0.1,58566
6 day ahead cum death,US,quantile,0.15,58622
6 day ahead cum death,US,quantile,0.2,58675
6 day ahead cum death,US,quantile,0.25,58733
6 day ahead cum death,US,quantile,0.3,58814
6 day ahead cum death,US,quantile,0.35,69954
6 day ahead cum death,US,quantile,0.4,71033
6 day ahead cum death,US,quantile,0.45,71886
6 day ahead cum death,US,quantile,0.5,72396
6 day ahead cum death,US,quantile,0.55,72763
6 day ahead cum death,US,quantile,0.6,73072
6 day ahead cum death,US,quantile,0.65,73297
6 day ahead cum death,US,quantile,0.7,73512
6 day ahead cum death,US,quantile,0.75,73712
6 day ahead cum death,US,quantile,0.8,73919
6 day ahead cum death,US,quantile,0.85,74130
6 day ahead cum death,US,quantile,0.9,74378
6 day ahead cum death,US,quantile,0.95,74710
6 day ahead cum death,US,quantile,0.975,74972
6 day ahead cum death,US,quantile,0.99,75271
6 day ahead inc death,US,quantile,0.01,2450
6 day ahead inc death,US,quantile,0.025,2473
6 day ahead inc death,US,quantile,0.05,2493
6 day ahead inc death,US,quantile,0.1,2519
6 day ahead inc death,US,quantile,0.15,2539
6 day ahead inc death,US,quantile,0.2,2559
6 day ahead inc death,US,quantile,0.25,2581
6 day ahead inc death,US,quantile,0.3,2614
6 day ahead inc death,US,quantile,0.35,4982
6 day ahead inc death,US,quantile,0.4,5240
6 day ahead inc death,US,quantile,0.45,5445
6 day ahead inc death,US,quantile,0.5,5555
6 day ahead inc death,US,quantile,0.55,5630
6 day ahead inc death,US,quantile,0.6,5690
6 day ahead inc death,US,quantile,0.65,5743
6 day ahead inc death,US,quantile,0.7,5788
6 day ahead inc death,US,quantile,0.75,5834
6 day ahead inc death,US,quantile,0.8,5879
6 day ahead inc death,US,quantile,0.85,5927
6 day ahead inc death,US,quantile,0.9,5982
6 day ahead inc death,US,quantile,0.95,6065
6 day ahead inc death,US,quantile,0.975,6133
6 day ahead inc death,US,quantile,0.99,6208
