target,location,type,quantile,value
1 day ahead cum death,US,point,NA,48162
1 day ahead inc death,US,point,NA,3882
1 wk ahead cum death,US,point,NA,66826
1 wk ahead inc death,US,point,NA,5166
2 day ahead cum death,US,point,NA,52338
2 day ahead inc death,US,point,NA,4160
3 day ahead cum death,US,point,NA,56826
3 day ahead inc death,US,point,NA,4468
4 day ahead cum death,US,point,NA,61646
4 day ahead inc death,US,point,NA,4801
5 day ahead cum death,US,point,NA,66826
5 day ahead inc death,US,point,NA,5166
6 day ahead cum death,US,point,NA,72396
6 day ahead inc death,US,point,NA,5555
1 day ahead cum death,US,quantile,0.01,45938
1 day ahead cum death,US,quantile,0.025,45971
1 day ahead cum death,US,quantile,0.05,46000
1 day ahead cum death,US,quantile,0.1,46040
1 day ahead cum death,US,quantile,0.15,46070
1 day ahead cum death,US,quantile,0.2,46099
1 day ahead cum death,US,quantile,0.25,46131
1 day ahead cum death,US,quantile,0.3,46177
1 day ahead cum death,US,quantile,0.35,47765
1 day ahead cum death,US,quantile,0.4,47957
1 day ahead cum death,US,quantile,0.45,48075
1 day ahead cum death,US,quantile,0.5,48162
1 day ahead cum death,US,quantile,0.55,48242
1 day ahead cum death,US,quantile,0.6,48323
1 day ahead cum death,US,quantile,0.65,48421
1 day ahead cum death,US,quantile,0.7,48510
1 day ahead cum death,US,quantile,0.75,48576
1 day ahead cum death,US,quantile,0.8,48631
1 day ahead cum death,US,quantile,0.85,48684
1 day ahead cum death,US,quantile,0.9,48740
1 day ahead cum death,US,quantile,0.95,48812
1 day ahead cum death,US,quantile,0.975,48866
1 day ahead cum death,US,quantile,0.99,48927
1 day ahead inc death,US,quantile,0.01,2574
1 day ahead inc death,US,quantile,0.025,2597
1 day ahead inc death,US,quantile,0.05,2618
1 day ahead inc death,US,quantile,0.1,2646
1 day ahead inc death,US,quantile,0.15,2666
1 day ahead inc death,US,quantile,0.2,2686
1 day ahead inc death,US,quantile,0.25,2708
1 day ahead inc death,US,quantile,0.3,2740
1 day ahead inc death,US,quantile,0.35,3655
1 day ahead inc death,US,quantile,0.4,3764
1 day ahead inc death,US,quantile,0.45,3831
1 day ahead inc death,US,quantile,0.5,3882
1 day ahead inc death,US,quantile,0.55,3922
1 day ahead inc death,US,quantile,0.6,3959
1 day ahead inc death,US,quantile,0.65,3990
1 day ahead inc death,US,quantile,0.7,4020
1 day ahead inc death,US,quantile,0.75,4048
1 day ahead inc death,US,quantile,0.8,4075
1 day ahead inc death,US,quantile,0.85,4102
1 day ahead inc death,US,quantile,0.9,4133
1 day ahead inc death,US,quantile,0.95,4173
1 day ahead inc death,US,quantile,0.975,4207
1 day ahead inc death,US,quantile,0.99,4243
1 wk ahead cum death,US,quantile,0.01,55853
1 wk ahead cum death,US,quantile,0.025,55909
1 wk ahead cum death,US,quantile,0.05,55961
1 wk ahead cum death,US,quantile,0.1,56024
1 wk ahead cum death,US,quantile,0.15,56076
1 wk ahead cum death,US,quantile,0.2,56125
1 wk ahead cum death,US,quantile,0.25,56180
1 wk ahead cum death,US,quantile,0.3,56256
1 wk ahead cum death,US,quantile,0.35,64947
1 wk ahead cum death,US,quantile,0.4,65801
1 wk ahead cum death,US,quantile,0.45,66439
1 wk ahead cum death,US,quantile,0.5,66826
1 wk ahead cum death,US,quantile,0.55,67119
1 wk ahead cum death,US,quantile,0.6,67367
1 wk ahead cum death,US,quantile,0.65,67552
1 wk ahead cum death,US,quantile,0.7,67724
1 wk ahead cum death,US,quantile,0.75,67882
1 wk ahead cum death,US,quantile,0.8,68045
1 wk ahead cum death,US,quantile,0.85,68215
1 wk ahead cum death,US,quantile,0.9,68405
1 wk ahead cum death,US,quantile,0.95,68667
1 wk ahead cum death,US,quantile,0.975,68870
1 wk ahead cum death,US,quantile,0.99,69110
1 wk ahead inc death,US,quantile,0.01,2394
1 wk ahead inc death,US,quantile,0.025,2417
1 wk ahead inc death,US,quantile,0.05,2437
1 wk ahead inc death,US,quantile,0.1,2464
1 wk ahead inc death,US,quantile,0.15,2483
1 wk ahead inc death,US,quantile,0.2,2502
1 wk ahead inc death,US,quantile,0.25,2524
1 wk ahead inc death,US,quantile,0.3,2555
1 wk ahead inc death,US,quantile,0.35,4689
1 wk ahead inc death,US,quantile,0.4,4903
1 wk ahead inc death,US,quantile,0.45,5071
1 wk ahead inc death,US,quantile,0.5,5166
1 wk ahead inc death,US,quantile,0.55,5230
1 wk ahead inc death,US,quantile,0.6,5280
1 wk ahead inc death,US,quantile,0.65,5323
1 wk ahead inc death,US,quantile,0.7,5361
1 wk ahead inc death,US,quantile,0.75,5398
1 wk ahead inc death,US,quantile,0.8,5436
1 wk ahead inc death,US,quantile,0.85,5479
1 wk ahead inc death,US,quantile,0.9,5527
1 wk ahead inc death,US,quantile,0.95,5598
1 wk ahead inc death,US,quantile,0.975,5653
1 wk ahead inc death,US,quantile,0.99,5711
2 day ahead cum death,US,quantile,0.01,48475
2 day ahead cum death,US,quantile,0.025,48517
2 day ahead cum death,US,quantile,0.05,48555
2 day ahead cum death,US,quantile,0.1,48603
2 day ahead cum death,US,quantile,0.15,48640
2 day ahead cum death,US,quantile,0.2,48674
2 day ahead cum death,US,quantile,0.25,48713
2 day ahead cum death,US,quantile,0.3,48768
2 day ahead cum death,US,quantile,0.35,51671
2 day ahead cum death,US,quantile,0.4,51991
2 day ahead cum death,US,quantile,0.45,52192
2 day ahead cum death,US,quantile,0.5,52338
2 day ahead cum death,US,quantile,0.55,52464
2 day ahead cum death,US,quantile,0.6,52581
2 day ahead cum death,US,quantile,0.65,52694
2 day ahead cum death,US,quantile,0.7,52789
2 day ahead cum death,US,quantile,0.75,52872
2 day ahead cum death,US,quantile,0.8,52946
2 day ahead cum death,US,quantile,0.85,53020
2 day ahead cum death,US,quantile,0.9,53105
2 day ahead cum death,US,quantile,0.95,53211
2 day ahead cum death,US,quantile,0.975,53291
2 day ahead cum death,US,quantile,0.99,53386
2 day ahead inc death,US,quantile,0.01,2473
2 day ahead inc death,US,quantile,0.025,2497
2 day ahead inc death,US,quantile,0.05,2518
2 day ahead inc death,US,quantile,0.1,2544
2 day ahead inc death,US,quantile,0.15,2565
2 day ahead inc death,US,quantile,0.2,2584
2 day ahead inc death,US,quantile,0.25,2606
2 day ahead inc death,US,quantile,0.3,2637
2 day ahead inc death,US,quantile,0.35,3887
2 day ahead inc death,US,quantile,0.4,4024
2 day ahead inc death,US,quantile,0.45,4103
2 day ahead inc death,US,quantile,0.5,4160
2 day ahead inc death,US,quantile,0.55,4199
2 day ahead inc death,US,quantile,0.6,4230
2 day ahead inc death,US,quantile,0.65,4256
2 day ahead inc death,US,quantile,0.7,4281
2 day ahead inc death,US,quantile,0.75,4305
2 day ahead inc death,US,quantile,0.8,4330
2 day ahead inc death,US,quantile,0.85,4356
2 day ahead inc death,US,quantile,0.9,4388
2 day ahead inc death,US,quantile,0.95,4430
2 day ahead inc death,US,quantile,0.975,4468
2 day ahead inc death,US,quantile,0.99,4506
3 day ahead cum death,US,quantile,0.01,50944
3 day ahead cum death,US,quantile,0.025,50987
3 day ahead cum death,US,quantile,0.05,51029
3 day ahead cum death,US,quantile,0.1,51085
3 day ahead cum death,US,quantile,0.15,51126
3 day ahead cum death,US,quantile,0.2,51167
3 day ahead cum death,US,quantile,0.25,51212
3 day ahead cum death,US,quantile,0.3,51275
3 day ahead cum death,US,quantile,0.35,55826
3 day ahead cum death,US,quantile,0.4,56297
3 day ahead cum death,US,quantile,0.45,56617
3 day ahead cum death,US,quantile,0.5,56826
3 day ahead cum death,US,quantile,0.55,56999
3 day ahead cum death,US,quantile,0.6,57155
3 day ahead cum death,US,quantile,0.65,57280
3 day ahead cum death,US,quantile,0.7,57393
3 day ahead cum death,US,quantile,0.75,57494
3 day ahead cum death,US,quantile,0.8,57594
3 day ahead cum death,US,quantile,0.85,57690
3 day ahead cum death,US,quantile,0.9,57804
3 day ahead cum death,US,quantile,0.95,57955
3 day ahead cum death,US,quantile,0.975,58068
3 day ahead cum death,US,quantile,0.99,58193
3 day ahead inc death,US,quantile,0.01,2393
3 day ahead inc death,US,quantile,0.025,2416
3 day ahead inc death,US,quantile,0.05,2437
3 day ahead inc death,US,quantile,0.1,2462
3 day ahead inc death,US,quantile,0.15,2482
3 day ahead inc death,US,quantile,0.2,2501
3 day ahead inc death,US,quantile,0.25,2523
3 day ahead inc death,US,quantile,0.3,2555
3 day ahead inc death,US,quantile,0.35,4138
3 day ahead inc death,US,quantile,0.4,4299
3 day ahead inc death,US,quantile,0.45,4405
3 day ahead inc death,US,quantile,0.5,4468
3 day ahead inc death,US,quantile,0.55,4512
3 day ahead inc death,US,quantile,0.6,4547
3 day ahead inc death,US,quantile,0.65,4577
3 day ahead inc death,US,quantile,0.7,4604
3 day ahead inc death,US,quantile,0.75,4632
3 day ahead inc death,US,quantile,0.8,4659
3 day ahead inc death,US,quantile,0.85,4689
3 day ahead inc death,US,quantile,0.9,4723
3 day ahead inc death,US,quantile,0.95,4773
3 day ahead inc death,US,quantile,0.975,4814
3 day ahead inc death,US,quantile,0.99,4856
4 day ahead cum death,US,quantile,0.01,53379
4 day ahead cum death,US,quantile,0.025,53434
4 day ahead cum death,US,quantile,0.05,53480
4 day ahead cum death,US,quantile,0.1,53540
4 day ahead cum death,US,quantile,0.15,53586
4 day ahead cum death,US,quantile,0.2,53633
4 day ahead cum death,US,quantile,0.25,53682
4 day ahead cum death,US,quantile,0.3,53752
4 day ahead cum death,US,quantile,0.35,60247
4 day ahead cum death,US,quantile,0.4,60904
