target,location,type,quantile,value
4 day ahead inc death,US,quantile,0.05,11
4 day ahead inc death,US,quantile,0.1,14
4 day ahead inc death,US,quantile,0.15,17
4 day ahead inc death,US,quantile,0.2,19
4 day ahead inc death,US,quantile,0.25,21
4 day ahead inc death,US,quantile,0.3,23
4 day ahead inc death,US,quantile,0.35,25
4 day ahead inc death,US,quantile,0.4,27
4 day ahead inc death,US,quantile,0.45,29
4 day ahead inc death,US,quantile,0.5,31
4 day ahead inc death,US,quantile,0.55,33
4 day ahead inc death,US,quantile,0.6,35
4 day ahead inc death,US,quantile,0.65,38
4 day ahead inc death,US,quantile,0.7,41
4 day ahead inc death,US,quantile,0.75,44
4 day ahead inc death,US,quantile,0.8,49
4 day ahead inc death,US,quantile,0.85,54
4 day ahead inc death,US,quantile,0.9,63
4 day ahead inc death,US,quantile,0.95,79
4 day ahead inc death,US,quantile,0.975,95
4 day ahead inc death,US,quantile,0.99,117
5 day ahead inc death,US,quantile,0.01,8
5 day ahead inc death,US,quantile,0.025,11
5 day ahead inc death,US,quantile,0.05,14
5 day ahead inc death,US,quantile,0.1,18
5 day ahead inc death,US,quantile,0.15,21
5 day ahead inc death,US,quantile,0.2,23
5 day ahead inc death,US,quantile,0.25,26
5 day ahead inc death,US,quantile,0.3,29
5 day ahead inc death,US,quantile,0.35,31
5 day ahead inc death,US,quantile,0.4,34
5 day ahead inc death,US,quantile,0.45,36
5 day ahead inc death,US,quantile,0.5,39
5 day ahead inc death,US,quantile,0.55,42
5 day ahead inc death,US,quantile,0.6,45
5 day ahead inc death,US,quantile,0.65,49
5 day ahead inc death,US,quantile,0.7,53
5 day ahead inc death,US,quantile,0.75,58
5 day ahead inc death,US,quantile,0.8,64
5 day ahead inc death,US,quantile,0.85,72
5 day ahead inc death,US,quantile,0.9,85
5 day ahead inc death,US,quantile,0.95,106
5 day ahead inc death,US,quantile,0.975,130
5 day ahead inc death,US,quantile,0.99,164
6 day ahead inc death,US,quantile,0.01,9
6 day ahead inc death,US,quantile,0.025,13
6 day ahead inc death,US,quantile,0.05,16
6 day ahead inc death,US,quantile,0.1,21
6 day ahead inc death,US,quantile,0.15,25
6 day ahead inc death,US,quantile,0.2,28
6 day ahead inc death,US,quantile,0.25,32
6 day ahead inc death,US,quantile,0.3,35
6 day ahead inc death,US,quantile,0.35,38
6 day ahead inc death,US,quantile,0.4,41
6 day ahead inc death,US,quantile,0.45,45
6 day ahead inc death,US,quantile,0.5,49
6 day ahead inc death,US,quantile,0.55,53
6 day ahead inc death,US,quantile,0.6,57
6 day ahead inc death,US,quantile,0.65,62
6 day ahead inc death,US,quantile,0.7,68
6 day ahead inc death,US,quantile,0.75,76
6 day ahead inc death,US,quantile,0.8,84
6 day ahead inc death,US,quantile,0.85,96
6 day ahead inc death,US,quantile,0.9,114
6 day ahead inc death,US,quantile,0.95,146
6 day ahead inc death,US,quantile,0.975,181
6 day ahead inc death,US,quantile,0.99,224
