target,location,type,quantile,value
1 day ahead inc death,US,point,NA,848
1 wk ahead inc death,US,point,NA,2135
2 day ahead inc death,US,point,NA,1090
3 day ahead inc death,US,point,NA,1403
4 day ahead inc death,US,point,NA,1751
5 day ahead inc death,US,point,NA,2135
6 day ahead inc death,US,point,NA,2636
1 day ahead inc death,US,quantile,0.01,678
1 day ahead inc death,US,quantile,0.025,704
1 day ahead inc death,US,quantile,0.05,727
1 day ahead inc death,US,quantile,0.1,753
1 day ahead inc death,US,quantile,0.15,772
1 day ahead inc death,US,quantile,0.2,786
1 day ahead inc death,US,quantile,0.25,798
1 day ahead inc death,US,quantile,0.3,808
1 day ahead inc death,US,quantile,0.35,818
1 day ahead inc death,US,quantile,0.4,827
1 day ahead inc death,US,quantile,0.45,837
1 day ahead inc death,US,quantile,0.5,848
1 day ahead inc death,US,quantile,0.55,860
1 day ahead inc death,US,quantile,0.6,876
1 day ahead inc death,US,quantile,0.65,914
1 day ahead inc death,US,quantile,0.7,983
1 day ahead inc death,US,quantile,0.75,1004
1 day ahead inc death,US,quantile,0.8,1020
1 day ahead inc death,US,quantile,0.85,1032
1 day ahead inc death,US,quantile,0.9,1047
1 day ahead inc death,US,quantile,0.95,1066
1 day ahead inc death,US,quantile,0.975,1082
1 day ahead inc death,US,quantile,0.99,1097
1 wk ahead inc death,US,quantile,0.01,1772
1 wk ahead inc death,US,quantile,0.025,1842
1 wk ahead inc death,US,quantile,0.05,1903
1 wk ahead inc death,US,quantile,0.1,1973
1 wk ahead inc death,US,quantile,0.15,2011
1 wk ahead inc death,US,quantile,0.2,2035
1 wk ahead inc death,US,quantile,0.25,2054
1 wk ahead inc death,US,quantile,0.3,2072
1 wk ahead inc death,US,quantile,0.35,2087
1 wk ahead inc death,US,quantile,0.4,2102
1 wk ahead inc death,US,quantile,0.45,2118
1 wk ahead inc death,US,quantile,0.5,2135
1 wk ahead inc death,US,quantile,0.55,2153
1 wk ahead inc death,US,quantile,0.6,2176
1 wk ahead inc death,US,quantile,0.65,2204
1 wk ahead inc death,US,quantile,0.7,2238
1 wk ahead inc death,US,quantile,0.75,2273
1 wk ahead inc death,US,quantile,0.8,2311
1 wk ahead inc death,US,quantile,0.85,2355
1 wk ahead inc death,US,quantile,0.9,2405
1 wk ahead inc death,US,quantile,0.95,2478
1 wk ahead inc death,US,quantile,0.975,2541
1 wk ahead inc death,US,quantile,0.99,2614
2 day ahead inc death,US,quantile,0.01,864
2 day ahead inc death,US,quantile,0.025,895
2 day ahead inc death,US,quantile,0.05,925
2 day ahead inc death,US,quantile,0.1,962
2 day ahead inc death,US,quantile,0.15,987
2 day ahead inc death,US,quantile,0.2,1006
2 day ahead inc death,US,quantile,0.25,1022
2 day ahead inc death,US,quantile,0.3,1036
2 day ahead inc death,US,quantile,0.35,1050
2 day ahead inc death,US,quantile,0.4,1062
2 day ahead inc death,US,quantile,0.45,1076
2 day ahead inc death,US,quantile,0.5,1090
2 day ahead inc death,US,quantile,0.55,1107
2 day ahead inc death,US,quantile,0.6,1131
2 day ahead inc death,US,quantile,0.65,1170
2 day ahead inc death,US,quantile,0.7,1211
2 day ahead inc death,US,quantile,0.75,1233
2 day ahead inc death,US,quantile,0.8,1251
2 day ahead inc death,US,quantile,0.85,1266
2 day ahead inc death,US,quantile,0.9,1283
2 day ahead inc death,US,quantile,0.95,1304
2 day ahead inc death,US,quantile,0.975,1321
2 day ahead inc death,US,quantile,0.99,1340
3 day ahead inc death,US,quantile,0.01,1099
3 day ahead inc death,US,quantile,0.025,1139
3 day ahead inc death,US,quantile,0.05,1177
3 day ahead inc death,US,quantile,0.1,1226
3 day ahead inc death,US,quantile,0.15,1260
3 day ahead inc death,US,quantile,0.2,1287
3 day ahead inc death,US,quantile,0.25,1310
3 day ahead inc death,US,quantile,0.3,1330
3 day ahead inc death,US,quantile,0.35,1348
3 day ahead inc death,US,quantile,0.4,1366
3 day ahead inc death,US,quantile,0.45,1385
3 day ahead inc death,US,quantile,0.5,1403
3 day ahead inc death,US,quantile,0.55,1422
3 day ahead inc death,US,quantile,0.6,1440
3 day ahead inc death,US,quantile,0.65,1456
3 day ahead inc death,US,quantile,0.7,1472
3 day ahead inc death,US,quantile,0.75,1485
3 day ahead inc death,US,quantile,0.8,1500
3 day ahead inc death,US,quantile,0.85,1516
3 day ahead inc death,US,quantile,0.9,1533
3 day ahead inc death,US,quantile,0.95,1556
3 day ahead inc death,US,quantile,0.975,1577
3 day ahead inc death,US,quantile,0.99,1598
4 day ahead inc death,US,quantile,0.01,1396
4 day ahead inc death,US,quantile,0.025,1449
4 day ahead inc death,US,quantile,0.05,1497
4 day ahead inc death,US,quantile,0.1,1561
4 day ahead inc death,US,quantile,0.15,1607
4 day ahead inc death,US,quantile,0.2,1643
4 day ahead inc death,US,quantile,0.25,1672
4 day ahead inc death,US,quantile,0.3,1693
4 day ahead inc death,US,quantile,0.35,1711
4 day ahead inc death,US,quantile,0.4,1726
4 day ahead inc death,US,quantile,0.45,1739
4 day ahead inc death,US,quantile,0.5,1751
4 day ahead inc death,US,quantile,0.55,1763
4 day ahead inc death,US,quantile,0.6,1775
4 day ahead inc death,US,quantile,0.65,1787
4 day ahead inc death,US,quantile,0.7,1799
4 day ahead inc death,US,quantile,0.75,1812
4 day ahead inc death,US,quantile,0.8,1827
4 day ahead inc death,US,quantile,0.85,1844
4 day ahead inc death,US,quantile,0.9,1870
4 day ahead inc death,US,quantile,0.95,1915
4 day ahead inc death,US,quantile,0.975,1956
4 day ahead inc death,US,quantile,0.99,2007
5 day ahead inc death,US,quantile,0.01,1772
5 day ahead inc death,US,quantile,0.025,1842
5 day ahead inc death,US,quantile,0.05,1903
5 day ahead inc death,US,quantile,0.1,1973
5 day ahead inc death,US,quantile,0.15,2011
5 day ahead inc death,US,quantile,0.2,2035
5 day ahead inc death,US,quantile,0.25,2054
5 day ahead inc death,US,quantile,0.3,2072
5 day ahead inc death,US,quantile,0.35,2087
5 day ahead inc death,US,quantile,0.4,2102
5 day ahead inc death,US,quantile,0.45,2118
5 day ahead inc death,US,quantile,0.5,2135
5 day ahead inc death,US,quantile,0.55,2153
5 day ahead inc death,US,quantile,0.6,2176
5 day ahead inc death,US,quantile,0.65,2204
5 day ahead inc death,US,quantile,0.7,2238
5 day ahead inc death,US,quantile,0.75,2273
5 day ahead inc death,US,quantile,0.8,2311
5 day ahead inc death,US,quantile,0.85,2355
5 day ahead inc death,US,quantile,0.9,2405
5 day ahead inc death,US,quantile,0.95,2478
5 day ahead inc death,US,quantile,0.975,2541
5 day ahead inc death,US,quantile,0.99,2614
6 day ahead inc death,US,quantile,0.01,2234
6 day ahead inc death,US,quantile,0.025,2280
6 day ahead inc death,US,quantile,0.05,2313
6 day ahead inc death,US,quantile,0.1,2352
6 day ahead inc death,US,quantile,0.15,2379
6 day ahead inc death,US,quantile,0.2,2402
6 day ahead inc death,US,quantile,0.25,2426
6 day ahead inc death,US,quantile,0.3,2449
6 day ahead inc death,US,quantile,0.35,2475
6 day ahead inc death,US,quantile,0.4,2511
6 day ahead inc death,US,quantile,0.45,2566
6 day ahead inc death,US,quantile,0.5,2636
6 day ahead inc death,US,quantile,0.55,2700
6 day ahead inc death,US,quantile,0.6,2758
6 day ahead inc death,US,quantile,0.65,2817
6 day ahead inc death,US,quantile,0.7,2870
6 day ahead inc death,US,quantile,0.75,2924
6 day ahead inc death,US,quantile,0.8,2982
6 day ahead inc death,US,quantile,0.85,3041
6 day ahead inc death,US,quantile,0.9,3112
6 day ahead inc death,US,quantile,0.95,3213
6 day ahead inc death,US,quantile,0.975,3304
6 day ahead inc death,US,quantile,0.99,3405
