forecast_date,target,target_end_date,location,type,quantile,value,std_error
2022-01-03,2 wk ahead inc death,2022-01-15,26,point,NA,897.8805993679107,564.6234613549254
2022-01-03,3 wk ahead cum death,2022-01-22,26,point,NA,31396.53675831108,580.3464106888608
2022-01-03,3 wk ahead inc case,2022-01-22,26,point,NA,130112.55489222126,51275.632960453026
2022-01-03,3 wk ahead inc death,2022-01-22,26,point,NA,898.1987005858125,580.3464106888608
2022-01-03,4 wk ahead cum death,2022-01-29,26,point,NA,32259.46327951644,596.2970970057912
2022-01-03,4 wk ahead inc case,2022-01-29,26,point,NA,133630.23575501706,52879.1128025525
2022-01-03,4 wk ahead inc death,2022-01-29,26,point,NA,911.2085410333307,596.2970970057912
2022-01-03,5 wk ahead cum death,2022-02-05,26,point,NA,33135.63978068545,612.4927013648862
2022-01-03,5 wk ahead inc case,2022-02-05,26,point,NA,137414.92481621075,54528.00656302104
2022-01-03,5 wk ahead inc death,2022-02-05,26,point,NA,925.1998770448065,612.4927013648862
2022-01-03,1 wk ahead cum death,2022-01-08,27,point,NA,10798.61124422032,168.55220694926211
2022-01-03,1 wk ahead inc case,2022-01-08,27,point,NA,32925.037010644104,7607.837409834521
2022-01-03,1 wk ahead inc death,2022-01-08,27,point,NA,221.79512195121953,168.55220694926211
2022-01-03,2 wk ahead cum death,2022-01-15,27,point,NA,11034.82894804194,172.23925655213898
2022-01-03,2 wk ahead inc case,2022-01-15,27,point,NA,20725.98270203158,7678.618404965246
2022-01-03,2 wk ahead inc death,2022-01-15,27,point,NA,367.3759016169409,172.23925655213898
2022-01-03,3 wk ahead cum death,2022-01-22,27,point,NA,11151.1880391837,174.05546987503692
2022-01-03,3 wk ahead inc case,2022-01-22,27,point,NA,28473.242064236998,7775.856950267531
2022-01-03,3 wk ahead inc death,2022-01-22,27,point,NA,180.96664783352688,174.05546987503692
2022-01-03,4 wk ahead cum death,2022-01-29,27,point,NA,11277.170814555231,176.02189632990414
2022-01-03,4 wk ahead inc case,2022-01-29,27,point,NA,16569.923487252938,7832.444649414582
2022-01-03,4 wk ahead inc death,2022-01-29,27,point,NA,195.93381419570085,176.02189632990414
2022-01-03,5 wk ahead cum death,2022-02-05,27,point,NA,11357.659809931487,177.2782243427368
2022-01-03,5 wk ahead inc case,2022-02-05,27,point,NA,7623.424874363825,7858.479294269369
2022-01-03,5 wk ahead inc death,2022-02-05,27,point,NA,125.17993684725342,177.2782243427368
2022-01-03,1 wk ahead cum death,2022-01-08,28,point,NA,10459.459961215229,17.660134722708957
2022-01-03,1 wk ahead inc case,2022-01-08,28,point,NA,27350.296211631787,7339.390286029797
2022-01-03,1 wk ahead inc death,2022-01-08,28,point,NA,70.15384615384616,17.660134722708957
2022-01-03,2 wk ahead cum death,2022-01-15,28,point,NA,10485.259855438582,17.7036962076713
2022-01-03,2 wk ahead inc case,2022-01-15,28,point,NA,22397.507957019916,7473.512200039202
2022-01-03,2 wk ahead inc death,2022-01-15,28,point,NA,191.3286713286885,17.7036962076713
2022-01-03,3 wk ahead cum death,2022-01-22,28,point,NA,10493.8598201797,17.718216702659056
2022-01-03,3 wk ahead inc case,2022-01-22,28,point,NA,9009.157254119997,7527.461300843351
2022-01-03,3 wk ahead inc death,2022-01-22,28,point,NA,63.77622377622501,17.718216702659056
2022-01-03,4 wk ahead cum death,2022-01-29,28,point,NA,10534.279654462956,17.78646302910017
2022-01-03,4 wk ahead inc case,2022-01-29,28,point,NA,5911.678961079755,7562.861922144182
2022-01-03,4 wk ahead inc death,2022-01-29,28,point,NA,299.74825174830204,17.78646302910017
2022-01-03,5 wk ahead cum death,2022-02-05,28,point,NA,10560.93954516042,17.831476563561427
2022-01-03,5 wk ahead inc case,2022-02-05,28,point,NA,4708.910028699694,7591.060060399527
2022-01-03,5 wk ahead inc death,2022-02-05,28,point,NA,197.70629370629618,17.831476563561427
2022-01-03,1 wk ahead cum death,2022-01-08,29,point,NA,16264.604766807302,120.35154786624065
2022-01-03,1 wk ahead inc case,2022-01-08,29,point,NA,48951.523889544456,8947.509546515565
2022-01-03,1 wk ahead inc death,2022-01-08,29,point,NA,260.08680555555554,120.35154786624065
2022-01-03,2 wk ahead cum death,2022-01-15,29,point,NA,16362.429045020383,121.07540826559486
2022-01-03,2 wk ahead inc case,2022-01-15,29,point,NA,46986.27117108696,9352.45149201875
2022-01-03,2 wk ahead inc death,2022-01-15,29,point,NA,642.4177208266434,121.07540826559486
2022-01-03,3 wk ahead cum death,2022-01-22,29,point,NA,16434.668512008506,121.60995132973433
2022-01-03,3 wk ahead inc case,2022-01-22,29,point,NA,43523.19063034306,9727.547558360942
2022-01-03,3 wk ahead inc death,2022-01-22,29,point,NA,474.40077845661494,121.60995132973433
2022-01-03,4 wk ahead cum death,2022-01-29,29,point,NA,16498.37970858831,122.08138861546735
2022-01-03,4 wk ahead inc case,2022-01-29,29,point,NA,37240.49005346912,10048.497404302803
2022-01-03,4 wk ahead inc death,2022-01-29,29,point,NA,418.3951309999308,122.08138861546735
2022-01-03,5 wk ahead cum death,2022-02-05,29,point,NA,16572.124164472014,122.62706799344267
2022-01-03,5 wk ahead inc case,2022-02-05,29,point,NA,38752.70757889962,10382.479999844005
2022-01-03,5 wk ahead inc death,2022-02-05,29,point,NA,484.2841280077678,122.62706799344267
2022-01-03,1 wk ahead cum death,2022-01-08,30,point,NA,2940.881937764845,28.80106484681199
2022-01-03,1 wk ahead inc case,2022-01-08,30,point,NA,3080.817319912034,796.8624798522945
2022-01-03,1 wk ahead inc death,2022-01-08,30,point,NA,8.86111111111111,28.80106484681199
2022-01-03,2 wk ahead cum death,2022-01-15,30,point,NA,3006.6458132945345,29.445113021404037
2022-01-03,2 wk ahead inc case,2022-01-15,30,point,NA,1838.3288501397283,801.2250520966796
2022-01-03,2 wk ahead inc death,2022-01-15,30,point,NA,16.706096206420018,29.445113021404037
2022-01-03,3 wk ahead cum death,2022-01-22,30,point,NA,3057.233409855833,29.94053469416722
2022-01-03,3 wk ahead inc case,2022-01-22,30,point,NA,1653.4831117648203,805.1489634955126
2022-01-03,3 wk ahead inc death,2022-01-22,30,point,NA,12.850843235707476,29.94053469416722
2022-01-03,4 wk ahead cum death,2022-01-29,30,point,NA,3090.115347620678,30.2625587814633
2022-01-03,4 wk ahead inc case,2022-01-29,30,point,NA,829.27368928476,807.1169282476316
2022-01-03,4 wk ahead inc death,2022-01-29,30,point,NA,8.353048103210126,30.2625587814633
