forecast_date,target,target_end_date,location,type,quantile,value,std_error
2022-01-03,5 wk ahead cum death,2022-02-05,30,point,NA,3158.408602978433,30.931378039693705
2022-01-03,5 wk ahead inc case,2022-02-05,30,point,NA,360.829009841505,807.9732182542753
2022-01-03,5 wk ahead inc death,2022-02-05,30,point,NA,17.34863836820552,30.931378039693705
2022-01-03,1 wk ahead cum death,2022-01-08,31,point,NA,3343.1690408969835,29.80767779509021
2022-01-03,1 wk ahead inc case,2022-01-08,31,point,NA,10397.445347498928,2138.849356370338
2022-01-03,1 wk ahead inc death,2022-01-08,31,point,NA,22.10526315789474,29.80767779509021
2022-01-03,2 wk ahead cum death,2022-01-15,31,point,NA,3343.309908311136,29.808933768222744
2022-01-03,2 wk ahead inc case,2022-01-15,31,point,NA,12792.73869464014,2177.550064963488
2022-01-03,2 wk ahead inc death,2022-01-15,31,point,NA,0.6024156748367292,29.808933768222744
2022-01-03,3 wk ahead cum death,2022-01-22,31,point,NA,3343.50712269095,29.81069213060831
2022-01-03,3 wk ahead inc case,2022-01-22,31,point,NA,12904.613617294142,2216.5892185826847
2022-01-03,3 wk ahead inc death,2022-01-22,31,point,NA,0.8433819447725877,29.81069213060831
2022-01-03,4 wk ahead cum death,2022-01-29,31,point,NA,3343.5916431394417,29.811445714487807
2022-01-03,4 wk ahead inc case,2022-01-29,31,point,NA,13140.053179586248,2256.3406260913252
2022-01-03,4 wk ahead inc death,2022-01-29,31,point,NA,0.36144940490281535,29.811445714487807
2022-01-03,5 wk ahead cum death,2022-02-05,31,point,NA,3343.760684036425,29.812952882246798
2022-01-03,5 wk ahead inc case,2022-02-05,31,point,NA,13419.45639665911,2296.9372867346874
2022-01-03,5 wk ahead inc death,2022-02-05,31,point,NA,0.7228988098056307,29.812952882246798
2022-01-03,1 wk ahead cum death,2022-01-08,32,point,NA,8478.497499079584,29.244115752325975
2022-01-03,1 wk ahead inc case,2022-01-08,32,point,NA,15924.898475558552,3181.0763815638393
2022-01-03,1 wk ahead inc death,2022-01-08,32,point,NA,46.23255813953489,29.244115752325975
2022-01-03,2 wk ahead cum death,2022-01-15,32,point,NA,8550.889878190763,29.493812248024742
2022-01-03,2 wk ahead inc case,2022-01-15,32,point,NA,15754.94737465143,3229.526899655662
2022-01-03,2 wk ahead inc death,2022-01-15,32,point,NA,56.252530407035565,29.493812248024742
2022-01-03,3 wk ahead cum death,2022-01-22,32,point,NA,8623.387057041538,29.743870220002055
2022-01-03,3 wk ahead inc case,2022-01-22,32,point,NA,15739.628324601752,3277.930307725821
2022-01-03,3 wk ahead inc death,2022-01-22,32,point,NA,56.33396509133065,29.743870220002055
2022-01-03,4 wk ahead cum death,2022-01-29,32,point,NA,8696.855742909063,29.99727912339708
2022-01-03,4 wk ahead inc case,2022-01-29,32,point,NA,16045.52872173329,3327.274438248067
2022-01-03,4 wk ahead inc death,2022-01-29,32,point,NA,57.088875051071255,29.99727912339708
2022-01-03,5 wk ahead cum death,2022-02-05,32,point,NA,8770.161135148928,30.25012479282878
2022-01-03,5 wk ahead inc case,2022-02-05,32,point,NA,16325.577861886377,3377.4797919536563
2022-01-03,5 wk ahead inc death,2022-02-05,32,point,NA,56.961987665023095,30.25012479282878
2022-01-03,1 wk ahead cum death,2022-01-08,33,point,NA,1995.1996916529367,37.366398201667394
2022-01-03,1 wk ahead inc case,2022-01-08,33,point,NA,9774.158860771817,5745.872281350737
2022-01-03,1 wk ahead inc death,2022-01-08,33,point,NA,126.0,37.366398201667394
2022-01-03,2 wk ahead cum death,2022-01-15,33,point,NA,2021.4827808781783,37.85863182723833
2022-01-03,2 wk ahead inc case,2022-01-15,33,point,NA,9180.921912369571,5995.048797803254
2022-01-03,2 wk ahead inc death,2022-01-15,33,point,NA,96.83330703644134,37.85863182723833
2022-01-03,3 wk ahead cum death,2022-01-22,33,point,NA,2046.3825496178808,38.32495841988449
2022-01-03,3 wk ahead inc case,2022-01-22,33,point,NA,5713.896295542863,6150.127861527327
2022-01-03,3 wk ahead inc death,2022-01-22,33,point,NA,91.7368171924178,38.32495841988449
2022-01-03,4 wk ahead cum death,2022-01-29,33,point,NA,2056.065793016654,38.50630765035813
2022-01-03,4 wk ahead inc case,2022-01-29,33,point,NA,3679.0647371691593,6249.980201386138
2022-01-03,4 wk ahead inc death,2022-01-29,33,point,NA,35.675428908162246,38.50630765035813
2022-01-03,5 wk ahead cum death,2022-02-05,33,point,NA,2062.982395444349,38.635842814981885
2022-01-03,5 wk ahead inc case,2022-02-05,33,point,NA,1990.1917435647993,6303.995370066072
2022-01-03,5 wk ahead inc death,2022-02-05,33,point,NA,25.482449220116006,38.635842814981885
2022-01-03,1 wk ahead cum death,2022-01-08,34,point,NA,29334.535973087128,37.0429731237585
2022-01-03,1 wk ahead inc case,2022-01-08,34,point,NA,235831.09812983221,94577.98887122855
2022-01-03,1 wk ahead inc death,2022-01-08,34,point,NA,235.11986301369862,37.0429731237585
2022-01-03,2 wk ahead cum death,2022-01-15,34,point,NA,29670.009567893136,37.466601415254836
2022-01-03,2 wk ahead inc case,2022-01-15,34,point,NA,300057.88184725173,116769.14219006633
2022-01-03,2 wk ahead inc death,2022-01-15,34,point,NA,280.16492809283545,37.466601415254836
2022-01-03,3 wk ahead cum death,2022-01-22,34,point,NA,30011.033094648355,37.897238032371895
2022-01-03,3 wk ahead inc case,2022-01-22,34,point,NA,341114.96562303416,141996.72313174696
2022-01-03,3 wk ahead inc death,2022-01-22,34,point,NA,284.7998570694967,37.897238032371895
2022-01-03,4 wk ahead cum death,2022-01-29,34,point,NA,30357.909053411197,38.335264965183214
2022-01-03,4 wk ahead inc case,2022-01-29,34,point,NA,387780.85519625305,170675.53789506224
2022-01-03,4 wk ahead inc death,2022-01-29,34,point,NA,289.6874136997929,38.335264965183214
2022-01-03,5 wk ahead cum death,2022-02-05,34,point,NA,30707.551571022417,38.77678544448066
2022-01-03,5 wk ahead inc case,2022-02-05,34,point,NA,440888.9344471873,203282.0266187184
2022-01-03,5 wk ahead inc death,2022-02-05,34,point,NA,291.9978571231243,38.77678544448066
2022-01-03,1 wk ahead cum death,2022-01-08,35,point,NA,5936.349270224002,89.66695017181259
2022-01-03,1 wk ahead inc case,2022-01-08,35,point,NA,8361.830509948019,5458.115407950569
2022-01-03,1 wk ahead inc death,2022-01-08,35,point,NA,91.01190476190476,89.66695017181259
2022-01-03,2 wk ahead cum death,2022-01-15,35,point,NA,6006.831064644471,90.73155861391018
2022-01-03,2 wk ahead inc case,2022-01-15,35,point,NA,8501.471520471821,5630.098117844838
2022-01-03,2 wk ahead inc death,2022-01-15,35,point,NA,78.85359442783566,90.73155861391018
2022-01-03,3 wk ahead cum death,2022-01-22,35,point,NA,6067.915286475542,91.65421926372801
2022-01-03,3 wk ahead inc case,2022-01-22,35,point,NA,3395.3101196625435,5698.784419258077
2022-01-03,3 wk ahead inc death,2022-01-22,35,point,NA,68.33978183745629,91.65421926372801
2022-01-03,4 wk ahead cum death,2022-01-29,35,point,NA,6127.43324620838,92.55322194816615
2022-01-03,4 wk ahead inc case,2022-01-29,35,point,NA,4413.747905898779,5788.073470432172
2022-01-03,4 wk ahead inc death,2022-01-29,35,point,NA,66.58747973905854,92.55322194816615
2022-01-03,5 wk ahead cum death,2022-02-05,35,point,NA,6177.553633351824,93.31027684032385
2022-01-03,5 wk ahead inc case,2022-02-05,35,point,NA,2490.204587077486,5838.449706128019
2022-01-03,5 wk ahead inc death,2022-02-05,35,point,NA,56.07366714868221,93.31027684032385
2022-01-03,1 wk ahead cum death,2022-01-08,36,point,NA,60019.76694209338,188.91801263352488
2022-01-03,1 wk ahead inc case,2022-01-08,36,point,NA,623509.6868423206,227725.29485738263
2022-01-03,1 wk ahead inc death,2022-01-08,36,point,NA,852.846347607053,188.91801263352488
2022-01-03,2 wk ahead cum death,2022-01-15,36,point,NA,60384.43714863547,190.0658473252703
2022-01-03,2 wk ahead inc case,2022-01-15,36,point,NA,747476.5488476137,260192.5534523995
2022-01-03,2 wk ahead inc death,2022-01-15,36,point,NA,715.3433796807197,190.0658473252703
2022-01-03,3 wk ahead cum death,2022-01-22,36,point,NA,60712.76148741589,191.09927988826658
2022-01-03,3 wk ahead inc case,2022-01-22,36,point,NA,826407.4660452341,296088.24134562997
2022-01-03,3 wk ahead inc death,2022-01-22,36,point,NA,644.0466973205102,191.09927988826658
2022-01-03,4 wk ahead cum death,2022-01-29,36,point,NA,61022.91289231548,192.07551138689658
2022-01-03,4 wk ahead inc case,2022-01-29,36,point,NA,986951.1967570492,338957.2782072864
2022-01-03,4 wk ahead inc death,2022-01-29,36,point,NA,608.3983561404197,192.07551138689658
2022-01-03,5 wk ahead cum death,2022-02-05,36,point,NA,61331.852768289675,193.0479294812302
2022-01-03,5 wk ahead inc case,2022-02-05,36,point,NA,1046561.3971761584,384415.53314527194
2022-01-03,5 wk ahead inc death,2022-02-05,36,point,NA,606.0218000617393,193.0479294812302
2022-01-03,1 wk ahead cum death,2022-01-08,37,point,NA,19590.458564502118,37.87243843607754
2022-01-03,1 wk ahead inc case,2022-01-08,37,point,NA,118929.95647393554,35164.35164945718
2022-01-03,1 wk ahead inc death,2022-01-08,37,point,NA,262.79017857142856,37.87243843607754
2022-01-03,2 wk ahead cum death,2022-01-15,37,point,NA,19770.947062453248,38.221360310701726
2022-01-03,2 wk ahead inc case,2022-01-15,37,point,NA,59195.71278958798,35505.83601146022
2022-01-03,2 wk ahead inc death,2022-01-15,37,point,NA,288.4045884156766,38.221360310701726
2022-01-03,3 wk ahead cum death,2022-01-22,37,point,NA,19955.25482659886,38.577665622693644
2022-01-03,3 wk ahead inc case,2022-01-22,37,point,NA,28579.956016413682,35670.70619523572
2022-01-03,3 wk ahead inc death,2022-01-22,37,point,NA,294.5074365604239,38.577665622693644
2022-01-03,4 wk ahead cum death,2022-01-29,37,point,NA,20141.597634235808,38.93790509779341
2022-01-03,4 wk ahead inc case,2022-01-29,37,point,NA,16842.25609006152,35767.86470223861
2022-01-03,4 wk ahead inc death,2022-01-29,37,point,NA,297.7592553033903,38.93790509779341
2022-01-03,5 wk ahead cum death,2022-02-05,37,point,NA,20328.15049706477,39.298550653348705
2022-01-03,5 wk ahead inc case,2022-02-05,37,point,NA,7513.239652937492,35811.20658847586
2022-01-03,5 wk ahead inc death,2022-02-05,37,point,NA,298.0949048427489,39.298550653348705
2022-01-03,1 wk ahead cum death,2022-01-08,38,point,NA,2058.0,68.53637213534172
2022-01-03,1 wk ahead inc case,2022-01-08,38,point,NA,4056.921618358761,452.6351697586877
2022-01-03,1 wk ahead inc death,2022-01-08,38,point,NA,17.0,68.53637213534172
2022-01-03,2 wk ahead cum death,2022-01-15,38,point,NA,2069.793853144316,68.9291359390386
2022-01-03,2 wk ahead inc case,2022-01-15,38,point,NA,4093.9274063516364,459.8697716997962
2022-01-03,2 wk ahead inc death,2022-01-15,38,point,NA,200.4955034533723,68.9291359390386
2022-01-03,3 wk ahead cum death,2022-01-22,38,point,NA,2113.0379813401423,70.36926988592728
2022-01-03,3 wk ahead inc case,2022-01-22,38,point,NA,4402.319025592309,467.6493492561683
2022-01-03,3 wk ahead inc death,2022-01-22,38,point,NA,735.1501793290472,70.36926988592728
2022-01-03,4 wk ahead cum death,2022-01-29,38,point,NA,2148.4195407730913,71.54756129701856
2022-01-03,4 wk ahead inc case,2022-01-29,38,point,NA,4070.9986614267063,474.84343256416037
2022-01-03,4 wk ahead inc death,2022-01-29,38,point,NA,601.4865103601323,71.54756129701856
2022-01-03,5 wk ahead cum death,2022-02-05,38,point,NA,2187.7323845874785,72.85677397600865
2022-01-03,5 wk ahead inc case,2022-02-05,38,point,NA,3159.581050659436,480.4269002061973
2022-01-03,5 wk ahead inc death,2022-02-05,38,point,NA,668.318344844582,72.85677397600865
2022-01-03,1 wk ahead cum death,2022-01-08,39,point,NA,29487.83196655476,457.88751378181587
2022-01-03,1 wk ahead inc case,2022-01-08,39,point,NA,129812.8242029796,35601.734949258986
2022-01-03,1 wk ahead inc death,2022-01-08,39,point,NA,960.0338600451466,457.88751378181587
2022-01-03,2 wk ahead cum death,2022-01-15,39,point,NA,29559.773221849213,459.0046187138601
2022-01-03,2 wk ahead inc case,2022-01-15,39,point,NA,131206.39038386737,38686.88573745372
2022-01-03,2 wk ahead inc death,2022-01-15,39,point,NA,1691.4698664880734,459.0046187138601
2022-01-03,3 wk ahead cum death,2022-01-22,39,point,NA,29638.566025266933,460.2281145918118
2022-01-03,3 wk ahead inc case,2022-01-22,39,point,NA,75813.3387774083,40469.5396249704
2022-01-03,3 wk ahead inc death,2022-01-22,39,point,NA,1852.5622347247233,460.2281145918118
2022-01-03,4 wk ahead cum death,2022-01-29,39,point,NA,29725.352301495157,461.5757332399908
2022-01-03,4 wk ahead inc case,2022-01-29,39,point,NA,144899.66181382048,43876.67021172119
2022-01-03,4 wk ahead inc death,2022-01-29,39,point,NA,2040.5033310013848,461.5757332399908
2022-01-03,5 wk ahead cum death,2022-02-05,39,point,NA,29799.577406164022,462.72830182067213
2022-01-03,5 wk ahead inc case,2022-02-05,39,point,NA,135009.36231647612,47051.24303051259
2022-01-03,5 wk ahead inc death,2022-02-05,39,point,NA,1745.1673225667287,462.72830182067213
2022-01-03,1 wk ahead cum death,2022-01-08,40,point,NA,12428.0,132.8432037793999
2022-01-03,1 wk ahead inc case,2022-01-08,40,point,NA,20423.99062024891,6192.204364865504
2022-01-03,1 wk ahead inc death,2022-01-08,40,point,NA,55.50396825396825,132.8432037793999
2022-01-03,2 wk ahead cum death,2022-01-15,40,point,NA,12428.0,132.8432037793999
2022-01-03,2 wk ahead inc case,2022-01-15,40,point,NA,11062.695611101884,6305.710639918285
2022-01-03,2 wk ahead inc death,2022-01-15,40,point,NA,6.167107583774251,132.8432037793999
2022-01-03,3 wk ahead cum death,2022-01-22,40,point,NA,12428.0,132.8432037793999
2022-01-03,3 wk ahead inc case,2022-01-22,40,point,NA,10354.18589218826,6411.947411961963
2022-01-03,3 wk ahead inc death,2022-01-22,40,point,NA,6.167107583774251,132.8432037793999
2022-01-03,4 wk ahead cum death,2022-01-29,40,point,NA,12428.0,132.8432037793999
2022-01-03,4 wk ahead inc case,2022-01-29,40,point,NA,9766.86862519476,6512.158148616644
2022-01-03,4 wk ahead inc death,2022-01-29,40,point,NA,6.167107583774251,132.8432037793999
2022-01-03,5 wk ahead cum death,2022-02-05,40,point,NA,12428.0,132.8432037793999
2022-01-03,5 wk ahead inc case,2022-02-05,40,point,NA,9849.217342524364,6613.213805577151
2022-01-03,5 wk ahead inc death,2022-02-05,40,point,NA,6.167107583774251,132.8432037793999
2022-01-03,1 wk ahead cum death,2022-01-08,41,point,NA,5692.340409103436,31.277140624494763
2022-01-03,1 wk ahead inc case,2022-01-08,41,point,NA,16043.9581864908,5964.132510664088
2022-01-03,1 wk ahead inc death,2022-01-08,41,point,NA,52.74626865671642,31.277140624494763
2022-01-03,2 wk ahead cum death,2022-01-15,41,point,NA,5736.956680458652,31.52228924404811
2022-01-03,2 wk ahead inc case,2022-01-15,41,point,NA,7251.907110771233,5997.468223192043
2022-01-03,2 wk ahead inc death,2022-01-15,41,point,NA,63.02399710844632,31.52228924404811
2022-01-03,3 wk ahead cum death,2022-01-22,41,point,NA,5782.088841268914,31.77027247043623
2022-01-03,3 wk ahead inc case,2022-01-22,41,point,NA,1334.2733182410905,6003.601637629232
2022-01-03,3 wk ahead inc death,2022-01-22,41,point,NA,63.752731593321435,31.77027247043623
2022-01-03,4 wk ahead cum death,2022-01-29,41,point,NA,5829.542844059097,32.03101329262822
2022-01-03,4 wk ahead inc case,2022-01-29,41,point,NA,3474.929888004352,6019.575265260106
2022-01-03,4 wk ahead inc death,2022-01-29,41,point,NA,67.0325162499953,32.03101329262822
2022-01-03,5 wk ahead cum death,2022-02-05,41,point,NA,5876.324518812935,32.28805994036307
2022-01-03,5 wk ahead inc case,2022-02-05,41,point,NA,3919.687660750733,6037.593364370043
2022-01-03,5 wk ahead inc death,2022-02-05,41,point,NA,66.08279994848787,32.28805994036307
2022-01-03,1 wk ahead cum death,2022-01-08,42,point,NA,37096.698004473634,601.2973287481814
2022-01-03,1 wk ahead inc case,2022-01-08,42,point,NA,152976.48094024314,24049.091106049636
2022-01-03,1 wk ahead inc death,2022-01-08,42,point,NA,660.047619047619,601.2973287481814
2022-01-03,2 wk ahead cum death,2022-01-15,42,point,NA,37342.96468019725,605.2890450528065
2022-01-03,2 wk ahead inc case,2022-01-15,42,point,NA,166541.57565745056,25398.935639566615
2022-01-03,2 wk ahead inc death,2022-01-15,42,point,NA,424.7415221976754,605.2890450528065
2022-01-03,3 wk ahead cum death,2022-01-22,42,point,NA,37577.79273983535,609.0953537695191
2022-01-03,3 wk ahead inc case,2022-01-22,42,point,NA,162066.75595960932,26712.51108601799
2022-01-03,3 wk ahead inc death,2022-01-22,42,point,NA,405.01309083878306,609.0953537695191
2022-01-03,4 wk ahead cum death,2022-01-29,42,point,NA,37807.23792131556,612.8144118566154
2022-01-03,4 wk ahead inc case,2022-01-29,42,point,NA,154952.53315394162,27968.424686011193
2022-01-03,4 wk ahead inc death,2022-01-29,42,point,NA,395.7291231404749,612.8144118566154
2022-01-03,5 wk ahead cum death,2022-02-05,42,point,NA,38062.92463381549,616.958816763061
2022-01-03,5 wk ahead inc case,2022-02-05,42,point,NA,155497.33980746134,29228.75402591866
2022-01-03,5 wk ahead inc death,2022-02-05,42,point,NA,440.98846566972736,616.958816763061
2022-01-03,1 wk ahead cum death,2022-01-08,44,point,NA,3070.351250763845,36.875447240603236
2022-01-03,1 wk ahead inc case,2022-01-08,44,point,NA,18276.19018258874,6290.658059932595
2022-01-03,1 wk ahead inc death,2022-01-08,44,point,NA,68.3076923076923,36.875447240603236
2022-01-03,2 wk ahead cum death,2022-01-15,44,point,NA,3072.7025015276918,36.903686167165944
2022-01-03,2 wk ahead inc case,2022-01-15,44,point,NA,13823.695573278115,6378.462471916965
2022-01-03,2 wk ahead inc death,2022-01-15,44,point,NA,36.91088434837249,36.903686167165944
2022-01-03,3 wk ahead cum death,2022-01-22,44,point,NA,3074.6618771642293,36.927218605967944
2022-01-03,3 wk ahead inc case,2022-01-22,44,point,NA,10424.894388939487,6444.678609053963
2022-01-03,3 wk ahead inc death,2022-01-22,44,point,NA,30.759070290290182,36.927218605967944
2022-01-03,4 wk ahead cum death,2022-01-29,44,point,NA,3076.6212528007677,36.950751044770065
2022-01-03,4 wk ahead inc case,2022-01-29,44,point,NA,9639.457140457549,6505.905859146359
2022-01-03,4 wk ahead inc death,2022-01-29,44,point,NA,30.75907029030446,36.950751044770065
2022-01-03,5 wk ahead cum death,2022-02-05,44,point,NA,3078.580628437305,36.974283483572414
2022-01-03,5 wk ahead inc case,2022-02-05,44,point,NA,9239.598177593813,6564.593312197899
2022-01-03,5 wk ahead inc death,2022-02-05,44,point,NA,30.759070290290182,36.974283483572414
2022-01-03,1 wk ahead cum death,2022-01-08,45,point,NA,14687.04722587423,53.74382870978173
2022-01-03,1 wk ahead inc case,2022-01-08,45,point,NA,46114.737681894636,13747.032977407442
2022-01-03,1 wk ahead inc death,2022-01-08,45,point,NA,84.55056179775282,53.74382870978173
2022-01-03,2 wk ahead cum death,2022-01-15,45,point,NA,14704.340346138106,53.80710885581962
2022-01-03,2 wk ahead inc case,2022-01-15,45,point,NA,29928.115451404767,13844.91530255844
2022-01-03,2 wk ahead inc death,2022-01-15,45,point,NA,28.642947946852264,53.80710885581962
2022-01-03,3 wk ahead cum death,2022-01-22,45,point,NA,14738.926586665852,53.933669147895394
2022-01-03,3 wk ahead inc case,2022-01-22,45,point,NA,18247.29699327463,13904.59456503402
2022-01-03,3 wk ahead inc death,2022-01-22,45,point,NA,57.285895893695496,53.933669147895394
2022-01-03,4 wk ahead cum death,2022-01-29,45,point,NA,14789.89578323306,54.12017905200674
2022-01-03,4 wk ahead inc case,2022-01-29,45,point,NA,15885.649477289158,13956.549868063332
2022-01-03,4 wk ahead inc death,2022-01-29,45,point,NA,84.42132026439987,54.12017905200674
2022-01-03,5 wk ahead cum death,2022-02-05,45,point,NA,14818.110874189902,54.22342560606819
2022-01-03,5 wk ahead inc case,2022-02-05,45,point,NA,8783.131878052842,13985.275812125088
2022-01-03,5 wk ahead inc death,2022-02-05,45,point,NA,46.73323086064212,54.22342560606819
2022-01-03,1 wk ahead cum death,2022-01-08,46,point,NA,2507.631852388855,13.648337625734861
2022-01-03,1 wk ahead inc case,2022-01-08,46,point,NA,4837.678805698844,1081.8907101708405
2022-01-03,1 wk ahead inc death,2022-01-08,46,point,NA,34.56521739130435,13.648337625734861
2022-01-03,2 wk ahead cum death,2022-01-15,46,point,NA,2531.852217970106,13.780162289932072
2022-01-03,2 wk ahead inc case,2022-01-15,46,point,NA,5411.5504478651765,1098.7018396862536
2022-01-03,2 wk ahead inc death,2022-01-15,46,point,NA,38.70136438450062,13.780162289932072
2022-01-03,3 wk ahead cum death,2022-01-22,46,point,NA,2556.043402218797,13.91182812831187
2022-01-03,3 wk ahead inc case,2022-01-22,46,point,NA,5461.496712899216,1115.668128640428
2022-01-03,3 wk ahead inc death,2022-01-22,46,point,NA,38.65473596426338,13.91182812831187
2022-01-03,4 wk ahead cum death,2022-01-29,46,point,NA,2580.398511751589,14.044386166087211
2022-01-03,4 wk ahead inc case,2022-01-29,46,point,NA,5566.865149351561,1132.9617475250861
2022-01-03,4 wk ahead inc death,2022-01-29,46,point,NA,38.91666975426098,14.044386166087211
2022-01-03,5 wk ahead cum death,2022-02-05,46,point,NA,2604.7828120561608,14.17710308105493
2022-01-03,5 wk ahead inc case,2022-02-05,46,point,NA,5660.176559204809,1150.5452408572767
2022-01-03,5 wk ahead inc death,2022-02-05,46,point,NA,38.963313257288206,14.17710308105493
2022-01-03,1 wk ahead cum death,2022-01-08,47,point,NA,20931.0,1658.628700381805
2022-01-03,1 wk ahead inc case,2022-01-08,47,point,NA,68069.26403595401,12392.860340131969
2022-01-03,1 wk ahead inc death,2022-01-08,47,point,NA,277.546875,1658.628700381805
2022-01-03,2 wk ahead cum death,2022-01-15,47,point,NA,20931.0,1658.628700381805
2022-01-03,2 wk ahead inc case,2022-01-15,47,point,NA,79363.46759208044,12697.746578602142
2022-01-03,2 wk ahead inc death,2022-01-15,47,point,NA,3.118504213483146,1658.628700381805
2022-01-03,3 wk ahead cum death,2022-01-22,47,point,NA,20931.0,1658.628700381805
2022-01-03,3 wk ahead inc case,2022-01-22,47,point,NA,80408.52252911191,13006.647546751108
2022-01-03,3 wk ahead inc death,2022-01-22,47,point,NA,3.118504213483146,1658.628700381805
2022-01-03,4 wk ahead cum death,2022-01-29,47,point,NA,20931.0,1658.628700381805
2022-01-03,4 wk ahead inc case,2022-01-29,47,point,NA,81937.95157935045,13321.424037785857
2022-01-03,4 wk ahead inc death,2022-01-29,47,point,NA,3.118504213483146,1658.628700381805
2022-01-03,5 wk ahead cum death,2022-02-05,47,point,NA,20931.0,1658.628700381805
2022-01-03,5 wk ahead inc case,2022-02-05,47,point,NA,83047.78779328344,13640.464125143373
2022-01-03,5 wk ahead inc death,2022-02-05,47,point,NA,3.118504213483146,1658.628700381805
2022-01-03,1 wk ahead cum death,2022-01-08,48,point,NA,76034.6036671633,126.61910117424168
2022-01-03,1 wk ahead inc case,2022-01-08,48,point,NA,163076.47764123167,48617.785975067614
2022-01-03,1 wk ahead inc death,2022-01-08,48,point,NA,545.7443609022557,126.61910117424168
2022-01-03,2 wk ahead cum death,2022-01-15,48,point,NA,76363.08044083898,127.16610782429098
2022-01-03,2 wk ahead inc case,2022-01-15,48,point,NA,176899.87992080027,49529.15663401577
2022-01-03,2 wk ahead inc death,2022-01-15,48,point,NA,616.8688395116828,127.16610782429098
2022-01-03,3 wk ahead cum death,2022-01-22,48,point,NA,76681.39009230853,127.69618334280365
2022-01-03,3 wk ahead inc case,2022-01-22,48,point,NA,179373.24173412257,50453.26980803238
2022-01-03,3 wk ahead inc death,2022-01-22,48,point,NA,597.7753102910768,127.69618334280365
2022-01-03,4 wk ahead cum death,2022-01-29,48,point,NA,77022.96449953152,128.26500125386758
2022-01-03,4 wk ahead inc case,2022-01-29,48,point,NA,183299.45547231953,51397.61044632748
2022-01-03,4 wk ahead inc death,2022-01-29,48,point,NA,641.4657749852867,128.26500125386758
2022-01-03,5 wk ahead cum death,2022-02-05,48,point,NA,77334.14718545465,128.78320836080093
2022-01-03,5 wk ahead inc case,2022-02-05,48,point,NA,187372.85277722875,52362.93682405578
2022-01-03,5 wk ahead inc death,2022-02-05,48,point,NA,584.3910977129408,128.78320836080093
2022-01-03,1 wk ahead cum death,2022-01-08,49,point,NA,3819.5576097527032,37.67435451466389
2022-01-03,1 wk ahead inc case,2022-01-08,49,point,NA,19932.20588750207,3444.8276821091804
2022-01-03,1 wk ahead inc death,2022-01-08,49,point,NA,27.39,37.67435451466389
2022-01-03,2 wk ahead cum death,2022-01-15,49,point,NA,3855.718796446578,38.03103178108256
2022-01-03,2 wk ahead inc case,2022-01-15,49,point,NA,14006.288441817596,3501.9766553225795
2022-01-03,2 wk ahead inc death,2022-01-15,49,point,NA,30.42160991142759,38.03103178108256
2022-01-03,3 wk ahead cum death,2022-01-22,49,point,NA,3891.8605478287072,38.38751734655099
2022-01-03,3 wk ahead inc case,2022-01-22,49,point,NA,10182.076240694325,3543.5219372687707
2022-01-03,3 wk ahead inc death,2022-01-22,49,point,NA,30.405259411721083,38.38751734655099
2022-01-03,4 wk ahead cum death,2022-01-29,49,point,NA,3928.224972069137,38.74619925438672
2022-01-03,4 wk ahead inc case,2022-01-29,49,point,NA,8502.864366500458,3578.2156371690894
2022-01-03,4 wk ahead inc death,2022-01-29,49,point,NA,30.592589183014994,38.74619925438672
2022-01-03,5 wk ahead cum death,2022-02-05,49,point,NA,3964.572013981504,39.1047097109562
2022-01-03,5 wk ahead inc case,2022-02-05,49,point,NA,8369.358122086012,3612.3645999809796
2022-01-03,5 wk ahead inc death,2022-02-05,49,point,NA,30.577965813263354,39.1047097109562
2022-01-03,1 wk ahead cum death,2022-01-08,50,point,NA,474.42131341768084,10.019787419362341
2022-01-03,1 wk ahead inc case,2022-01-08,50,point,NA,6270.557179488292,574.3082970180268
2022-01-03,1 wk ahead inc death,2022-01-08,50,point,NA,13.0625,10.019787419362341
2022-01-03,2 wk ahead cum death,2022-01-15,50,point,NA,476.03552236280126,10.053879543858262
2022-01-03,2 wk ahead inc case,2022-01-15,50,point,NA,9143.352424033837,606.3853073143408
2022-01-03,2 wk ahead inc death,2022-01-15,50,point,NA,6.1630145419207425,10.053879543858262
2022-01-03,3 wk ahead cum death,2022-01-22,50,point,NA,476.8426268353616,10.070925606106194
2022-01-03,3 wk ahead inc case,2022-01-22,50,point,NA,7876.415264360716,634.0176069147359
2022-01-03,3 wk ahead inc death,2022-01-22,50,point,NA,3.0815072709609135,10.070925606106194
2022-01-03,4 wk ahead cum death,2022-01-29,50,point,NA,478.4568357804821,10.10501773060207
2022-01-03,4 wk ahead inc case,2022-01-29,50,point,NA,8209.05858253969,662.8168967663479
2022-01-03,4 wk ahead inc death,2022-01-29,50,point,NA,6.163014541920958,10.10501773060207
2022-01-03,5 wk ahead cum death,2022-02-05,50,point,NA,480.0710447256026,10.139109855097992
2022-01-03,5 wk ahead inc case,2022-02-05,50,point,NA,8492.528540640109,692.6106652668157
2022-01-03,5 wk ahead inc death,2022-02-05,50,point,NA,6.163014541920958,10.139109855097992
2022-01-03,1 wk ahead cum death,2022-01-08,51,point,NA,15799.073146482908,52.66920614059964
2022-01-03,1 wk ahead inc case,2022-01-08,51,point,NA,101163.18648646926,24871.885250839205
2022-01-03,1 wk ahead inc death,2022-01-08,51,point,NA,349.9336492890995,52.66920614059964
