,location,target,type,quantile,forecast_date,target_end_date,value
0,17,1 day ahead cum death,quantile,0.01,2020-05-18,2020-05-19,4683.91
1,17,1 day ahead inc death,quantile,0.01,2020-05-18,2020-05-19,81.99
2,17,2 day ahead cum death,quantile,0.01,2020-05-18,2020-05-20,4781.91
3,17,2 day ahead inc death,quantile,0.01,2020-05-18,2020-05-20,83.98
4,17,3 day ahead cum death,quantile,0.01,2020-05-18,2020-05-21,4905.79
5,17,3 day ahead inc death,quantile,0.01,2020-05-18,2020-05-21,74.99
6,17,4 day ahead cum death,quantile,0.01,2020-05-18,2020-05-22,5041.58
7,17,4 day ahead inc death,quantile,0.01,2020-05-18,2020-05-22,87.99
8,17,5 day ahead cum death,quantile,0.01,2020-05-18,2020-05-23,5182.68
9,17,5 day ahead inc death,quantile,0.01,2020-05-18,2020-05-23,92.93
10,17,6 day ahead cum death,quantile,0.01,2020-05-18,2020-05-24,5311.8
11,17,6 day ahead inc death,quantile,0.01,2020-05-18,2020-05-24,80.98
12,17,7 day ahead cum death,quantile,0.01,2020-05-18,2020-05-25,5459.64
13,17,7 day ahead inc death,quantile,0.01,2020-05-18,2020-05-25,84.97
14,17,8 day ahead cum death,quantile,0.01,2020-05-18,2020-05-26,5587.98
15,17,8 day ahead inc death,quantile,0.01,2020-05-18,2020-05-26,86.96
16,17,9 day ahead cum death,quantile,0.01,2020-05-18,2020-05-27,5708.94
17,17,9 day ahead inc death,quantile,0.01,2020-05-18,2020-05-27,93.96
18,17,10 day ahead cum death,quantile,0.01,2020-05-18,2020-05-28,5844.71
19,17,10 day ahead inc death,quantile,0.01,2020-05-18,2020-05-28,99.97
20,17,11 day ahead cum death,quantile,0.01,2020-05-18,2020-05-29,5931.96
21,17,11 day ahead inc death,quantile,0.01,2020-05-18,2020-05-29,86.98
22,17,12 day ahead cum death,quantile,0.01,2020-05-18,2020-05-30,6067.97
23,17,12 day ahead inc death,quantile,0.01,2020-05-18,2020-05-30,89.99
24,17,13 day ahead cum death,quantile,0.01,2020-05-18,2020-05-31,6197.84
25,17,13 day ahead inc death,quantile,0.01,2020-05-18,2020-05-31,84.0
26,17,14 day ahead cum death,quantile,0.01,2020-05-18,2020-06-01,6347.37
27,17,14 day ahead inc death,quantile,0.01,2020-05-18,2020-06-01,91.96
28,17,15 day ahead cum death,quantile,0.01,2020-05-18,2020-06-02,6487.37
29,17,15 day ahead inc death,quantile,0.01,2020-05-18,2020-06-02,87.98
30,17,16 day ahead cum death,quantile,0.01,2020-05-18,2020-06-03,6634.13
31,17,16 day ahead inc death,quantile,0.01,2020-05-18,2020-06-03,92.92
32,17,17 day ahead cum death,quantile,0.01,2020-05-18,2020-06-04,6751.41
33,17,17 day ahead inc death,quantile,0.01,2020-05-18,2020-06-04,85.91
34,17,18 day ahead cum death,quantile,0.01,2020-05-18,2020-06-05,6869.63
35,17,18 day ahead inc death,quantile,0.01,2020-05-18,2020-06-05,94.9
36,17,19 day ahead cum death,quantile,0.01,2020-05-18,2020-06-06,7005.52
37,17,19 day ahead inc death,quantile,0.01,2020-05-18,2020-06-06,98.98
38,17,20 day ahead cum death,quantile,0.01,2020-05-18,2020-06-07,7136.47
39,17,20 day ahead inc death,quantile,0.01,2020-05-18,2020-06-07,90.94
40,17,21 day ahead cum death,quantile,0.01,2020-05-18,2020-06-08,7230.9
41,17,21 day ahead inc death,quantile,0.01,2020-05-18,2020-06-08,90.93
42,17,22 day ahead cum death,quantile,0.01,2020-05-18,2020-06-09,7360.77
43,17,22 day ahead inc death,quantile,0.01,2020-05-18,2020-06-09,103.98
44,17,23 day ahead cum death,quantile,0.01,2020-05-18,2020-06-10,7513.78
45,17,23 day ahead inc death,quantile,0.01,2020-05-18,2020-06-10,96.77
46,17,24 day ahead cum death,quantile,0.01,2020-05-18,2020-06-11,7640.68
47,17,24 day ahead inc death,quantile,0.01,2020-05-18,2020-06-11,87.95
48,17,25 day ahead cum death,quantile,0.01,2020-05-18,2020-06-12,7734.92
49,17,25 day ahead inc death,quantile,0.01,2020-05-18,2020-06-12,94.0
50,17,26 day ahead cum death,quantile,0.01,2020-05-18,2020-06-13,7890.89
51,17,26 day ahead inc death,quantile,0.01,2020-05-18,2020-06-13,95.99
52,17,27 day ahead cum death,quantile,0.01,2020-05-18,2020-06-14,8044.51
53,17,27 day ahead inc death,quantile,0.01,2020-05-18,2020-06-14,95.96
54,17,28 day ahead cum death,quantile,0.01,2020-05-18,2020-06-15,8204.05
55,17,28 day ahead inc death,quantile,0.01,2020-05-18,2020-06-15,99.99
56,17,29 day ahead cum death,quantile,0.01,2020-05-18,2020-06-16,8329.64
57,17,29 day ahead inc death,quantile,0.01,2020-05-18,2020-06-16,115.92
58,17,30 day ahead cum death,quantile,0.01,2020-05-18,2020-06-17,8477.88
59,17,30 day ahead inc death,quantile,0.01,2020-05-18,2020-06-17,123.99
60,17,31 day ahead cum death,quantile,0.01,2020-05-18,2020-06-18,8652.83
61,17,31 day ahead inc death,quantile,0.01,2020-05-18,2020-06-18,131.92
62,17,32 day ahead cum death,quantile,0.01,2020-05-18,2020-06-19,8828.93
