"","forecast_date","target","target_end_date","location","location_name","type","quantile","value"
"1",2020-07-05,"6 day ahead inc death",2020-07-11,"US","US","point",NA,432.142212728359
"2",2020-07-05,"5 day ahead inc death",2020-07-10,"US","US","point",NA,443.278557024663
"3",2020-07-05,"4 day ahead inc death",2020-07-09,"US","US","point",NA,454.701223366312
"4",2020-07-05,"3 day ahead inc death",2020-07-08,"US","US","point",NA,466.417573263694
"5",2020-07-05,"2 day ahead inc death",2020-07-07,"US","US","point",NA,478.435157495929
"6",2020-07-05,"1 day ahead inc death",2020-07-06,"US","US","point",NA,490.761720977229
"7",2020-07-05,"6 day ahead cum death",2020-07-11,"US","US","point",NA,132945.141652604
"8",2020-07-05,"5 day ahead cum death",2020-07-10,"US","US","point",NA,132512.999439876
"9",2020-07-05,"4 day ahead cum death",2020-07-09,"US","US","point",NA,132069.720882851
"10",2020-07-05,"3 day ahead cum death",2020-07-08,"US","US","point",NA,131615.019659485
"11",2020-07-05,"2 day ahead cum death",2020-07-07,"US","US","point",NA,131148.602086221
"12",2020-07-05,"1 day ahead cum death",2020-07-06,"US","US","point",NA,130670.166928725
"13",2020-07-05,"6 day ahead inc death",2020-07-11,"01","Alabama","point",NA,12.8439082423192
"14",2020-07-05,"5 day ahead inc death",2020-07-10,"01","Alabama","point",NA,12.847389742052
"15",2020-07-05,"4 day ahead inc death",2020-07-09,"01","Alabama","point",NA,12.8508721173209
"16",2020-07-05,"3 day ahead inc death",2020-07-08,"01","Alabama","point",NA,12.854355368346
"17",2020-07-05,"2 day ahead inc death",2020-07-07,"01","Alabama","point",NA,12.8578394953474
"18",2020-07-05,"1 day ahead inc death",2020-07-06,"01","Alabama","point",NA,12.8613244985456
"19",2020-07-05,"6 day ahead inc death",2020-07-11,"02","Alaska","point",NA,0.862634256659483
"20",2020-07-05,"5 day ahead inc death",2020-07-10,"02","Alaska","point",NA,0.824108775116915
"21",2020-07-05,"4 day ahead inc death",2020-07-09,"02","Alaska","point",NA,0.779997581814293
"22",2020-07-05,"3 day ahead inc death",2020-07-08,"02","Alaska","point",NA,0.728570683324726
"23",2020-07-05,"2 day ahead inc death",2020-07-07,"02","Alaska","point",NA,0.685172274229316
"24",2020-07-05,"1 day ahead inc death",2020-07-06,"02","Alaska","point",NA,0.639998979714388
"25",2020-07-05,"6 day ahead inc death",2020-07-11,"04","Arizona","point",NA,38.7892705442109
"26",2020-07-05,"5 day ahead inc death",2020-07-10,"04","Arizona","point",NA,38.475409681067
"27",2020-07-05,"4 day ahead inc death",2020-07-09,"04","Arizona","point",NA,38.1649615285864
"28",2020-07-05,"3 day ahead inc death",2020-07-08,"04","Arizona","point",NA,37.8578844522617
"29",2020-07-05,"2 day ahead inc death",2020-07-07,"04","Arizona","point",NA,37.5541373855172
"30",2020-07-05,"1 day ahead inc death",2020-07-06,"04","Arizona","point",NA,37.2536798213416
"31",2020-07-05,"6 day ahead inc death",2020-07-11,"05","Arkansas","point",NA,3.61639404296875
"32",2020-07-05,"5 day ahead inc death",2020-07-10,"05","Arkansas","point",NA,3.6322021484375
"33",2020-07-05,"4 day ahead inc death",2020-07-09,"05","Arkansas","point",NA,3.67041015625
"34",2020-07-05,"3 day ahead inc death",2020-07-08,"05","Arkansas","point",NA,3.7181396484375
"35",2020-07-05,"2 day ahead inc death",2020-07-07,"05","Arkansas","point",NA,3.76547241210938
"36",2020-07-05,"1 day ahead inc death",2020-07-06,"05","Arkansas","point",NA,3.8238525390625
"37",2020-07-05,"6 day ahead inc death",2020-07-11,"06","California","point",NA,49.7027780242724
"38",2020-07-05,"5 day ahead inc death",2020-07-10,"06","California","point",NA,50.7377163631982
"39",2020-07-05,"4 day ahead inc death",2020-07-09,"06","California","point",NA,51.7237121720873
"40",2020-07-05,"3 day ahead inc death",2020-07-08,"06","California","point",NA,52.877565481489
"41",2020-07-05,"2 day ahead inc death",2020-07-07,"06","California","point",NA,53.6994102931494
"42",2020-07-05,"1 day ahead inc death",2020-07-06,"06","California","point",NA,54.9289520299162
"43",2020-07-05,"6 day ahead inc death",2020-07-11,"08","Colorado","point",NA,3.261962890625
"44",2020-07-05,"5 day ahead inc death",2020-07-10,"08","Colorado","point",NA,3.2620849609375
"45",2020-07-05,"4 day ahead inc death",2020-07-09,"08","Colorado","point",NA,3.2620849609375
"46",2020-07-05,"3 day ahead inc death",2020-07-08,"08","Colorado","point",NA,3.26220703125
"47",2020-07-05,"2 day ahead inc death",2020-07-07,"08","Colorado","point",NA,3.2623291015625
"48",2020-07-05,"1 day ahead inc death",2020-07-06,"08","Colorado","point",NA,3.262451171875
"49",2020-07-05,"6 day ahead inc death",2020-07-11,"09","Connecticut","point",NA,2.52186395394074
"50",2020-07-05,"5 day ahead inc death",2020-07-10,"09","Connecticut","point",NA,2.68595743535388
"51",2020-07-05,"4 day ahead inc death",2020-07-09,"09","Connecticut","point",NA,2.85769649052963
"52",2020-07-05,"3 day ahead inc death",2020-07-08,"09","Connecticut","point",NA,3.03743734810996
"53",2020-07-05,"2 day ahead inc death",2020-07-07,"09","Connecticut","point",NA,3.22555283442671
"54",2020-07-05,"1 day ahead inc death",2020-07-06,"09","Connecticut","point",NA,3.42243314683037
"55",2020-07-05,"6 day ahead inc death",2020-07-11,"10","Delaware","point",NA,0.345279356844003
"56",2020-07-05,"5 day ahead inc death",2020-07-10,"10","Delaware","point",NA,0.382585854783315
"57",2020-07-05,"4 day ahead inc death",2020-07-09,"10","Delaware","point",NA,0.426444891306346
"58",2020-07-05,"3 day ahead inc death",2020-07-08,"10","Delaware","point",NA,0.48503295100079
"59",2020-07-05,"2 day ahead inc death",2020-07-07,"10","Delaware","point",NA,0.554487737966042
"60",2020-07-05,"1 day ahead inc death",2020-07-06,"10","Delaware","point",NA,0.65686849695112
"61",2020-07-05,"6 day ahead inc death",2020-07-11,"11","District of Columbia","point",NA,1.3826904296875
"62",2020-07-05,"5 day ahead inc death",2020-07-10,"11","District of Columbia","point",NA,1.3826904296875
"63",2020-07-05,"4 day ahead inc death",2020-07-09,"11","District of Columbia","point",NA,1.3826904296875
"64",2020-07-05,"3 day ahead inc death",2020-07-08,"11","District of Columbia","point",NA,1.3826904296875
"65",2020-07-05,"2 day ahead inc death",2020-07-07,"11","District of Columbia","point",NA,1.3826904296875
"66",2020-07-05,"1 day ahead inc death",2020-07-06,"11","District of Columbia","point",NA,1.3826904296875
"67",2020-07-05,"6 day ahead inc death",2020-07-11,"12","Florida","point",NA,48.5459621107098
"68",2020-07-05,"5 day ahead inc death",2020-07-10,"12","Florida","point",NA,48.535995655528
"69",2020-07-05,"4 day ahead inc death",2020-07-09,"12","Florida","point",NA,48.3780990292021
"70",2020-07-05,"3 day ahead inc death",2020-07-08,"12","Florida","point",NA,48.2011592948047
"71",2020-07-05,"2 day ahead inc death",2020-07-07,"12","Florida","point",NA,47.8504254762329
"72",2020-07-05,"1 day ahead inc death",2020-07-06,"12","Florida","point",NA,47.6280649452633
"73",2020-07-05,"6 day ahead inc death",2020-07-11,"13","Georgia","point",NA,7.68955465010322
"74",2020-07-05,"5 day ahead inc death",2020-07-10,"13","Georgia","point",NA,8.00751342871035
"75",2020-07-05,"4 day ahead inc death",2020-07-09,"13","Georgia","point",NA,8.33281258453326
"76",2020-07-05,"3 day ahead inc death",2020-07-08,"13","Georgia","point",NA,8.75966927283434
"77",2020-07-05,"2 day ahead inc death",2020-07-07,"13","Georgia","point",NA,9.12076873042633
"78",2020-07-05,"1 day ahead inc death",2020-07-06,"13","Georgia","point",NA,9.71973984180295
"79",2020-07-05,"6 day ahead inc death",2020-07-11,"66","Guam","point",NA,0
"80",2020-07-05,"5 day ahead inc death",2020-07-10,"66","Guam","point",NA,0
"81",2020-07-05,"4 day ahead inc death",2020-07-09,"66","Guam","point",NA,0
"82",2020-07-05,"3 day ahead inc death",2020-07-08,"66","Guam","point",NA,0
"83",2020-07-05,"2 day ahead inc death",2020-07-07,"66","Guam","point",NA,0
"84",2020-07-05,"1 day ahead inc death",2020-07-06,"66","Guam","point",NA,0
"85",2020-07-05,"6 day ahead inc death",2020-07-11,"15","Hawaii","point",NA,0.431639350350963
"86",2020-07-05,"5 day ahead inc death",2020-07-10,"15","Hawaii","point",NA,0.410624881959937
"87",2020-07-05,"4 day ahead inc death",2020-07-09,"15","Hawaii","point",NA,0.389248162739449
"88",2020-07-05,"3 day ahead inc death",2020-07-08,"15","Hawaii","point",NA,0.366334305321956
"89",2020-07-05,"2 day ahead inc death",2020-07-07,"15","Hawaii","point",NA,0.347924344963801
"90",2020-07-05,"1 day ahead inc death",2020-07-06,"15","Hawaii","point",NA,0.325128737157232
"91",2020-07-05,"6 day ahead inc death",2020-07-11,"16","Idaho","point",NA,0.316612243652344
"92",2020-07-05,"5 day ahead inc death",2020-07-10,"16","Idaho","point",NA,0.318885803222656
"93",2020-07-05,"4 day ahead inc death",2020-07-09,"16","Idaho","point",NA,0.321151733398438
"94",2020-07-05,"3 day ahead inc death",2020-07-08,"16","Idaho","point",NA,0.323501586914062
"95",2020-07-05,"2 day ahead inc death",2020-07-07,"16","Idaho","point",NA,0.325828552246094
"96",2020-07-05,"1 day ahead inc death",2020-07-06,"16","Idaho","point",NA,0.328147888183594
"97",2020-07-05,"6 day ahead inc death",2020-07-11,"17","Illinois","point",NA,14.2187328152968
"98",2020-07-05,"5 day ahead inc death",2020-07-10,"17","Illinois","point",NA,14.914658948971
"99",2020-07-05,"4 day ahead inc death",2020-07-09,"17","Illinois","point",NA,15.6424085721173
"100",2020-07-05,"3 day ahead inc death",2020-07-08,"17","Illinois","point",NA,16.4034369174587
"101",2020-07-05,"2 day ahead inc death",2020-07-07,"17","Illinois","point",NA,17.1992657629744
"102",2020-07-05,"1 day ahead inc death",2020-07-06,"17","Illinois","point",NA,18.031486474898
"103",2020-07-05,"6 day ahead inc death",2020-07-11,"18","Indiana","point",NA,11.5531359189704
"104",2020-07-05,"5 day ahead inc death",2020-07-10,"18","Indiana","point",NA,11.5342553625278
"105",2020-07-05,"4 day ahead inc death",2020-07-09,"18","Indiana","point",NA,11.5154032034043
"106",2020-07-05,"3 day ahead inc death",2020-07-08,"18","Indiana","point",NA,11.4965793988899
"107",2020-07-05,"2 day ahead inc death",2020-07-07,"18","Indiana","point",NA,11.4777839063368
"108",2020-07-05,"1 day ahead inc death",2020-07-06,"18","Indiana","point",NA,11.4590166831631
"109",2020-07-05,"6 day ahead inc death",2020-07-11,"19","Iowa","point",NA,1.35240675012608
"110",2020-07-05,"5 day ahead inc death",2020-07-10,"19","Iowa","point",NA,1.44034240071164
"111",2020-07-05,"4 day ahead inc death",2020-07-09,"19","Iowa","point",NA,1.5315651863317
"112",2020-07-05,"3 day ahead inc death",2020-07-08,"19","Iowa","point",NA,1.62619798384753
"113",2020-07-05,"2 day ahead inc death",2020-07-07,"19","Iowa","point",NA,1.72436826339788
"114",2020-07-05,"1 day ahead inc death",2020-07-06,"19","Iowa","point",NA,1.82620826010066
"115",2020-07-05,"6 day ahead inc death",2020-07-11,"20","Kansas","point",NA,2.10681424881619
"116",2020-07-05,"5 day ahead inc death",2020-07-10,"20","Kansas","point",NA,2.10722660146251
"117",2020-07-05,"4 day ahead inc death",2020-07-09,"20","Kansas","point",NA,2.10763900883842
"118",2020-07-05,"3 day ahead inc death",2020-07-08,"20","Kansas","point",NA,2.10805147095118
"119",2020-07-05,"2 day ahead inc death",2020-07-07,"20","Kansas","point",NA,2.10846398780808
"120",2020-07-05,"1 day ahead inc death",2020-07-06,"20","Kansas","point",NA,2.10887655941633
"121",2020-07-05,"6 day ahead inc death",2020-07-11,"21","Kentucky","point",NA,3.74840531395887
"122",2020-07-05,"5 day ahead inc death",2020-07-10,"21","Kentucky","point",NA,3.80657669308459
"123",2020-07-05,"4 day ahead inc death",2020-07-09,"21","Kentucky","point",NA,3.85772955450273
"124",2020-07-05,"3 day ahead inc death",2020-07-08,"21","Kentucky","point",NA,3.93425385940066
"125",2020-07-05,"2 day ahead inc death",2020-07-07,"21","Kentucky","point",NA,3.97852481715881
"126",2020-07-05,"1 day ahead inc death",2020-07-06,"21","Kentucky","point",NA,4.07752291834993
"127",2020-07-05,"6 day ahead inc death",2020-07-11,"22","Louisiana","point",NA,12.894775390625
"128",2020-07-05,"5 day ahead inc death",2020-07-10,"22","Louisiana","point",NA,12.87939453125
"129",2020-07-05,"4 day ahead inc death",2020-07-09,"22","Louisiana","point",NA,12.87646484375
"130",2020-07-05,"3 day ahead inc death",2020-07-08,"22","Louisiana","point",NA,12.893310546875
"131",2020-07-05,"2 day ahead inc death",2020-07-07,"22","Louisiana","point",NA,12.92431640625
"132",2020-07-05,"1 day ahead inc death",2020-07-06,"22","Louisiana","point",NA,12.919189453125
"133",2020-07-05,"6 day ahead inc death",2020-07-11,"23","Maine","point",NA,0.443397521972656
"134",2020-07-05,"5 day ahead inc death",2020-07-10,"23","Maine","point",NA,0.443397521972656
"135",2020-07-05,"4 day ahead inc death",2020-07-09,"23","Maine","point",NA,0.443397521972656
"136",2020-07-05,"3 day ahead inc death",2020-07-08,"23","Maine","point",NA,0.443397521972656
"137",2020-07-05,"2 day ahead inc death",2020-07-07,"23","Maine","point",NA,0.443397521972656
"138",2020-07-05,"1 day ahead inc death",2020-07-06,"23","Maine","point",NA,0.443397521972656
"139",2020-07-05,"6 day ahead inc death",2020-07-11,"24","Maryland","point",NA,11.88525390625
"140",2020-07-05,"5 day ahead inc death",2020-07-10,"24","Maryland","point",NA,11.88525390625
"141",2020-07-05,"4 day ahead inc death",2020-07-09,"24","Maryland","point",NA,11.885498046875
"142",2020-07-05,"3 day ahead inc death",2020-07-08,"24","Maryland","point",NA,11.885498046875
"143",2020-07-05,"2 day ahead inc death",2020-07-07,"24","Maryland","point",NA,11.885498046875
"144",2020-07-05,"1 day ahead inc death",2020-07-06,"24","Maryland","point",NA,11.885498046875
"145",2020-07-05,"6 day ahead inc death",2020-07-11,"25","Massachusetts","point",NA,20.509765625
"146",2020-07-05,"5 day ahead inc death",2020-07-10,"25","Massachusetts","point",NA,20.509765625
"147",2020-07-05,"4 day ahead inc death",2020-07-09,"25","Massachusetts","point",NA,20.509765625
"148",2020-07-05,"3 day ahead inc death",2020-07-08,"25","Massachusetts","point",NA,20.5087890625
"149",2020-07-05,"2 day ahead inc death",2020-07-07,"25","Massachusetts","point",NA,20.5087890625
"150",2020-07-05,"1 day ahead inc death",2020-07-06,"25","Massachusetts","point",NA,20.5078125
"151",2020-07-05,"6 day ahead inc death",2020-07-11,"26","Michigan","point",NA,5.60657829591219
"152",2020-07-05,"5 day ahead inc death",2020-07-10,"26","Michigan","point",NA,5.8368655287486
"153",2020-07-05,"4 day ahead inc death",2020-07-09,"26","Michigan","point",NA,6.09482853258214
"154",2020-07-05,"3 day ahead inc death",2020-07-08,"26","Michigan","point",NA,6.35357102979106
