,Unnamed: 0,location,target,type,quantile,forecast_date,target_end_date,value
14,14,US,1 wk ahead cum death,point,,2020-06-07,2020-06-13,115412
799,799,01,1 wk ahead cum death,point,,2020-06-07,2020-06-13,817
800,800,02,1 wk ahead cum death,point,,2020-06-07,2020-06-13,10
801,801,60,1 wk ahead cum death,point,,2020-06-07,2020-06-13,0
802,802,04,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1195
803,803,05,1 wk ahead cum death,point,,2020-06-07,2020-06-13,164
804,804,06,1 wk ahead cum death,point,,2020-06-07,2020-06-13,5174
805,805,08,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1581
806,806,09,1 wk ahead cum death,point,,2020-06-07,2020-06-13,4225
807,807,10,1 wk ahead cum death,point,,2020-06-07,2020-06-13,404
808,808,11,1 wk ahead cum death,point,,2020-06-07,2020-06-13,511
809,809,12,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2976
810,810,13,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2283
811,811,66,1 wk ahead cum death,point,,2020-06-07,2020-06-13,5
812,812,15,1 wk ahead cum death,point,,2020-06-07,2020-06-13,17
813,813,16,1 wk ahead cum death,point,,2020-06-07,2020-06-13,83
814,814,17,1 wk ahead cum death,point,,2020-06-07,2020-06-13,6310
815,815,18,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2504
816,816,19,1 wk ahead cum death,point,,2020-06-07,2020-06-13,656
817,817,20,1 wk ahead cum death,point,,2020-06-07,2020-06-13,255
818,818,21,1 wk ahead cum death,point,,2020-06-07,2020-06-13,513
819,819,22,1 wk ahead cum death,point,,2020-06-07,2020-06-13,3075
820,820,23,1 wk ahead cum death,point,,2020-06-07,2020-06-13,109
821,821,24,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2991
822,822,25,1 wk ahead cum death,point,,2020-06-07,2020-06-13,7594
823,823,26,1 wk ahead cum death,point,,2020-06-07,2020-06-13,5679
824,824,27,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1375
825,825,28,1 wk ahead cum death,point,,2020-06-07,2020-06-13,871
826,826,29,1 wk ahead cum death,point,,2020-06-07,2020-06-13,885
827,827,30,1 wk ahead cum death,point,,2020-06-07,2020-06-13,22
828,828,31,1 wk ahead cum death,point,,2020-06-07,2020-06-13,187
829,829,32,1 wk ahead cum death,point,,2020-06-07,2020-06-13,462
830,830,33,1 wk ahead cum death,point,,2020-06-07,2020-06-13,318
831,831,34,1 wk ahead cum death,point,,2020-06-07,2020-06-13,12586
832,832,35,1 wk ahead cum death,point,,2020-06-07,2020-06-13,423
833,833,36,1 wk ahead cum death,point,,2020-06-07,2020-06-13,30654
834,834,37,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1104
835,835,38,1 wk ahead cum death,point,,2020-06-07,2020-06-13,94
836,836,69,1 wk ahead cum death,point,,2020-06-07,2020-06-13,20
837,837,39,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2484
838,838,40,1 wk ahead cum death,point,,2020-06-07,2020-06-13,357
839,839,41,1 wk ahead cum death,point,,2020-06-07,2020-06-13,168
840,840,42,1 wk ahead cum death,point,,2020-06-07,2020-06-13,6283
841,841,72,1 wk ahead cum death,point,,2020-06-07,2020-06-13,149
842,842,44,1 wk ahead cum death,point,,2020-06-07,2020-06-13,831
843,843,45,1 wk ahead cum death,point,,2020-06-07,2020-06-13,678
844,844,46,1 wk ahead cum death,point,,2020-06-07,2020-06-13,68
845,845,47,1 wk ahead cum death,point,,2020-06-07,2020-06-13,473
846,846,48,1 wk ahead cum death,point,,2020-06-07,2020-06-13,2035
847,847,49,1 wk ahead cum death,point,,2020-06-07,2020-06-13,135
848,848,50,1 wk ahead cum death,point,,2020-06-07,2020-06-13,55
849,849,78,1 wk ahead cum death,point,,2020-06-07,2020-06-13,6
850,850,51,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1517
851,851,53,1 wk ahead cum death,point,,2020-06-07,2020-06-13,1207
852,852,54,1 wk ahead cum death,point,,2020-06-07,2020-06-13,102
853,853,55,1 wk ahead cum death,point,,2020-06-07,2020-06-13,711
854,854,56,1 wk ahead cum death,point,,2020-06-07,2020-06-13,17
