forecast_date,target,target_end_date,quantile,value,location,type
2021-03-29,1 day ahead inc hosp,2021-03-30,0.01,0.0,02,quantile
2021-03-29,2 day ahead inc hosp,2021-03-31,0.01,0.0,02,quantile
2021-03-29,3 day ahead inc hosp,2021-04-01,0.01,0.0,02,quantile
2021-03-29,4 day ahead inc hosp,2021-04-02,0.01,0.0,02,quantile
2021-03-29,5 day ahead inc hosp,2021-04-03,0.01,0.0,02,quantile
2021-03-29,6 day ahead inc hosp,2021-04-04,0.01,0.0,02,quantile
2021-03-29,7 day ahead inc hosp,2021-04-05,0.01,0.0,02,quantile
2021-03-29,8 day ahead inc hosp,2021-04-06,0.01,0.0,02,quantile
2021-03-29,9 day ahead inc hosp,2021-04-07,0.01,0.0,02,quantile
2021-03-29,10 day ahead inc hosp,2021-04-08,0.01,0.0,02,quantile
2021-03-29,11 day ahead inc hosp,2021-04-09,0.01,0.0,02,quantile
2021-03-29,12 day ahead inc hosp,2021-04-10,0.01,0.0,02,quantile
2021-03-29,13 day ahead inc hosp,2021-04-11,0.01,0.0,02,quantile
2021-03-29,14 day ahead inc hosp,2021-04-12,0.01,0.0,02,quantile
2021-03-29,15 day ahead inc hosp,2021-04-13,0.01,0.0,02,quantile
2021-03-29,16 day ahead inc hosp,2021-04-14,0.01,0.0,02,quantile
2021-03-29,17 day ahead inc hosp,2021-04-15,0.01,0.0,02,quantile
2021-03-29,18 day ahead inc hosp,2021-04-16,0.01,0.0,02,quantile
2021-03-29,19 day ahead inc hosp,2021-04-17,0.01,0.0,02,quantile
2021-03-29,20 day ahead inc hosp,2021-04-18,0.01,0.0,02,quantile
2021-03-29,21 day ahead inc hosp,2021-04-19,0.01,0.0,02,quantile
2021-03-29,22 day ahead inc hosp,2021-04-20,0.01,0.0,02,quantile
2021-03-29,23 day ahead inc hosp,2021-04-21,0.01,0.0,02,quantile
2021-03-29,24 day ahead inc hosp,2021-04-22,0.01,0.0,02,quantile
2021-03-29,25 day ahead inc hosp,2021-04-23,0.01,0.0,02,quantile
2021-03-29,26 day ahead inc hosp,2021-04-24,0.01,0.0,02,quantile
2021-03-29,27 day ahead inc hosp,2021-04-25,0.01,0.0,02,quantile
2021-03-29,28 day ahead inc hosp,2021-04-26,0.01,0.0,02,quantile
2021-03-29,29 day ahead inc hosp,2021-04-27,0.01,0.0,02,quantile
2021-03-29,30 day ahead inc hosp,2021-04-28,0.01,0.0,02,quantile
2021-03-29,1 day ahead inc hosp,2021-03-30,0.025,0.0,02,quantile
2021-03-29,2 day ahead inc hosp,2021-03-31,0.025,0.0,02,quantile
2021-03-29,3 day ahead inc hosp,2021-04-01,0.025,0.0,02,quantile
2021-03-29,4 day ahead inc hosp,2021-04-02,0.025,0.0,02,quantile
2021-03-29,5 day ahead inc hosp,2021-04-03,0.025,0.0,02,quantile
2021-03-29,6 day ahead inc hosp,2021-04-04,0.025,0.0,02,quantile
2021-03-29,7 day ahead inc hosp,2021-04-05,0.025,0.0,02,quantile
2021-03-29,8 day ahead inc hosp,2021-04-06,0.025,0.0,02,quantile
2021-03-29,9 day ahead inc hosp,2021-04-07,0.025,0.0,02,quantile
2021-03-29,10 day ahead inc hosp,2021-04-08,0.025,0.0,02,quantile
2021-03-29,11 day ahead inc hosp,2021-04-09,0.025,0.0,02,quantile
2021-03-29,12 day ahead inc hosp,2021-04-10,0.025,0.0,02,quantile
2021-03-29,13 day ahead inc hosp,2021-04-11,0.025,0.0,02,quantile
2021-03-29,14 day ahead inc hosp,2021-04-12,0.025,0.0,02,quantile
2021-03-29,15 day ahead inc hosp,2021-04-13,0.025,0.0,02,quantile
2021-03-29,16 day ahead inc hosp,2021-04-14,0.025,0.0,02,quantile
2021-03-29,17 day ahead inc hosp,2021-04-15,0.025,0.0,02,quantile
2021-03-29,18 day ahead inc hosp,2021-04-16,0.025,0.0,02,quantile
2021-03-29,19 day ahead inc hosp,2021-04-17,0.025,0.0,02,quantile
