forecast_date,target,target_end_date,quantile,value,location,type
2021-06-27,1 day ahead inc hosp,2021-06-28,0.01,0.0,02,quantile
2021-06-27,2 day ahead inc hosp,2021-06-29,0.01,0.0,02,quantile
2021-06-27,3 day ahead inc hosp,2021-06-30,0.01,0.0,02,quantile
2021-06-27,4 day ahead inc hosp,2021-07-01,0.01,0.0,02,quantile
2021-06-27,5 day ahead inc hosp,2021-07-02,0.01,0.0,02,quantile
2021-06-27,6 day ahead inc hosp,2021-07-03,0.01,0.0,02,quantile
2021-06-27,7 day ahead inc hosp,2021-07-04,0.01,0.0,02,quantile
2021-06-27,8 day ahead inc hosp,2021-07-05,0.01,0.0,02,quantile
2021-06-27,9 day ahead inc hosp,2021-07-06,0.01,0.0,02,quantile
2021-06-27,10 day ahead inc hosp,2021-07-07,0.01,0.0,02,quantile
2021-06-27,11 day ahead inc hosp,2021-07-08,0.01,0.0,02,quantile
2021-06-27,12 day ahead inc hosp,2021-07-09,0.01,0.0,02,quantile
2021-06-27,13 day ahead inc hosp,2021-07-10,0.01,0.0,02,quantile
2021-06-27,14 day ahead inc hosp,2021-07-11,0.01,0.0,02,quantile
2021-06-27,15 day ahead inc hosp,2021-07-12,0.01,0.0,02,quantile
2021-06-27,16 day ahead inc hosp,2021-07-13,0.01,0.0,02,quantile
2021-06-27,17 day ahead inc hosp,2021-07-14,0.01,0.0,02,quantile
2021-06-27,18 day ahead inc hosp,2021-07-15,0.01,0.0,02,quantile
2021-06-27,19 day ahead inc hosp,2021-07-16,0.01,0.0,02,quantile
2021-06-27,20 day ahead inc hosp,2021-07-17,0.01,0.0,02,quantile
2021-06-27,21 day ahead inc hosp,2021-07-18,0.01,0.0,02,quantile
2021-06-27,22 day ahead inc hosp,2021-07-19,0.01,0.0,02,quantile
2021-06-27,23 day ahead inc hosp,2021-07-20,0.01,0.0,02,quantile
2021-06-27,24 day ahead inc hosp,2021-07-21,0.01,0.0,02,quantile
2021-06-27,25 day ahead inc hosp,2021-07-22,0.01,0.0,02,quantile
2021-06-27,26 day ahead inc hosp,2021-07-23,0.01,0.0,02,quantile
2021-06-27,27 day ahead inc hosp,2021-07-24,0.01,0.0,02,quantile
2021-06-27,28 day ahead inc hosp,2021-07-25,0.01,0.0,02,quantile
2021-06-27,29 day ahead inc hosp,2021-07-26,0.01,0.0,02,quantile
2021-06-27,30 day ahead inc hosp,2021-07-27,0.01,0.0,02,quantile
2021-06-27,31 day ahead inc hosp,2021-07-28,0.01,0.0,02,quantile
2021-06-27,32 day ahead inc hosp,2021-07-29,0.01,0.0,02,quantile
2021-06-27,33 day ahead inc hosp,2021-07-30,0.01,0.0,02,quantile
2021-06-27,34 day ahead inc hosp,2021-07-31,0.01,0.0,02,quantile
2021-06-27,35 day ahead inc hosp,2021-08-01,0.01,0.0,02,quantile
2021-06-27,1 day ahead inc hosp,2021-06-28,0.025,0.0,02,quantile
2021-06-27,2 day ahead inc hosp,2021-06-29,0.025,0.0,02,quantile
2021-06-27,3 day ahead inc hosp,2021-06-30,0.025,0.0,02,quantile
2021-06-27,4 day ahead inc hosp,2021-07-01,0.025,0.0,02,quantile
2021-06-27,5 day ahead inc hosp,2021-07-02,0.025,0.0,02,quantile
2021-06-27,6 day ahead inc hosp,2021-07-03,0.025,0.0,02,quantile
2021-06-27,7 day ahead inc hosp,2021-07-04,0.025,0.0,02,quantile
2021-06-27,8 day ahead inc hosp,2021-07-05,0.025,0.0,02,quantile
2021-06-27,9 day ahead inc hosp,2021-07-06,0.025,0.0,02,quantile
2021-06-27,10 day ahead inc hosp,2021-07-07,0.025,0.0,02,quantile
2021-06-27,11 day ahead inc hosp,2021-07-08,0.025,0.0,02,quantile
2021-06-27,12 day ahead inc hosp,2021-07-09,0.025,0.0,02,quantile
2021-06-27,13 day ahead inc hosp,2021-07-10,0.025,0.0,02,quantile
2021-06-27,14 day ahead inc hosp,2021-07-11,0.025,0.0,02,quantile
2021-06-27,15 day ahead inc hosp,2021-07-12,0.025,0.0,02,quantile
2021-06-27,16 day ahead inc hosp,2021-07-13,0.025,0.0,02,quantile
2021-06-27,17 day ahead inc hosp,2021-07-14,0.025,0.0,02,quantile
2021-06-27,18 day ahead inc hosp,2021-07-15,0.025,0.0,02,quantile
2021-06-27,19 day ahead inc hosp,2021-07-16,0.025,0.0,02,quantile
2021-06-27,20 day ahead inc hosp,2021-07-17,0.025,0.0,02,quantile
2021-06-27,21 day ahead inc hosp,2021-07-18,0.025,0.0,02,quantile
2021-06-27,22 day ahead inc hosp,2021-07-19,0.025,0.0,02,quantile
2021-06-27,23 day ahead inc hosp,2021-07-20,0.025,0.0,02,quantile
2021-06-27,24 day ahead inc hosp,2021-07-21,0.025,0.0,02,quantile
2021-06-27,25 day ahead inc hosp,2021-07-22,0.025,0.0,02,quantile
2021-06-27,26 day ahead inc hosp,2021-07-23,0.025,0.0,02,quantile
2021-06-27,27 day ahead inc hosp,2021-07-24,0.025,0.0,02,quantile
2021-06-27,28 day ahead inc hosp,2021-07-25,0.025,0.0,02,quantile
2021-06-27,29 day ahead inc hosp,2021-07-26,0.025,0.0,02,quantile
2021-06-27,30 day ahead inc hosp,2021-07-27,0.025,0.0,02,quantile
2021-06-27,31 day ahead inc hosp,2021-07-28,0.025,0.0,02,quantile
2021-06-27,32 day ahead inc hosp,2021-07-29,0.025,0.0,02,quantile
2021-06-27,33 day ahead inc hosp,2021-07-30,0.025,0.0,02,quantile
2021-06-27,34 day ahead inc hosp,2021-07-31,0.025,0.0,02,quantile
2021-06-27,35 day ahead inc hosp,2021-08-01,0.025,0.0,02,quantile
2021-06-27,1 day ahead inc hosp,2021-06-28,0.05,0.0,02,quantile
2021-06-27,2 day ahead inc hosp,2021-06-29,0.05,0.0,02,quantile
2021-06-27,3 day ahead inc hosp,2021-06-30,0.05,0.0,02,quantile
2021-06-27,4 day ahead inc hosp,2021-07-01,0.05,0.0,02,quantile
2021-06-27,5 day ahead inc hosp,2021-07-02,0.05,0.0,02,quantile
2021-06-27,6 day ahead inc hosp,2021-07-03,0.05,0.0,02,quantile
2021-06-27,7 day ahead inc hosp,2021-07-04,0.05,0.0,02,quantile
2021-06-27,8 day ahead inc hosp,2021-07-05,0.05,0.0,02,quantile
2021-06-27,9 day ahead inc hosp,2021-07-06,0.05,0.0,02,quantile
2021-06-27,10 day ahead inc hosp,2021-07-07,0.05,0.0,02,quantile
2021-06-27,11 day ahead inc hosp,2021-07-08,0.05,0.0,02,quantile
2021-06-27,12 day ahead inc hosp,2021-07-09,0.05,0.0,02,quantile
2021-06-27,13 day ahead inc hosp,2021-07-10,0.05,0.0,02,quantile
2021-06-27,14 day ahead inc hosp,2021-07-11,0.05,0.0,02,quantile
2021-06-27,15 day ahead inc hosp,2021-07-12,0.05,0.0,02,quantile
2021-06-27,16 day ahead inc hosp,2021-07-13,0.05,0.0,02,quantile
2021-06-27,17 day ahead inc hosp,2021-07-14,0.05,0.0,02,quantile
2021-06-27,18 day ahead inc hosp,2021-07-15,0.05,0.0,02,quantile
2021-06-27,19 day ahead inc hosp,2021-07-16,0.05,0.0,02,quantile
2021-06-27,20 day ahead inc hosp,2021-07-17,0.05,0.0,02,quantile
2021-06-27,21 day ahead inc hosp,2021-07-18,0.05,0.0,02,quantile
2021-06-27,22 day ahead inc hosp,2021-07-19,0.05,0.0,02,quantile
2021-06-27,23 day ahead inc hosp,2021-07-20,0.05,0.0,02,quantile
2021-06-27,24 day ahead inc hosp,2021-07-21,0.05,0.0,02,quantile
2021-06-27,25 day ahead inc hosp,2021-07-22,0.05,0.0,02,quantile
2021-06-27,26 day ahead inc hosp,2021-07-23,0.05,0.0,02,quantile
2021-06-27,27 day ahead inc hosp,2021-07-24,0.05,0.0,02,quantile
2021-06-27,28 day ahead inc hosp,2021-07-25,0.05,0.0,02,quantile
2021-06-27,29 day ahead inc hosp,2021-07-26,0.05,0.0,02,quantile
2021-06-27,30 day ahead inc hosp,2021-07-27,0.05,0.0,02,quantile
