forecast_date,target,target_end_date,quantile,value,location,type
2021-07-11,1 day ahead inc hosp,2021-07-12,0.01,0.0,02,quantile
2021-07-11,2 day ahead inc hosp,2021-07-13,0.01,0.0,02,quantile
2021-07-11,3 day ahead inc hosp,2021-07-14,0.01,0.0,02,quantile
2021-07-11,4 day ahead inc hosp,2021-07-15,0.01,0.0,02,quantile
2021-07-11,5 day ahead inc hosp,2021-07-16,0.01,0.0,02,quantile
2021-07-11,6 day ahead inc hosp,2021-07-17,0.01,0.0,02,quantile
2021-07-11,7 day ahead inc hosp,2021-07-18,0.01,0.0,02,quantile
2021-07-11,8 day ahead inc hosp,2021-07-19,0.01,0.0,02,quantile
2021-07-11,9 day ahead inc hosp,2021-07-20,0.01,0.0,02,quantile
2021-07-11,10 day ahead inc hosp,2021-07-21,0.01,0.0,02,quantile
2021-07-11,11 day ahead inc hosp,2021-07-22,0.01,0.0,02,quantile
2021-07-11,12 day ahead inc hosp,2021-07-23,0.01,0.0,02,quantile
2021-07-11,13 day ahead inc hosp,2021-07-24,0.01,0.0,02,quantile
2021-07-11,14 day ahead inc hosp,2021-07-25,0.01,0.0,02,quantile
2021-07-11,15 day ahead inc hosp,2021-07-26,0.01,0.0,02,quantile
2021-07-11,16 day ahead inc hosp,2021-07-27,0.01,0.0,02,quantile
2021-07-11,17 day ahead inc hosp,2021-07-28,0.01,0.0,02,quantile
2021-07-11,18 day ahead inc hosp,2021-07-29,0.01,0.0,02,quantile
2021-07-11,19 day ahead inc hosp,2021-07-30,0.01,0.0,02,quantile
2021-07-11,20 day ahead inc hosp,2021-07-31,0.01,0.0,02,quantile
2021-07-11,21 day ahead inc hosp,2021-08-01,0.01,0.0,02,quantile
2021-07-11,22 day ahead inc hosp,2021-08-02,0.01,0.0,02,quantile
2021-07-11,23 day ahead inc hosp,2021-08-03,0.01,0.0,02,quantile
2021-07-11,24 day ahead inc hosp,2021-08-04,0.01,0.0,02,quantile
2021-07-11,25 day ahead inc hosp,2021-08-05,0.01,0.0,02,quantile
2021-07-11,26 day ahead inc hosp,2021-08-06,0.01,0.0,02,quantile
2021-07-11,27 day ahead inc hosp,2021-08-07,0.01,0.0,02,quantile
2021-07-11,28 day ahead inc hosp,2021-08-08,0.01,0.0,02,quantile
2021-07-11,29 day ahead inc hosp,2021-08-09,0.01,0.0,02,quantile
2021-07-11,30 day ahead inc hosp,2021-08-10,0.01,0.0,02,quantile
2021-07-11,31 day ahead inc hosp,2021-08-11,0.01,0.0,02,quantile
2021-07-11,32 day ahead inc hosp,2021-08-12,0.01,0.0,02,quantile
2021-07-11,33 day ahead inc hosp,2021-08-13,0.01,0.0,02,quantile
2021-07-11,34 day ahead inc hosp,2021-08-14,0.01,0.0,02,quantile
2021-07-11,35 day ahead inc hosp,2021-08-15,0.01,0.0,02,quantile
2021-07-11,1 day ahead inc hosp,2021-07-12,0.025,0.0,02,quantile
2021-07-11,2 day ahead inc hosp,2021-07-13,0.025,0.0,02,quantile
2021-07-11,3 day ahead inc hosp,2021-07-14,0.025,0.0,02,quantile
2021-07-11,4 day ahead inc hosp,2021-07-15,0.025,0.0,02,quantile
2021-07-11,5 day ahead inc hosp,2021-07-16,0.025,0.0,02,quantile
2021-07-11,6 day ahead inc hosp,2021-07-17,0.025,0.0,02,quantile
2021-07-11,7 day ahead inc hosp,2021-07-18,0.025,0.0,02,quantile
2021-07-11,8 day ahead inc hosp,2021-07-19,0.025,0.0,02,quantile
2021-07-11,9 day ahead inc hosp,2021-07-20,0.025,0.0,02,quantile
2021-07-11,10 day ahead inc hosp,2021-07-21,0.025,0.0,02,quantile
2021-07-11,11 day ahead inc hosp,2021-07-22,0.025,0.0,02,quantile
2021-07-11,12 day ahead inc hosp,2021-07-23,0.025,0.0,02,quantile
2021-07-11,13 day ahead inc hosp,2021-07-24,0.025,0.0,02,quantile
2021-07-11,14 day ahead inc hosp,2021-07-25,0.025,0.0,02,quantile
2021-07-11,15 day ahead inc hosp,2021-07-26,0.025,0.0,02,quantile
2021-07-11,16 day ahead inc hosp,2021-07-27,0.025,0.0,02,quantile
2021-07-11,17 day ahead inc hosp,2021-07-28,0.025,0.0,02,quantile
2021-07-11,18 day ahead inc hosp,2021-07-29,0.025,0.0,02,quantile
2021-07-11,19 day ahead inc hosp,2021-07-30,0.025,0.0,02,quantile
2021-07-11,20 day ahead inc hosp,2021-07-31,0.025,0.0,02,quantile
2021-07-11,21 day ahead inc hosp,2021-08-01,0.025,0.0,02,quantile
2021-07-11,22 day ahead inc hosp,2021-08-02,0.025,0.0,02,quantile
2021-07-11,23 day ahead inc hosp,2021-08-03,0.025,0.0,02,quantile
2021-07-11,24 day ahead inc hosp,2021-08-04,0.025,0.0,02,quantile
2021-07-11,25 day ahead inc hosp,2021-08-05,0.025,0.0,02,quantile
2021-07-11,26 day ahead inc hosp,2021-08-06,0.025,0.0,02,quantile
2021-07-11,27 day ahead inc hosp,2021-08-07,0.025,0.0,02,quantile
2021-07-11,28 day ahead inc hosp,2021-08-08,0.025,0.0,02,quantile
