forecast_date,target,target_end_date,quantile,value,location,type
2020-12-20,1 day ahead inc hosp,2020-12-21,0.01,0.6503045285175819,02,quantile
2020-12-20,2 day ahead inc hosp,2020-12-22,0.01,3.393736150302299,02,quantile
2020-12-20,3 day ahead inc hosp,2020-12-23,0.01,0.0,02,quantile
2020-12-20,4 day ahead inc hosp,2020-12-24,0.01,0.0,02,quantile
2020-12-20,5 day ahead inc hosp,2020-12-25,0.01,0.0,02,quantile
2020-12-20,6 day ahead inc hosp,2020-12-26,0.01,0.0,02,quantile
2020-12-20,7 day ahead inc hosp,2020-12-27,0.01,0.0,02,quantile
2020-12-20,8 day ahead inc hosp,2020-12-28,0.01,0.0,02,quantile
2020-12-20,9 day ahead inc hosp,2020-12-29,0.01,0.0,02,quantile
2020-12-20,10 day ahead inc hosp,2020-12-30,0.01,0.0,02,quantile
2020-12-20,11 day ahead inc hosp,2020-12-31,0.01,0.0,02,quantile
2020-12-20,12 day ahead inc hosp,2021-01-01,0.01,0.0,02,quantile
2020-12-20,13 day ahead inc hosp,2021-01-02,0.01,0.0,02,quantile
2020-12-20,14 day ahead inc hosp,2021-01-03,0.01,0.0,02,quantile
2020-12-20,15 day ahead inc hosp,2021-01-04,0.01,0.0,02,quantile
2020-12-20,16 day ahead inc hosp,2021-01-05,0.01,0.0,02,quantile
2020-12-20,17 day ahead inc hosp,2021-01-06,0.01,0.0,02,quantile
2020-12-20,18 day ahead inc hosp,2021-01-07,0.01,0.0,02,quantile
2020-12-20,19 day ahead inc hosp,2021-01-08,0.01,0.0,02,quantile
2020-12-20,20 day ahead inc hosp,2021-01-09,0.01,0.0,02,quantile
2020-12-20,21 day ahead inc hosp,2021-01-10,0.01,0.0,02,quantile
2020-12-20,22 day ahead inc hosp,2021-01-11,0.01,0.0,02,quantile
2020-12-20,23 day ahead inc hosp,2021-01-12,0.01,0.0,02,quantile
2020-12-20,24 day ahead inc hosp,2021-01-13,0.01,0.0,02,quantile
