forecast_date,target,target_end_date,quantile,value,location,type
2021-10-10,1 day ahead inc hosp,2021-10-11,0.01,12.082844369928472,02,quantile
2021-10-10,2 day ahead inc hosp,2021-10-12,0.01,11.513023054156767,02,quantile
2021-10-10,3 day ahead inc hosp,2021-10-13,0.01,11.728749363631566,02,quantile
2021-10-10,4 day ahead inc hosp,2021-10-14,0.01,10.449548331923175,02,quantile
2021-10-10,5 day ahead inc hosp,2021-10-15,0.01,7.746885986965875,02,quantile
2021-10-10,6 day ahead inc hosp,2021-10-16,0.01,4.184829546274232,02,quantile
2021-10-10,7 day ahead inc hosp,2021-10-17,0.01,3.7893748922397865,02,quantile
2021-10-10,8 day ahead inc hosp,2021-10-18,0.01,6.927371735697514,02,quantile
2021-10-10,9 day ahead inc hosp,2021-10-19,0.01,6.160807500523369,02,quantile
2021-10-10,10 day ahead inc hosp,2021-10-20,0.01,6.149518841472604,02,quantile
2021-10-10,11 day ahead inc hosp,2021-10-21,0.01,4.618267797695919,02,quantile
2021-10-10,12 day ahead inc hosp,2021-10-22,0.01,1.6823054608995616,02,quantile
2021-10-10,13 day ahead inc hosp,2021-10-23,0.01,0.0,02,quantile
2021-10-10,14 day ahead inc hosp,2021-10-24,0.01,0.0,02,quantile
2021-10-10,15 day ahead inc hosp,2021-10-25,0.01,0.27384073706453904,02,quantile
2021-10-10,16 day ahead inc hosp,2021-10-26,0.01,0.0,02,quantile
2021-10-10,17 day ahead inc hosp,2021-10-27,0.01,0.0,02,quantile
2021-10-10,18 day ahead inc hosp,2021-10-28,0.01,0.0,02,quantile
2021-10-10,19 day ahead inc hosp,2021-10-29,0.01,0.0,02,quantile
2021-10-10,20 day ahead inc hosp,2021-10-30,0.01,0.0,02,quantile
2021-10-10,21 day ahead inc hosp,2021-10-31,0.01,0.0,02,quantile
2021-10-10,22 day ahead inc hosp,2021-11-01,0.01,0.0,02,quantile
2021-10-10,23 day ahead inc hosp,2021-11-02,0.01,0.0,02,quantile
2021-10-10,24 day ahead inc hosp,2021-11-03,0.01,0.0,02,quantile
2021-10-10,25 day ahead inc hosp,2021-11-04,0.01,0.0,02,quantile
2021-10-10,26 day ahead inc hosp,2021-11-05,0.01,0.0,02,quantile
2021-10-10,27 day ahead inc hosp,2021-11-06,0.01,0.0,02,quantile
2021-10-10,28 day ahead inc hosp,2021-11-07,0.01,0.0,02,quantile
2021-10-10,29 day ahead inc hosp,2021-11-08,0.01,0.0,02,quantile
2021-10-10,30 day ahead inc hosp,2021-11-09,0.01,0.0,02,quantile
2021-10-10,31 day ahead inc hosp,2021-11-10,0.01,0.0,02,quantile
2021-10-10,32 day ahead inc hosp,2021-11-11,0.01,0.0,02,quantile
2021-10-10,33 day ahead inc hosp,2021-11-12,0.01,0.0,02,quantile
2021-10-10,34 day ahead inc hosp,2021-11-13,0.01,0.0,02,quantile
2021-10-10,35 day ahead inc hosp,2021-11-14,0.01,0.0,02,quantile
2021-10-10,1 day ahead inc hosp,2021-10-11,0.025,13.555701208648081,02,quantile
2021-10-10,2 day ahead inc hosp,2021-10-12,0.025,13.038364230941113,02,quantile
2021-10-10,3 day ahead inc hosp,2021-10-13,0.025,13.320481356652222,02,quantile
2021-10-10,4 day ahead inc hosp,2021-10-14,0.025,12.137738700145858,02,quantile
2021-10-10,5 day ahead inc hosp,2021-10-15,0.025,9.518070534347002,02,quantile
2021-10-10,6 day ahead inc hosp,2021-10-16,0.025,6.033636667454434,02,quantile
2021-10-10,7 day ahead inc hosp,2021-10-17,0.025,5.7147186506332375,02,quantile
