forecast_date,target,target_end_date,quantile,value,location,type
2021-03-22,1 day ahead inc hosp,2021-03-23,0.01,0.0,02,quantile
2021-03-22,2 day ahead inc hosp,2021-03-24,0.01,0.0,02,quantile
2021-03-22,3 day ahead inc hosp,2021-03-25,0.01,0.0,02,quantile
2021-03-22,4 day ahead inc hosp,2021-03-26,0.01,0.0,02,quantile
2021-03-22,5 day ahead inc hosp,2021-03-27,0.01,0.0,02,quantile
2021-03-22,6 day ahead inc hosp,2021-03-28,0.01,0.0,02,quantile
2021-03-22,7 day ahead inc hosp,2021-03-29,0.01,0.0,02,quantile
2021-03-22,8 day ahead inc hosp,2021-03-30,0.01,0.0,02,quantile
2021-03-22,9 day ahead inc hosp,2021-03-31,0.01,0.0,02,quantile
2021-03-22,10 day ahead inc hosp,2021-04-01,0.01,0.0,02,quantile
2021-03-22,11 day ahead inc hosp,2021-04-02,0.01,0.0,02,quantile
2021-03-22,12 day ahead inc hosp,2021-04-03,0.01,0.0,02,quantile
2021-03-22,13 day ahead inc hosp,2021-04-04,0.01,0.0,02,quantile
2021-03-22,14 day ahead inc hosp,2021-04-05,0.01,0.0,02,quantile
2021-03-22,15 day ahead inc hosp,2021-04-06,0.01,0.0,02,quantile
2021-03-22,16 day ahead inc hosp,2021-04-07,0.01,0.0,02,quantile
2021-03-22,17 day ahead inc hosp,2021-04-08,0.01,0.0,02,quantile
2021-03-22,18 day ahead inc hosp,2021-04-09,0.01,0.0,02,quantile
2021-03-22,19 day ahead inc hosp,2021-04-10,0.01,0.0,02,quantile
2021-03-22,20 day ahead inc hosp,2021-04-11,0.01,0.0,02,quantile
2021-03-22,21 day ahead inc hosp,2021-04-12,0.01,0.0,02,quantile
2021-03-22,22 day ahead inc hosp,2021-04-13,0.01,0.0,02,quantile
2021-03-22,23 day ahead inc hosp,2021-04-14,0.01,0.0,02,quantile
2021-03-22,24 day ahead inc hosp,2021-04-15,0.01,0.0,02,quantile
2021-03-22,25 day ahead inc hosp,2021-04-16,0.01,0.0,02,quantile
2021-03-22,26 day ahead inc hosp,2021-04-17,0.01,0.0,02,quantile
2021-03-22,27 day ahead inc hosp,2021-04-18,0.01,0.0,02,quantile
2021-03-22,28 day ahead inc hosp,2021-04-19,0.01,0.0,02,quantile
2021-03-22,29 day ahead inc hosp,2021-04-20,0.01,0.0,02,quantile
2021-03-22,30 day ahead inc hosp,2021-04-21,0.01,0.0,02,quantile
2021-03-22,1 day ahead inc hosp,2021-03-23,0.025,0.0,02,quantile
2021-03-22,2 day ahead inc hosp,2021-03-24,0.025,0.0,02,quantile
2021-03-22,3 day ahead inc hosp,2021-03-25,0.025,0.0,02,quantile
2021-03-22,4 day ahead inc hosp,2021-03-26,0.025,0.0,02,quantile
2021-03-22,5 day ahead inc hosp,2021-03-27,0.025,0.0,02,quantile
2021-03-22,6 day ahead inc hosp,2021-03-28,0.025,0.0,02,quantile
2021-03-22,7 day ahead inc hosp,2021-03-29,0.025,0.0,02,quantile
2021-03-22,8 day ahead inc hosp,2021-03-30,0.025,0.0,02,quantile
2021-03-22,9 day ahead inc hosp,2021-03-31,0.025,0.0,02,quantile
2021-03-22,10 day ahead inc hosp,2021-04-01,0.025,0.0,02,quantile
2021-03-22,11 day ahead inc hosp,2021-04-02,0.025,0.0,02,quantile
2021-03-22,12 day ahead inc hosp,2021-04-03,0.025,0.0,02,quantile
2021-03-22,13 day ahead inc hosp,2021-04-04,0.025,0.0,02,quantile
2021-03-22,14 day ahead inc hosp,2021-04-05,0.025,0.0,02,quantile
2021-03-22,15 day ahead inc hosp,2021-04-06,0.025,0.0,02,quantile
2021-03-22,16 day ahead inc hosp,2021-04-07,0.025,0.0,02,quantile
