forecast_date,target,target_end_date,quantile,value,location,type
2022-01-16,1 day ahead inc hosp,2022-01-17,0.01,9.745891139844854,02,quantile
2022-01-16,2 day ahead inc hosp,2022-01-18,0.01,9.004345492781708,02,quantile
2022-01-16,3 day ahead inc hosp,2022-01-19,0.01,8.090137058009804,02,quantile
2022-01-16,4 day ahead inc hosp,2022-01-20,0.01,8.109486440835893,02,quantile
2022-01-16,5 day ahead inc hosp,2022-01-21,0.01,7.509844447000486,02,quantile
2022-01-16,6 day ahead inc hosp,2022-01-22,0.01,6.736520703980034,02,quantile
2022-01-16,7 day ahead inc hosp,2022-01-23,0.01,7.393824433176448,02,quantile
2022-01-16,8 day ahead inc hosp,2022-01-24,0.01,10.044770521688852,02,quantile
2022-01-16,9 day ahead inc hosp,2022-01-25,0.01,9.085298879709843,02,quantile
2022-01-16,10 day ahead inc hosp,2022-01-26,0.01,7.913503145342398,02,quantile
2022-01-16,11 day ahead inc hosp,2022-01-27,0.01,7.647923710521313,02,quantile
2022-01-16,12 day ahead inc hosp,2022-01-28,0.01,6.785820203451259,02,quantile
2022-01-16,13 day ahead inc hosp,2022-01-29,0.01,5.752186495714234,02,quantile
2022-01-16,14 day ahead inc hosp,2022-01-30,0.01,6.158999842609898,02,quantile
2022-01-16,15 day ahead inc hosp,2022-01-31,0.01,8.583173880992003,02,quantile
2022-01-16,16 day ahead inc hosp,2022-02-01,0.01,7.435261848177948,02,quantile
2022-01-16,17 day ahead inc hosp,2022-02-02,0.01,6.1183168175830716,02,quantile
2022-01-16,18 day ahead inc hosp,2022-02-03,0.01,5.728358887076126,02,quantile
2022-01-16,19 day ahead inc hosp,2022-02-04,0.01,4.748208671784969,02,quantile
2022-01-16,20 day ahead inc hosp,2022-02-05,0.01,3.591409340933268,02,quantile
2022-01-16,21 day ahead inc hosp,2022-02-06,0.01,3.8702990398080424,02,quantile
2022-01-16,22 day ahead inc hosp,2022-02-07,0.01,6.172736137008108,02,quantile
2022-01-16,23 day ahead inc hosp,2022-02-08,0.01,4.893437214540363,02,quantile
2022-01-16,24 day ahead inc hosp,2022-02-09,0.01,3.438199925050583,02,quantile
2022-01-16,25 day ahead inc hosp,2022-02-10,0.01,2.911056962005926,02,quantile
