forecast_date,target,target_end_date,quantile,value,location,type
2021-02-22,1 day ahead inc hosp,2021-02-23,0.01,0.0,02,quantile
2021-02-22,2 day ahead inc hosp,2021-02-24,0.01,0.0,02,quantile
2021-02-22,3 day ahead inc hosp,2021-02-25,0.01,0.0,02,quantile
2021-02-22,4 day ahead inc hosp,2021-02-26,0.01,0.0,02,quantile
2021-02-22,5 day ahead inc hosp,2021-02-27,0.01,0.0,02,quantile
2021-02-22,6 day ahead inc hosp,2021-02-28,0.01,0.0,02,quantile
2021-02-22,7 day ahead inc hosp,2021-03-01,0.01,0.0,02,quantile
2021-02-22,8 day ahead inc hosp,2021-03-02,0.01,0.0,02,quantile
2021-02-22,9 day ahead inc hosp,2021-03-03,0.01,0.0,02,quantile
2021-02-22,10 day ahead inc hosp,2021-03-04,0.01,0.0,02,quantile
2021-02-22,11 day ahead inc hosp,2021-03-05,0.01,0.0,02,quantile
2021-02-22,12 day ahead inc hosp,2021-03-06,0.01,0.0,02,quantile
2021-02-22,13 day ahead inc hosp,2021-03-07,0.01,0.0,02,quantile
2021-02-22,14 day ahead inc hosp,2021-03-08,0.01,0.0,02,quantile
2021-02-22,15 day ahead inc hosp,2021-03-09,0.01,0.0,02,quantile
2021-02-22,16 day ahead inc hosp,2021-03-10,0.01,0.0,02,quantile
2021-02-22,17 day ahead inc hosp,2021-03-11,0.01,0.0,02,quantile
2021-02-22,18 day ahead inc hosp,2021-03-12,0.01,0.0,02,quantile
2021-02-22,19 day ahead inc hosp,2021-03-13,0.01,0.0,02,quantile
2021-02-22,20 day ahead inc hosp,2021-03-14,0.01,0.0,02,quantile
2021-02-22,21 day ahead inc hosp,2021-03-15,0.01,0.0,02,quantile
2021-02-22,22 day ahead inc hosp,2021-03-16,0.01,0.0,02,quantile
2021-02-22,23 day ahead inc hosp,2021-03-17,0.01,0.0,02,quantile
2021-02-22,24 day ahead inc hosp,2021-03-18,0.01,0.0,02,quantile
2021-02-22,25 day ahead inc hosp,2021-03-19,0.01,0.0,02,quantile
2021-02-22,26 day ahead inc hosp,2021-03-20,0.01,0.0,02,quantile
2021-02-22,27 day ahead inc hosp,2021-03-21,0.01,0.0,02,quantile
2021-02-22,28 day ahead inc hosp,2021-03-22,0.01,0.0,02,quantile
