forecast_date,target,target_end_date,quantile,value,location,type
2021-11-28,1 day ahead inc hosp,2021-11-29,0.01,0.45415265179472364,02,quantile
2021-11-28,2 day ahead inc hosp,2021-11-30,0.01,0.0,02,quantile
2021-11-28,3 day ahead inc hosp,2021-12-01,0.01,0.0,02,quantile
2021-11-28,4 day ahead inc hosp,2021-12-02,0.01,0.0,02,quantile
2021-11-28,5 day ahead inc hosp,2021-12-03,0.01,0.0,02,quantile
2021-11-28,6 day ahead inc hosp,2021-12-04,0.01,0.0,02,quantile
2021-11-28,7 day ahead inc hosp,2021-12-05,0.01,0.0,02,quantile
2021-11-28,8 day ahead inc hosp,2021-12-06,0.01,0.0,02,quantile
2021-11-28,9 day ahead inc hosp,2021-12-07,0.01,0.0,02,quantile
2021-11-28,10 day ahead inc hosp,2021-12-08,0.01,0.0,02,quantile
2021-11-28,11 day ahead inc hosp,2021-12-09,0.01,0.0,02,quantile
2021-11-28,12 day ahead inc hosp,2021-12-10,0.01,0.0,02,quantile
2021-11-28,13 day ahead inc hosp,2021-12-11,0.01,0.0,02,quantile
2021-11-28,14 day ahead inc hosp,2021-12-12,0.01,0.0,02,quantile
2021-11-28,15 day ahead inc hosp,2021-12-13,0.01,0.0,02,quantile
2021-11-28,16 day ahead inc hosp,2021-12-14,0.01,0.0,02,quantile
2021-11-28,17 day ahead inc hosp,2021-12-15,0.01,0.0,02,quantile
2021-11-28,18 day ahead inc hosp,2021-12-16,0.01,0.0,02,quantile
2021-11-28,19 day ahead inc hosp,2021-12-17,0.01,0.0,02,quantile
2021-11-28,20 day ahead inc hosp,2021-12-18,0.01,0.0,02,quantile
2021-11-28,21 day ahead inc hosp,2021-12-19,0.01,0.0,02,quantile
2021-11-28,22 day ahead inc hosp,2021-12-20,0.01,0.0,02,quantile
2021-11-28,23 day ahead inc hosp,2021-12-21,0.01,0.0,02,quantile
2021-11-28,24 day ahead inc hosp,2021-12-22,0.01,0.0,02,quantile
2021-11-28,25 day ahead inc hosp,2021-12-23,0.01,0.0,02,quantile
2021-11-28,26 day ahead inc hosp,2021-12-24,0.01,0.0,02,quantile
2021-11-28,27 day ahead inc hosp,2021-12-25,0.01,0.0,02,quantile
2021-11-28,28 day ahead inc hosp,2021-12-26,0.01,0.0,02,quantile
2021-11-28,29 day ahead inc hosp,2021-12-27,0.01,0.0,02,quantile
2021-11-28,30 day ahead inc hosp,2021-12-28,0.01,0.0,02,quantile
2021-11-28,31 day ahead inc hosp,2021-12-29,0.01,0.0,02,quantile
2021-11-28,32 day ahead inc hosp,2021-12-30,0.01,0.0,02,quantile
2021-11-28,33 day ahead inc hosp,2021-12-31,0.01,0.0,02,quantile
2021-11-28,34 day ahead inc hosp,2022-01-01,0.01,0.0,02,quantile
2021-11-28,35 day ahead inc hosp,2022-01-02,0.01,0.0,02,quantile
2021-11-28,1 day ahead inc hosp,2021-11-29,0.025,2.094327901558147,02,quantile
2021-11-28,2 day ahead inc hosp,2021-11-30,0.025,0.3760745824706717,02,quantile
2021-11-28,3 day ahead inc hosp,2021-12-01,0.025,0.0,02,quantile
2021-11-28,4 day ahead inc hosp,2021-12-02,0.025,0.0,02,quantile
2021-11-28,5 day ahead inc hosp,2021-12-03,0.025,0.0,02,quantile
