forecast_date,target,target_end_date,quantile,value,location,type
2021-10-03,1 day ahead inc hosp,2021-10-04,0.01,13.922817049246301,02,quantile
2021-10-03,2 day ahead inc hosp,2021-10-05,0.01,12.530212314661673,02,quantile
2021-10-03,3 day ahead inc hosp,2021-10-06,0.01,12.565510486785024,02,quantile
2021-10-03,4 day ahead inc hosp,2021-10-07,0.01,10.987199748109468,02,quantile
2021-10-03,5 day ahead inc hosp,2021-10-08,0.01,8.087941571722341,02,quantile
2021-10-03,6 day ahead inc hosp,2021-10-09,0.01,4.812520781179124,02,quantile
2021-10-03,7 day ahead inc hosp,2021-10-10,0.01,4.717002322532865,02,quantile
2021-10-03,8 day ahead inc hosp,2021-10-11,0.01,8.183208493230154,02,quantile
2021-10-03,9 day ahead inc hosp,2021-10-12,0.01,6.5720057508819405,02,quantile
2021-10-03,10 day ahead inc hosp,2021-10-13,0.01,6.39673411386641,02,quantile
2021-10-03,11 day ahead inc hosp,2021-10-14,0.01,4.612733355568041,02,quantile
2021-10-03,12 day ahead inc hosp,2021-10-15,0.01,1.5067367153008,02,quantile
2021-10-03,13 day ahead inc hosp,2021-10-16,0.01,0.0,02,quantile
2021-10-03,14 day ahead inc hosp,2021-10-17,0.01,0.0,02,quantile
2021-10-03,15 day ahead inc hosp,2021-10-18,0.01,1.028860000873344,02,quantile
2021-10-03,16 day ahead inc hosp,2021-10-19,0.01,0.0,02,quantile
2021-10-03,17 day ahead inc hosp,2021-10-20,0.01,0.0,02,quantile
2021-10-03,18 day ahead inc hosp,2021-10-21,0.01,0.0,02,quantile
2021-10-03,19 day ahead inc hosp,2021-10-22,0.01,0.0,02,quantile
2021-10-03,20 day ahead inc hosp,2021-10-23,0.01,0.0,02,quantile
2021-10-03,21 day ahead inc hosp,2021-10-24,0.01,0.0,02,quantile
2021-10-03,22 day ahead inc hosp,2021-10-25,0.01,0.0,02,quantile
2021-10-03,23 day ahead inc hosp,2021-10-26,0.01,0.0,02,quantile
2021-10-03,24 day ahead inc hosp,2021-10-27,0.01,0.0,02,quantile
2021-10-03,25 day ahead inc hosp,2021-10-28,0.01,0.0,02,quantile
2021-10-03,26 day ahead inc hosp,2021-10-29,0.01,0.0,02,quantile
2021-10-03,27 day ahead inc hosp,2021-10-30,0.01,0.0,02,quantile
2021-10-03,28 day ahead inc hosp,2021-10-31,0.01,0.0,02,quantile
2021-10-03,29 day ahead inc hosp,2021-11-01,0.01,0.0,02,quantile
2021-10-03,30 day ahead inc hosp,2021-11-02,0.01,0.0,02,quantile
2021-10-03,31 day ahead inc hosp,2021-11-03,0.01,0.0,02,quantile
2021-10-03,32 day ahead inc hosp,2021-11-04,0.01,0.0,02,quantile
2021-10-03,33 day ahead inc hosp,2021-11-05,0.01,0.0,02,quantile
2021-10-03,34 day ahead inc hosp,2021-11-06,0.01,0.0,02,quantile
2021-10-03,35 day ahead inc hosp,2021-11-07,0.01,0.0,02,quantile
2021-10-03,1 day ahead inc hosp,2021-10-04,0.025,15.403043179577358,02,quantile
2021-10-03,2 day ahead inc hosp,2021-10-05,0.025,14.065244510564195,02,quantile
2021-10-03,3 day ahead inc hosp,2021-10-06,0.025,14.169959753154368,02,quantile
2021-10-03,4 day ahead inc hosp,2021-10-07,0.025,12.69306841157993,02,quantile
2021-10-03,5 day ahead inc hosp,2021-10-08,0.025,9.880874919697817,02,quantile
2021-10-03,6 day ahead inc hosp,2021-10-09,0.025,6.686663206934327,02,quantile
2021-10-03,7 day ahead inc hosp,2021-10-10,0.025,6.6710498521419055,02,quantile
2021-10-03,8 day ahead inc hosp,2021-10-11,0.025,10.220034278395467,02,quantile
2021-10-03,9 day ahead inc hosp,2021-10-12,0.025,8.698301404874924,02,quantile
2021-10-03,10 day ahead inc hosp,2021-10-13,0.025,8.628691521160171,02,quantile
2021-10-03,11 day ahead inc hosp,2021-10-14,0.025,6.984429988479356,02,quantile
2021-10-03,12 day ahead inc hosp,2021-10-15,0.025,4.002320798194161,02,quantile
2021-10-03,13 day ahead inc hosp,2021-10-16,0.025,0.6546028913015984,02,quantile
2021-10-03,14 day ahead inc hosp,2021-10-17,0.025,0.47645737778518793,02,quantile
2021-10-03,15 day ahead inc hosp,2021-10-18,0.025,3.8668266060458496,02,quantile
2021-10-03,16 day ahead inc hosp,2021-10-19,0.025,2.1918702300615784,02,quantile
2021-10-03,17 day ahead inc hosp,2021-10-20,0.025,1.977322393958243,02,quantile
2021-10-03,18 day ahead inc hosp,2021-10-21,0.025,0.2019107988156783,02,quantile
2021-10-03,19 day ahead inc hosp,2021-10-22,0.025,0.0,02,quantile
2021-10-03,20 day ahead inc hosp,2021-10-23,0.025,0.0,02,quantile
2021-10-03,21 day ahead inc hosp,2021-10-24,0.025,0.0,02,quantile
2021-10-03,22 day ahead inc hosp,2021-10-25,0.025,0.0,02,quantile
2021-10-03,23 day ahead inc hosp,2021-10-26,0.025,0.0,02,quantile
2021-10-03,24 day ahead inc hosp,2021-10-27,0.025,0.0,02,quantile
2021-10-03,25 day ahead inc hosp,2021-10-28,0.025,0.0,02,quantile
2021-10-03,26 day ahead inc hosp,2021-10-29,0.025,0.0,02,quantile
2021-10-03,27 day ahead inc hosp,2021-10-30,0.025,0.0,02,quantile
2021-10-03,28 day ahead inc hosp,2021-10-31,0.025,0.0,02,quantile
2021-10-03,29 day ahead inc hosp,2021-11-01,0.025,0.0,02,quantile
2021-10-03,30 day ahead inc hosp,2021-11-02,0.025,0.0,02,quantile
2021-10-03,31 day ahead inc hosp,2021-11-03,0.025,0.0,02,quantile
2021-10-03,32 day ahead inc hosp,2021-11-04,0.025,0.0,02,quantile
2021-10-03,33 day ahead inc hosp,2021-11-05,0.025,0.0,02,quantile
2021-10-03,34 day ahead inc hosp,2021-11-06,0.025,0.0,02,quantile
2021-10-03,35 day ahead inc hosp,2021-11-07,0.025,0.0,02,quantile
2021-10-03,1 day ahead inc hosp,2021-10-04,0.05,16.676119312581235,02,quantile
2021-10-03,2 day ahead inc hosp,2021-10-05,0.05,15.385456883493305,02,quantile
2021-10-03,3 day ahead inc hosp,2021-10-06,0.05,15.549874636276694,02,quantile
2021-10-03,4 day ahead inc hosp,2021-10-07,0.05,14.160209571301088,02,quantile
2021-10-03,5 day ahead inc hosp,2021-10-08,0.05,11.422896511266275,02,quantile
2021-10-03,6 day ahead inc hosp,2021-10-09,0.05,8.298529085525,02,quantile
2021-10-03,7 day ahead inc hosp,2021-10-10,0.05,8.351638528241068,02,quantile
2021-10-03,8 day ahead inc hosp,2021-10-11,0.05,11.971816820972869,02,quantile
2021-10-03,9 day ahead inc hosp,2021-10-12,0.05,10.527032970506,02,quantile
2021-10-03,10 day ahead inc hosp,2021-10-13,0.05,10.54829802376353,02,quantile
2021-10-03,11 day ahead inc hosp,2021-10-14,0.05,9.024219934228908,02,quantile
2021-10-03,12 day ahead inc hosp,2021-10-15,0.05,6.148660785534709,02,quantile
2021-10-03,13 day ahead inc hosp,2021-10-16,0.05,2.900830010879069,02,quantile
2021-10-03,14 day ahead inc hosp,2021-10-17,0.05,2.8196957173696333,02,quantile
2021-10-03,15 day ahead inc hosp,2021-10-18,0.05,6.307634451060119,02,quantile
2021-10-03,16 day ahead inc hosp,2021-10-19,0.05,4.734146790883495,02,quantile
2021-10-03,17 day ahead inc hosp,2021-10-20,0.05,4.6322805814035775,02,quantile
2021-10-03,18 day ahead inc hosp,2021-10-21,0.05,2.9952622554088197,02,quantile
2021-10-03,19 day ahead inc hosp,2021-10-22,0.05,0.010557750927333132,02,quantile
2021-10-03,20 day ahead inc hosp,2021-10-23,0.05,0.0,02,quantile
2021-10-03,21 day ahead inc hosp,2021-10-24,0.05,0.0,02,quantile
2021-10-03,22 day ahead inc hosp,2021-10-25,0.05,0.0,02,quantile
2021-10-03,23 day ahead inc hosp,2021-10-26,0.05,0.0,02,quantile
