forecast_date,target,target_end_date,quantile,value,location,type
2021-10-31,1 day ahead inc hosp,2021-11-01,0.01,18.957209358963617,02,quantile
2021-10-31,2 day ahead inc hosp,2021-11-02,0.01,18.743341028111843,02,quantile
2021-10-31,3 day ahead inc hosp,2021-11-03,0.01,18.41130789061659,02,quantile
2021-10-31,4 day ahead inc hosp,2021-11-04,0.01,17.46868079756713,02,quantile
2021-10-31,5 day ahead inc hosp,2021-11-05,0.01,15.167066148068663,02,quantile
2021-10-31,6 day ahead inc hosp,2021-11-06,0.01,13.276757715335116,02,quantile
2021-10-31,7 day ahead inc hosp,2021-11-07,0.01,13.871163438274934,02,quantile
2021-10-31,8 day ahead inc hosp,2021-11-08,0.01,16.336684479436798,02,quantile
2021-10-31,9 day ahead inc hosp,2021-11-09,0.01,15.850033013026453,02,quantile
2021-10-31,10 day ahead inc hosp,2021-11-10,0.01,15.263296899320709,02,quantile
2021-10-31,11 day ahead inc hosp,2021-11-11,0.01,14.074621935233019,02,quantile
2021-10-31,12 day ahead inc hosp,2021-11-12,0.01,11.54197389398753,02,quantile
2021-10-31,13 day ahead inc hosp,2021-11-13,0.01,9.438161743649733,02,quantile
2021-10-31,14 day ahead inc hosp,2021-11-14,0.01,9.84405463058729,02,quantile
2021-10-31,15 day ahead inc hosp,2021-11-15,0.01,12.149361658598004,02,quantile
2021-10-31,16 day ahead inc hosp,2021-11-16,0.01,11.524071169495237,02,quantile
2021-10-31,17 day ahead inc hosp,2021-11-17,0.01,10.801287722089914,02,quantile
2021-10-31,18 day ahead inc hosp,2021-11-18,0.01,9.486523979335033,02,quantile
2021-10-31,19 day ahead inc hosp,2021-11-19,0.01,6.827044881852171,02,quantile
2021-10-31,20 day ahead inc hosp,2021-11-20,0.01,4.594865366376155,02,quantile
2021-10-31,21 day ahead inc hosp,2021-11-21,0.01,4.867598478251118,02,quantile
2021-10-31,22 day ahead inc hosp,2021-11-22,0.01,7.033984319501027,02,quantile
2021-10-31,23 day ahead inc hosp,2021-11-23,0.01,6.267086942312492,02,quantile
2021-10-31,24 day ahead inc hosp,2021-11-24,0.01,5.413101935154547,02,quantile
2021-10-31,25 day ahead inc hosp,2021-11-25,0.01,3.979437154501703,02,quantile
2021-10-31,26 day ahead inc hosp,2021-11-26,0.01,1.1991784798237504,02,quantile
2021-10-31,27 day ahead inc hosp,2021-11-27,0.01,0.0,02,quantile
2021-10-31,28 day ahead inc hosp,2021-11-28,0.01,0.0,02,quantile
2021-10-31,29 day ahead inc hosp,2021-11-29,0.01,1.0666801409122861,02,quantile
2021-10-31,30 day ahead inc hosp,2021-11-30,0.01,0.19981784059422836,02,quantile
2021-10-31,31 day ahead inc hosp,2021-12-01,0.01,0.0,02,quantile
2021-10-31,32 day ahead inc hosp,2021-12-02,0.01,0.0,02,quantile
2021-10-31,33 day ahead inc hosp,2021-12-03,0.01,0.0,02,quantile
2021-10-31,34 day ahead inc hosp,2021-12-04,0.01,0.0,02,quantile
2021-10-31,35 day ahead inc hosp,2021-12-05,0.01,0.0,02,quantile
2021-10-31,1 day ahead inc hosp,2021-11-01,0.025,20.468555417726993,02,quantile
2021-10-31,2 day ahead inc hosp,2021-11-02,0.025,20.305927385570683,02,quantile
2021-10-31,3 day ahead inc hosp,2021-11-03,0.025,20.03698621975216,02,quantile
2021-10-31,4 day ahead inc hosp,2021-11-04,0.025,19.180496241576215,02,quantile
2021-10-31,5 day ahead inc hosp,2021-11-05,0.025,16.956242270994906,02,quantile
2021-10-31,6 day ahead inc hosp,2021-11-06,0.025,15.14009035360209,02,quantile
2021-10-31,7 day ahead inc hosp,2021-11-07,0.025,15.80845512708913,02,quantile
2021-10-31,8 day ahead inc hosp,2021-11-08,0.025,18.351151705586837,02,quantile
2021-10-31,9 day ahead inc hosp,2021-11-09,0.025,17.94839316009841,02,quantile
2021-10-31,10 day ahead inc hosp,2021-11-10,0.025,17.45860223487548,02,quantile
2021-10-31,11 day ahead inc hosp,2021-11-11,0.025,16.3912190115253,02,quantile
2021-10-31,12 day ahead inc hosp,2021-11-12,0.025,13.969720044498652,02,quantile
2021-10-31,13 day ahead inc hosp,2021-11-13,0.025,11.972279410230497,02,quantile
2021-10-31,14 day ahead inc hosp,2021-11-14,0.025,12.482610235236413,02,quantile
2021-10-31,15 day ahead inc hosp,2021-11-15,0.025,14.893720867206877,02,quantile
2021-10-31,16 day ahead inc hosp,2021-11-16,0.025,14.379114370617927,02,quantile
