forecast_date,target,target_end_date,quantile,value,location,type
2021-12-26,1 day ahead inc hosp,2021-12-27,0.01,0.0,02,quantile
2021-12-26,2 day ahead inc hosp,2021-12-28,0.01,0.0,02,quantile
2021-12-26,3 day ahead inc hosp,2021-12-29,0.01,0.0,02,quantile
2021-12-26,4 day ahead inc hosp,2021-12-30,0.01,0.0,02,quantile
2021-12-26,5 day ahead inc hosp,2021-12-31,0.01,0.0,02,quantile
2021-12-26,6 day ahead inc hosp,2022-01-01,0.01,0.0,02,quantile
2021-12-26,7 day ahead inc hosp,2022-01-02,0.01,0.0,02,quantile
2021-12-26,8 day ahead inc hosp,2022-01-03,0.01,0.0,02,quantile
2021-12-26,9 day ahead inc hosp,2022-01-04,0.01,0.0,02,quantile
2021-12-26,10 day ahead inc hosp,2022-01-05,0.01,0.0,02,quantile
2021-12-26,11 day ahead inc hosp,2022-01-06,0.01,0.0,02,quantile
2021-12-26,12 day ahead inc hosp,2022-01-07,0.01,0.0,02,quantile
2021-12-26,13 day ahead inc hosp,2022-01-08,0.01,0.0,02,quantile
2021-12-26,14 day ahead inc hosp,2022-01-09,0.01,0.0,02,quantile
2021-12-26,15 day ahead inc hosp,2022-01-10,0.01,0.0,02,quantile
2021-12-26,16 day ahead inc hosp,2022-01-11,0.01,0.0,02,quantile
2021-12-26,17 day ahead inc hosp,2022-01-12,0.01,0.0,02,quantile
2021-12-26,18 day ahead inc hosp,2022-01-13,0.01,0.0,02,quantile
2021-12-26,19 day ahead inc hosp,2022-01-14,0.01,0.0,02,quantile
2021-12-26,20 day ahead inc hosp,2022-01-15,0.01,0.0,02,quantile
2021-12-26,21 day ahead inc hosp,2022-01-16,0.01,0.0,02,quantile
2021-12-26,22 day ahead inc hosp,2022-01-17,0.01,0.0,02,quantile
2021-12-26,23 day ahead inc hosp,2022-01-18,0.01,0.0,02,quantile
2021-12-26,24 day ahead inc hosp,2022-01-19,0.01,0.0,02,quantile
2021-12-26,25 day ahead inc hosp,2022-01-20,0.01,0.0,02,quantile
2021-12-26,26 day ahead inc hosp,2022-01-21,0.01,0.0,02,quantile
2021-12-26,27 day ahead inc hosp,2022-01-22,0.01,0.0,02,quantile
2021-12-26,28 day ahead inc hosp,2022-01-23,0.01,0.0,02,quantile
2021-12-26,29 day ahead inc hosp,2022-01-24,0.01,0.0,02,quantile
2021-12-26,30 day ahead inc hosp,2022-01-25,0.01,0.0,02,quantile
2021-12-26,31 day ahead inc hosp,2022-01-26,0.01,0.0,02,quantile
2021-12-26,32 day ahead inc hosp,2022-01-27,0.01,0.0,02,quantile
2021-12-26,33 day ahead inc hosp,2022-01-28,0.01,0.0,02,quantile
2021-12-26,34 day ahead inc hosp,2022-01-29,0.01,0.0,02,quantile
2021-12-26,35 day ahead inc hosp,2022-01-30,0.01,0.0,02,quantile
2021-12-26,1 day ahead inc hosp,2021-12-27,0.025,0.0,02,quantile
2021-12-26,2 day ahead inc hosp,2021-12-28,0.025,0.0,02,quantile
2021-12-26,3 day ahead inc hosp,2021-12-29,0.025,0.0,02,quantile
2021-12-26,4 day ahead inc hosp,2021-12-30,0.025,0.0,02,quantile
2021-12-26,5 day ahead inc hosp,2021-12-31,0.025,0.0,02,quantile
2021-12-26,6 day ahead inc hosp,2022-01-01,0.025,0.0,02,quantile
2021-12-26,7 day ahead inc hosp,2022-01-02,0.025,0.0,02,quantile
2021-12-26,8 day ahead inc hosp,2022-01-03,0.025,0.0,02,quantile
2021-12-26,9 day ahead inc hosp,2022-01-04,0.025,0.0,02,quantile
2021-12-26,10 day ahead inc hosp,2022-01-05,0.025,0.0,02,quantile
2021-12-26,11 day ahead inc hosp,2022-01-06,0.025,0.0,02,quantile
2021-12-26,12 day ahead inc hosp,2022-01-07,0.025,0.0,02,quantile
2021-12-26,13 day ahead inc hosp,2022-01-08,0.025,0.0,02,quantile
2021-12-26,14 day ahead inc hosp,2022-01-09,0.025,0.0,02,quantile
2021-12-26,15 day ahead inc hosp,2022-01-10,0.025,0.0,02,quantile
2021-12-26,16 day ahead inc hosp,2022-01-11,0.025,0.0,02,quantile
2021-12-26,17 day ahead inc hosp,2022-01-12,0.025,0.0,02,quantile
2021-12-26,18 day ahead inc hosp,2022-01-13,0.025,0.0,02,quantile
2021-12-26,19 day ahead inc hosp,2022-01-14,0.025,0.0,02,quantile
2021-12-26,20 day ahead inc hosp,2022-01-15,0.025,0.0,02,quantile
2021-12-26,21 day ahead inc hosp,2022-01-16,0.025,0.0,02,quantile
2021-12-26,22 day ahead inc hosp,2022-01-17,0.025,0.0,02,quantile
2021-12-26,23 day ahead inc hosp,2022-01-18,0.025,0.0,02,quantile
2021-12-26,24 day ahead inc hosp,2022-01-19,0.025,0.0,02,quantile
2021-12-26,25 day ahead inc hosp,2022-01-20,0.025,0.0,02,quantile
2021-12-26,26 day ahead inc hosp,2022-01-21,0.025,0.0,02,quantile
2021-12-26,27 day ahead inc hosp,2022-01-22,0.025,0.0,02,quantile
2021-12-26,28 day ahead inc hosp,2022-01-23,0.025,0.0,02,quantile
2021-12-26,29 day ahead inc hosp,2022-01-24,0.025,0.0,02,quantile
2021-12-26,30 day ahead inc hosp,2022-01-25,0.025,0.0,02,quantile
2021-12-26,31 day ahead inc hosp,2022-01-26,0.025,0.0,02,quantile
2021-12-26,32 day ahead inc hosp,2022-01-27,0.025,0.0,02,quantile
2021-12-26,33 day ahead inc hosp,2022-01-28,0.025,0.0,02,quantile
2021-12-26,34 day ahead inc hosp,2022-01-29,0.025,0.0,02,quantile
2021-12-26,35 day ahead inc hosp,2022-01-30,0.025,0.0,02,quantile
