location,type,quantile,value,target_end_date,forecast_date,target
01,point,,42,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.01,10,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.025,15,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.05,18,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.1,22,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.15,25,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.2,28,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.25,31,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.3,33,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.35,35,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.4,38,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.45,40,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.5,42,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.55,45,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.6,47,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.65,49,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.7,52,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.75,55,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.8,58,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.85,62,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.9,68,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.95,78,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.975,85,2023-11-06,2023-11-06,0 day ahead inc hosp
01,quantile,0.99,95,2023-11-06,2023-11-06,0 day ahead inc hosp
01,point,,43,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.01,11,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.025,14,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.05,18,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.1,22,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.15,25,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.2,28,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.25,31,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.3,33,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.35,36,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.4,38,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.45,41,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.5,43,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.55,46,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.6,48,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.65,51,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.7,54,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.75,57,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.8,61,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.85,65,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.9,71,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.95,80,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.975,89,2023-11-07,2023-11-06,1 day ahead inc hosp
01,quantile,0.99,98,2023-11-07,2023-11-06,1 day ahead inc hosp
01,point,,41,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.01,5,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.025,8,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.05,12,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.1,17,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.15,20,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.2,24,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.25,27,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.3,29,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.35,32,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.4,35,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.45,38,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.5,41,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.55,44,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.6,47,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.65,51,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.7,54,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.75,58,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.8,63,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.85,68,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.9,76,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.95,88,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.975,99,2023-11-16,2023-11-06,10 day ahead inc hosp
01,quantile,0.99,110,2023-11-16,2023-11-06,10 day ahead inc hosp
01,point,,39,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.01,5,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.025,7,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.05,11,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.1,15,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.15,19,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.2,22,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.25,25,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.3,28,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.35,31,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.4,34,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.45,37,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.5,39,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.55,42,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.6,45,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.65,48,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.7,53,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.75,57,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.8,62,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.85,67,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.9,74,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.95,85,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.975,96,2023-11-17,2023-11-06,11 day ahead inc hosp
01,quantile,0.99,110,2023-11-17,2023-11-06,11 day ahead inc hosp
01,point,,39,2023-11-18,2023-11-06,12 day ahead inc hosp
01,quantile,0.01,4,2023-11-18,2023-11-06,12 day ahead inc hosp
01,quantile,0.025,7,2023-11-18,2023-11-06,12 day ahead inc hosp
01,quantile,0.05,10,2023-11-18,2023-11-06,12 day ahead inc hosp
