location,type,quantile,value,target_end_date,forecast_date,target
01,point,,15,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.01,3,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.025,4,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.05,6,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.1,7,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.15,9,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.2,10,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.25,11,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.3,12,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.35,13,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.4,13,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.45,14,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.5,15,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.55,16,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.6,17,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.65,18,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.7,20,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.75,21,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.8,22,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.85,24,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.9,27,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.95,30,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.975,33,2023-05-15,2023-05-15,0 day ahead inc hosp
01,quantile,0.99,37,2023-05-15,2023-05-15,0 day ahead inc hosp
01,point,,14,2023-05-16,2023-05-15,1 day ahead inc hosp
01,quantile,0.01,2,2023-05-16,2023-05-15,1 day ahead inc hosp
01,quantile,0.025,3,2023-05-16,2023-05-15,1 day ahead inc hosp
01,quantile,0.05,5,2023-05-16,2023-05-15,1 day ahead inc hosp
01,quantile,0.1,6,2023-05-16,2023-05-15,1 day ahead inc hosp
01,quantile,0.15,7,2023-05-16,2023-05-15,1 day ahead inc hosp
