location,type,quantile,value,target_end_date,forecast_date,target
01,point,,41,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.01,16,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.025,19,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.05,22,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.1,26,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.15,29,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.2,31,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.25,33,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.3,34,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.35,36,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.4,37,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.45,39,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.5,41,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.55,42,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.6,44,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.65,46,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.7,48,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.75,50,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.8,53,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.85,56,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.9,60,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.95,66,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.975,72,2024-03-25,2024-03-25,0 day ahead inc hosp
01,quantile,0.99,80,2024-03-25,2024-03-25,0 day ahead inc hosp
01,point,,41,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.01,16,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.025,19,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.05,22,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.1,25,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.15,28,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.2,30,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.25,32,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.3,34,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.35,36,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.4,38,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.45,39,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.5,41,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.55,43,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.6,44,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.65,46,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.7,48,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.75,51,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.8,53,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.85,57,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.9,61,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.95,67,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.975,73,2024-03-26,2024-03-25,1 day ahead inc hosp
01,quantile,0.99,80,2024-03-26,2024-03-25,1 day ahead inc hosp
01,point,,41,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.01,12,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.025,16,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.05,19,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.1,23,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.15,26,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.2,28,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.25,31,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.3,33,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.35,35,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.4,37,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.45,39,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.5,41,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.55,43,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.6,46,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.65,48,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.7,50,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.75,53,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.8,56,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.85,60,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.9,65,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.95,74,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.975,83,2024-04-04,2024-03-25,10 day ahead inc hosp
01,quantile,0.99,94,2024-04-04,2024-03-25,10 day ahead inc hosp
01,point,,41,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.01,12,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.025,15,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.05,18,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.1,22,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.15,26,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.2,28,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.25,31,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.3,33,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.35,35,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.4,37,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.45,39,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.5,41,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.55,43,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.6,45,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.65,48,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.7,50,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.75,53,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.8,57,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.85,61,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.9,67,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.95,75,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.975,83,2024-04-05,2024-03-25,11 day ahead inc hosp
01,quantile,0.99,91,2024-04-05,2024-03-25,11 day ahead inc hosp
01,point,,41,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.01,11,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.025,15,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.05,18,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.1,22,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.15,25,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.2,28,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.25,31,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.3,33,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.35,35,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.4,37,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.45,39,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.5,41,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.55,43,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.6,45,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.65,48,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.7,50,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.75,53,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.8,56,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.85,61,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.9,66,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.95,74,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.975,82,2024-04-06,2024-03-25,12 day ahead inc hosp
01,quantile,0.99,95,2024-04-06,2024-03-25,12 day ahead inc hosp
01,point,,41,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.01,11,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.025,14,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.05,17,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.1,22,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.15,25,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.2,28,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.25,30,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.3,32,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.35,34,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.4,37,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.45,39,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.5,41,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.55,43,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.6,45,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.65,48,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.7,50,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.75,54,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.8,57,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.85,61,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.9,66,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.95,76,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.975,85,2024-04-07,2024-03-25,13 day ahead inc hosp
01,quantile,0.99,95,2024-04-07,2024-03-25,13 day ahead inc hosp
01,point,,41,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.01,10,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.025,14,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.05,17,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.1,22,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.15,25,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.2,28,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.25,30,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.3,32,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.35,35,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.4,37,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.45,39,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.5,41,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.55,44,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.6,46,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.65,48,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.7,51,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.75,54,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.8,57,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.85,62,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.9,67,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.95,76,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.975,85,2024-04-08,2024-03-25,14 day ahead inc hosp
01,quantile,0.99,94,2024-04-08,2024-03-25,14 day ahead inc hosp
01,point,,41,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.01,10,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.025,14,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.05,17,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.1,22,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.15,25,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.2,28,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.25,30,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.3,32,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.35,35,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.4,37,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.45,39,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.5,41,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.55,43,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.6,45,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.65,48,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.7,51,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.75,54,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.8,57,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.85,61,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.9,67,2024-04-09,2024-03-25,15 day ahead inc hosp
01,quantile,0.95,77,2024-04-09,2024-03-25,15 day ahead inc hosp
