location,type,quantile,value,target_end_date,forecast_date,target
01,point,,14,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.01,3,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.025,4,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.05,5,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.1,7,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.15,8,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.2,9,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.25,10,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.3,11,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.35,12,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.4,12,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.45,13,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.5,14,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.55,15,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.6,16,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.65,17,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.7,18,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.75,19,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.8,20,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.85,22,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.9,24,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.95,27,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.975,29,2023-05-22,2023-05-22,0 day ahead inc hosp
01,quantile,0.99,33,2023-05-22,2023-05-22,0 day ahead inc hosp
01,point,,13,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.01,2,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.025,3,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.05,4,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.1,6,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.15,7,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.2,8,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.25,9,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.3,9,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.35,10,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.4,11,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.45,12,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.5,13,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.55,13,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.6,14,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.65,15,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.7,16,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.75,18,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.8,19,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.85,20,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.9,22,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.95,26,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.975,28,2023-05-23,2023-05-22,1 day ahead inc hosp
01,quantile,0.99,33,2023-05-23,2023-05-22,1 day ahead inc hosp
01,point,,15,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.01,0,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.025,1,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.05,2,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.1,4,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.15,6,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.2,7,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.25,9,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.3,10,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.35,11,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.4,12,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.45,14,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.5,15,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.55,17,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.6,18,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.65,20,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.7,22,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.75,24,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.8,26,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.85,29,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.9,32,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.95,39,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.975,45,2023-06-01,2023-05-22,10 day ahead inc hosp
01,quantile,0.99,53,2023-06-01,2023-05-22,10 day ahead inc hosp
01,point,,15,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.01,0,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.025,1,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.05,2,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.1,4,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.15,6,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.2,7,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.25,8,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.3,10,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.35,11,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.4,12,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.45,14,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.5,15,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.55,16,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.6,18,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.65,20,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.7,22,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.75,24,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.8,26,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.85,30,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.9,34,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.95,39,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.975,45,2023-06-02,2023-05-22,11 day ahead inc hosp
01,quantile,0.99,52,2023-06-02,2023-05-22,11 day ahead inc hosp
01,point,,14,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.01,0,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.025,1,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.05,2,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.1,3,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.15,5,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.2,6,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.25,7,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.3,8,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.35,9,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.4,11,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.45,12,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.5,14,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.55,15,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.6,17,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.65,18,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.7,20,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.75,22,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.8,25,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.85,28,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.9,32,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.95,39,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.975,44,2023-06-03,2023-05-22,12 day ahead inc hosp
01,quantile,0.99,52,2023-06-03,2023-05-22,12 day ahead inc hosp
01,point,,13,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.01,0,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.025,0,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.05,1,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.1,3,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.15,4,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.2,5,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.25,7,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.3,8,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.35,9,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.4,10,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.45,11,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.5,13,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.55,14,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.6,16,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.65,17,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.7,19,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.75,22,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.8,24,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.85,27,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.9,31,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.95,38,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.975,46,2023-06-04,2023-05-22,13 day ahead inc hosp
01,quantile,0.99,53,2023-06-04,2023-05-22,13 day ahead inc hosp
01,point,,14,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.01,0,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.025,0,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.05,1,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.1,3,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.15,4,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.2,6,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.25,7,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.3,8,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.35,10,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.4,11,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.45,13,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.5,14,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.55,16,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.6,17,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.65,19,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.7,21,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.75,23,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.8,26,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.85,29,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.9,33,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.95,40,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.975,47,2023-06-05,2023-05-22,14 day ahead inc hosp
01,quantile,0.99,55,2023-06-05,2023-05-22,14 day ahead inc hosp
01,point,,14,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.01,0,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.025,0,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.05,1,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.1,3,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.15,4,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.2,6,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.25,7,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.3,8,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.35,10,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.4,11,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.45,13,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.5,14,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.55,16,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.6,18,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.65,20,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.7,21,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.75,24,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.8,27,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.85,31,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.9,35,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.95,42,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.975,48,2023-06-06,2023-05-22,15 day ahead inc hosp
01,quantile,0.99,59,2023-06-06,2023-05-22,15 day ahead inc hosp
01,point,,14,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.01,0,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.025,0,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.05,1,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.1,2,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.15,4,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.2,5,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.25,7,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.3,8,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.35,10,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.4,11,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.45,13,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.5,14,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.55,16,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.6,18,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.65,20,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.7,22,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.75,25,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.8,28,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.85,31,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.9,36,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.95,44,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.975,52,2023-06-07,2023-05-22,16 day ahead inc hosp
01,quantile,0.99,61,2023-06-07,2023-05-22,16 day ahead inc hosp
01,point,,15,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.01,0,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.025,0,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.05,1,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.1,3,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.15,4,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.2,6,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.25,7,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.3,9,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.35,10,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.4,12,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.45,13,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.5,15,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.55,17,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.6,19,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.65,21,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.7,23,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.75,26,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.8,29,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.85,33,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.9,38,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.95,47,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.975,55,2023-06-08,2023-05-22,17 day ahead inc hosp
01,quantile,0.99,65,2023-06-08,2023-05-22,17 day ahead inc hosp
01,point,,15,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.01,0,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.025,0,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.05,1,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.1,3,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.15,4,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.2,5,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.25,7,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.3,8,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.35,10,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.4,11,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.45,13,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.5,15,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.55,17,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.6,19,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.65,21,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.7,24,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.75,27,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.8,30,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.85,34,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.9,39,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.95,47,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.975,56,2023-06-09,2023-05-22,18 day ahead inc hosp
01,quantile,0.99,68,2023-06-09,2023-05-22,18 day ahead inc hosp
01,point,,13,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.01,0,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.025,0,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.05,0,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.1,2,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.15,3,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.2,4,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.25,6,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.3,7,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.35,9,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.4,10,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.45,12,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.5,13,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.55,15,2023-06-10,2023-05-22,19 day ahead inc hosp
01,quantile,0.6,18,2023-06-10,2023-05-22,19 day ahead inc hosp
