location,type,quantile,value,target_end_date,forecast_date,target
01,point,,16,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.01,4,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.025,5,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.05,6,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.1,8,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.15,9,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.2,11,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.25,12,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.3,13,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.35,13,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.4,14,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.45,15,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.5,16,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.55,17,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.6,18,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.65,19,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.7,20,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.75,21,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.8,22,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.85,24,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.9,26,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.95,29,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.975,32,2023-04-24,2023-04-24,0 day ahead inc hosp
01,quantile,0.99,35,2023-04-24,2023-04-24,0 day ahead inc hosp
01,point,,15,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.01,3,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.025,4,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.05,5,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.1,7,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.15,8,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.2,9,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.25,10,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.3,11,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.35,12,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.4,13,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.45,14,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.5,15,2023-04-25,2023-04-24,1 day ahead inc hosp
01,quantile,0.55,15,2023-04-25,2023-04-24,1 day ahead inc hosp
