location,type,quantile,value,target_end_date,forecast_date,target
01,point,,95,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.01,48,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.025,55,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.05,60,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.1,67,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.15,72,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.2,76,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.25,79,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.3,83,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.35,86,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.4,89,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.45,92,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.5,95,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.55,98,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.6,101,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.65,104,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.7,107,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.75,112,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.8,116,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.85,121,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.9,128,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.95,137,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.975,146,2023-09-11,2023-09-11,0 day ahead inc hosp
01,quantile,0.99,157,2023-09-11,2023-09-11,0 day ahead inc hosp
01,point,,91,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.01,43,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.025,50,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.05,55,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.1,63,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.15,67,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.2,71,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.25,75,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.3,78,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.35,82,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.4,85,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.45,88,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.5,91,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.55,94,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.6,97,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.65,101,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.7,105,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.75,108,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.8,112,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.85,118,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.9,126,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.95,135,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.975,144,2023-09-12,2023-09-11,1 day ahead inc hosp
01,quantile,0.99,157,2023-09-12,2023-09-11,1 day ahead inc hosp
01,point,,97,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.01,36,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.025,43,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.05,50,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.1,59,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.15,65,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.2,71,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.25,76,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.3,81,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.35,85,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.4,89,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.45,93,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.5,97,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.55,101,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.6,105,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.65,110,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.7,115,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.75,120,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.8,128,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.85,136,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.9,146,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.95,161,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.975,173,2023-09-21,2023-09-11,10 day ahead inc hosp
01,quantile,0.99,193,2023-09-21,2023-09-11,10 day ahead inc hosp
01,point,,95,2023-09-22,2023-09-11,11 day ahead inc hosp
01,quantile,0.01,34,2023-09-22,2023-09-11,11 day ahead inc hosp
01,quantile,0.025,39,2023-09-22,2023-09-11,11 day ahead inc hosp
