location,type,quantile,value,target_end_date,forecast_date,target
01,point,,24,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.01,2,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.025,4,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.05,6,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.1,9,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.15,11,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.2,14,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.25,15,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.3,17,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.35,19,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.4,21,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.45,23,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.5,24,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.55,26,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.6,28,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.65,30,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.7,33,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.75,35,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.8,38,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.85,42,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.9,47,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.95,56,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.975,64,2023-11-13,2023-11-13,0 day ahead inc hosp
01,quantile,0.99,73,2023-11-13,2023-11-13,0 day ahead inc hosp
01,point,,26,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.01,2,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.025,4,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.05,6,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.1,10,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.15,12,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.2,14,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.25,16,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.3,18,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.35,20,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.4,23,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.45,24,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.5,26,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.55,28,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.6,31,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.65,33,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.7,36,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.75,38,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.8,42,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.85,46,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.9,51,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.95,60,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.975,68,2023-11-14,2023-11-13,1 day ahead inc hosp
01,quantile,0.99,81,2023-11-14,2023-11-13,1 day ahead inc hosp
01,point,,26,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.01,0,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.025,1,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.05,3,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.1,6,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.15,9,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.2,11,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.25,14,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.3,16,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.35,18,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.4,21,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.45,23,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.5,26,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.55,28,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.6,31,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.65,34,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.7,37,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.75,41,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.8,45,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.85,51,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.9,59,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.95,70,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.975,80,2023-11-23,2023-11-13,10 day ahead inc hosp
01,quantile,0.99,94,2023-11-23,2023-11-13,10 day ahead inc hosp
01,point,,24,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.01,0,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.025,1,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.05,2,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.1,5,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.15,7,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.2,10,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.25,12,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.3,14,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.35,17,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.4,19,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.45,21,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.5,24,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.55,26,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.6,29,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.65,32,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.7,35,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.75,39,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.8,43,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.85,49,2023-11-24,2023-11-13,11 day ahead inc hosp
01,quantile,0.9,56,2023-11-24,2023-11-13,11 day ahead inc hosp
