location,type,quantile,value,target_end_date,forecast_date,target
01,point,,34,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.01,11,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.025,14,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.05,17,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.1,20,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.15,23,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.2,25,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.25,27,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.3,28,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.35,30,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.4,31,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.45,33,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.5,34,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.55,36,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.6,38,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.65,39,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.7,41,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.75,43,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.8,46,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.85,49,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.9,53,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.95,59,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.975,64,2023-11-27,2023-11-27,0 day ahead inc hosp
01,quantile,0.99,71,2023-11-27,2023-11-27,0 day ahead inc hosp
01,point,,34,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.01,10,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.025,14,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.05,17,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.1,20,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.15,22,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.2,24,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.25,26,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.3,28,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.35,29,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.4,31,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.45,33,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.5,34,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.55,36,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.6,37,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.65,39,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.7,41,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.75,43,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.8,46,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.85,49,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.9,53,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.95,60,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.975,65,2023-11-28,2023-11-27,1 day ahead inc hosp
01,quantile,0.99,72,2023-11-28,2023-11-27,1 day ahead inc hosp
01,point,,34,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.01,7,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.025,10,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.05,13,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.1,17,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.15,19,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.2,22,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.25,24,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.3,26,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.35,28,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.4,30,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.45,32,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.5,34,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.55,36,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.6,38,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.65,40,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.7,43,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.75,46,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.8,48,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.85,52,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.9,57,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.95,65,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.975,73,2023-12-07,2023-11-27,10 day ahead inc hosp
01,quantile,0.99,80,2023-12-07,2023-11-27,10 day ahead inc hosp
01,point,,34,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.01,7,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.025,10,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.05,13,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.1,17,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.15,20,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.2,22,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.25,24,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.3,26,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.35,28,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.4,30,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.45,32,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.5,34,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.55,36,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.6,38,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.65,40,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.7,42,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.75,45,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.8,48,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.85,52,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.9,58,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.95,66,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.975,73,2023-12-08,2023-11-27,11 day ahead inc hosp
01,quantile,0.99,82,2023-12-08,2023-11-27,11 day ahead inc hosp
01,point,,34,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.01,7,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.025,10,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.05,13,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.1,17,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.15,20,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.2,22,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.25,24,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.3,26,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.35,28,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.4,30,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.45,32,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.5,34,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.55,36,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.6,38,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.65,40,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.7,43,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.75,45,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.8,49,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.85,53,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.9,59,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.95,66,2023-12-09,2023-11-27,12 day ahead inc hosp
01,quantile,0.975,74,2023-12-09,2023-11-27,12 day ahead inc hosp
