location,type,quantile,value,target_end_date,forecast_date,target
01,point,,31,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.01,9,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.025,11,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.05,13,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.1,17,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.15,19,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.2,21,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.25,23,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.3,25,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.35,26,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.4,28,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.45,30,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.5,31,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.55,32,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.6,34,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.65,36,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.7,38,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.75,40,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.8,43,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.85,46,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.9,50,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.95,56,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.975,60,2023-03-27,2023-03-27,0 day ahead inc hosp
01,quantile,0.99,66,2023-03-27,2023-03-27,0 day ahead inc hosp
01,point,,31,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.01,7,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.025,10,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.05,12,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.1,16,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.15,19,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.2,21,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.25,23,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.3,24,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.35,26,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.4,28,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.45,29,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.5,31,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.55,33,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.6,35,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.65,37,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.7,38,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.75,41,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.8,44,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.85,47,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.9,51,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.95,58,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.975,65,2023-03-28,2023-03-27,1 day ahead inc hosp
01,quantile,0.99,71,2023-03-28,2023-03-27,1 day ahead inc hosp
01,point,,30,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.01,0,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.025,1,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.05,4,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.1,8,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.15,11,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.2,14,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.25,16,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.3,19,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.35,21,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.4,24,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.45,26,2023-04-06,2023-03-27,10 day ahead inc hosp
01,quantile,0.5,30,2023-04-06,2023-03-27,10 day ahead inc hosp
