location,type,quantile,value,target_end_date,forecast_date,target
01,point,,44,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.01,18,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.025,21,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.05,24,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.1,28,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.15,31,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.2,33,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.25,35,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.3,37,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.35,39,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.4,40,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.45,42,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.5,44,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.55,45,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.6,47,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.65,49,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.7,51,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.75,53,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.8,56,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.85,59,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.9,63,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.95,69,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.975,76,2024-03-18,2024-03-18,0 day ahead inc hosp
01,quantile,0.99,82,2024-03-18,2024-03-18,0 day ahead inc hosp
01,point,,44,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.01,18,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.025,20,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.05,24,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.1,27,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.15,31,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.2,33,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.25,35,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.3,37,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.35,39,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.4,40,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.45,42,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.5,44,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.55,45,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.6,47,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.65,49,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.7,51,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.75,54,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.8,57,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.85,60,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.9,64,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.95,71,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.975,76,2024-03-19,2024-03-18,1 day ahead inc hosp
01,quantile,0.99,84,2024-03-19,2024-03-18,1 day ahead inc hosp
01,point,,43,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.01,14,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.025,16,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.05,20,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.1,25,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.15,28,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.2,30,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.25,33,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.3,35,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.35,37,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.4,39,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.45,41,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.5,43,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.55,45,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.6,48,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.65,50,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.7,53,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.75,55,2024-03-28,2024-03-18,10 day ahead inc hosp
01,quantile,0.8,59,2024-03-28,2024-03-18,10 day ahead inc hosp
