location,type,quantile,value,target_end_date,forecast_date,target
01,point,,21,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.01,3,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.025,5,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.05,7,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.1,9,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.15,11,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.2,13,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.25,14,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.3,15,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.35,17,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.4,18,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.45,19,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.5,21,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.55,22,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.6,23,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.65,25,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.7,26,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.75,28,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.8,30,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.85,33,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.9,37,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.95,42,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.975,47,2023-03-20,2023-03-20,0 day ahead inc hosp
01,quantile,0.99,54,2023-03-20,2023-03-20,0 day ahead inc hosp
01,point,,20,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.01,2,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.025,4,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.05,6,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.1,8,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.15,10,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.2,12,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.25,13,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.3,14,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.35,16,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.4,17,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.45,18,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.5,20,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.55,21,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.6,22,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.65,24,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.7,26,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.75,28,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.8,30,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.85,33,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.9,37,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.95,42,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.975,48,2023-03-21,2023-03-20,1 day ahead inc hosp
01,quantile,0.99,55,2023-03-21,2023-03-20,1 day ahead inc hosp
01,point,,17,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.01,0,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.025,0,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.05,0,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.1,1,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.15,3,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.2,5,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.25,7,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.3,9,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.35,11,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.4,12,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.45,14,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.5,17,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.55,19,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.6,21,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.65,24,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.7,26,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.75,30,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.8,34,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.85,40,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.9,46,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.95,58,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.975,68,2023-03-30,2023-03-20,10 day ahead inc hosp
01,quantile,0.99,80,2023-03-30,2023-03-20,10 day ahead inc hosp
01,point,,16,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.01,0,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.025,0,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.05,0,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.1,1,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.15,3,2023-03-31,2023-03-20,11 day ahead inc hosp
01,quantile,0.2,4,2023-03-31,2023-03-20,11 day ahead inc hosp
