location,type,quantile,value,target_end_date,forecast_date,target
01,point,,37,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.01,11,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.025,15,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.05,18,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.1,21,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.15,24,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.2,26,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.25,28,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.3,30,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.35,32,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.4,34,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.45,35,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.5,37,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.55,39,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.6,41,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.65,43,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.7,45,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.75,47,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.8,50,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.85,53,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.9,58,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.95,64,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.975,71,2023-10-02,2023-10-02,0 day ahead inc hosp
01,quantile,0.99,79,2023-10-02,2023-10-02,0 day ahead inc hosp
01,point,,37,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.01,10,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.025,13,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.05,17,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.1,21,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.15,24,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.2,26,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.25,28,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.3,30,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.35,32,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.4,34,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.45,35,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.5,37,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.55,39,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.6,41,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.65,43,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.7,46,2023-10-03,2023-10-02,1 day ahead inc hosp
01,quantile,0.75,48,2023-10-03,2023-10-02,1 day ahead inc hosp
