"target","location","forecast_date","target_end_date","quantile","value","type"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.01,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.025,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.05,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.1,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.15,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.2,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.25,0,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.3,0.467690387478703,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.35,1.04401989881228,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.4,1.59319717344951,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.45,2.13171223185894,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.5,2.75277530798637,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.55,3.29921554012566,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.6,3.70549508868522,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.65,4.2694840157084,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.7,4.81396605341273,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.75,5.59401792969557,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.8,6.41168039627506,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.85,7.21338070743383,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.9,8.32499030427364,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.95,10.0041956115064,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.975,11.7296077042491,"quantile"
"1 day ahead inc hosp","02",2023-11-27,2023-11-28,0.99,12.9935409110837,"quantile"
