forecast_date,location,target,target_end_date,type,quantile,value
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.01,6
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.025,8
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.05,9
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.1,10
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.15,11
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.2,12
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.25,13
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.3,14
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.35,15
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.4,16
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.45,17
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.5,17
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.55,18
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.6,19
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.65,20
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.7,21
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.75,22
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.8,23
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.85,25
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.9,26
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.95,29
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.975,33
2024-04-01,01,0 day ahead inc hosp,2024-04-01,quantile,0.99,36
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.01,5
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.025,7
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.05,8
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.1,9
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.15,10
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.2,11
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.25,12
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.3,13
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.35,14
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.4,14
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.45,15
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.5,16
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.55,17
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.6,17
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.65,18
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.7,19
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.75,20
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.8,21
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.85,22
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.9,24
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.95,27
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.975,30
2024-04-01,01,1 day ahead inc hosp,2024-04-02,quantile,0.99,33
2024-04-01,01,2 day ahead inc hosp,2024-04-03,quantile,0.01,5
