forecast_date,location,target,target_end_date,type,quantile,value
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.01,58
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.025,65
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.05,74
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.1,83
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.15,90
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.2,95
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.25,101
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.3,106
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.35,110
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.4,115
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.45,120
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.5,124
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.55,129
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.6,133
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.65,139
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.7,144
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.75,150
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.8,157
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.85,166
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.9,176
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.95,192
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.975,206
2023-09-11,01,0 day ahead inc hosp,2023-09-11,quantile,0.99,224
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.01,47
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.025,57
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.05,67
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.1,80
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.15,88
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.2,94
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.25,100
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.3,105
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.35,110
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.4,116
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.45,121
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.5,125
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.55,130
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.6,136
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.65,141
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.7,147
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.75,155
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.8,162
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.85,171
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.9,185
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.95,206
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.975,225
2023-09-11,01,1 day ahead inc hosp,2023-09-12,quantile,0.99,243
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.01,60
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.025,69
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.05,77
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.1,86
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.15,93
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.2,98
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.25,103
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.3,108
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.35,112
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.4,116
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.45,121
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.5,125
2023-09-11,01,2 day ahead inc hosp,2023-09-13,quantile,0.55,130
