forecast_date,location,target,target_end_date,type,quantile,value
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.01,35
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.025,46
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.05,53
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.1,62
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.15,67
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.2,72
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.25,76
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.3,80
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.35,83
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.4,87
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.45,89
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.5,92
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.55,95
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.6,98
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.65,101
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.7,105
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.75,109
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.8,113
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.85,118
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.9,125
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.95,135
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.975,144
2024-03-04,01,0 day ahead inc hosp,2024-03-04,quantile,0.99,157
2024-03-04,01,1 day ahead inc hosp,2024-03-05,quantile,0.01,44
2024-03-04,01,1 day ahead inc hosp,2024-03-05,quantile,0.025,51
2024-03-04,01,1 day ahead inc hosp,2024-03-05,quantile,0.05,57
2024-03-04,01,1 day ahead inc hosp,2024-03-05,quantile,0.1,64
2024-03-04,01,1 day ahead inc hosp,2024-03-05,quantile,0.15,69
