forecast_date,location,target,target_end_date,type,quantile,value
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.01,19
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.025,23
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.05,29
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.1,33
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.15,37
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.2,40
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.25,42
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.3,44
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.35,47
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.4,48
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.45,51
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.5,53
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.55,54
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.6,56
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.65,58
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.7,60
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.75,63
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.8,66
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.85,70
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.9,74
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.95,81
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.975,86
2024-01-29,01,0 day ahead inc hosp,2024-01-29,quantile,0.99,96
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.01,23
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.025,26
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.05,29
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.1,33
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.15,36
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.2,39
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.25,40
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.3,42
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.35,44
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.4,45
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.45,47
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.5,48
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.55,50
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.6,52
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.65,53
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.7,55
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.75,58
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.8,60
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.85,63
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.9,66
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.95,71
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.975,75
2024-01-29,01,1 day ahead inc hosp,2024-01-30,quantile,0.99,82
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.01,24
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.025,27
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.05,30
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.1,33
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.15,36
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.2,37
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.25,39
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.3,41
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.35,42
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.4,43
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.45,45
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.5,47
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.55,48
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.6,50
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.65,51
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.7,53
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.75,55
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.8,57
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.85,60
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.9,63
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.95,67
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.975,72
2024-01-29,01,2 day ahead inc hosp,2024-01-31,quantile,0.99,76
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.01,20
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.025,24
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.05,27
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.1,31
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.15,34
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.2,36
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.25,38
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.3,40
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.35,41
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.4,43
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.45,45
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.5,47
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.55,48
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.6,50
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.65,52
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.7,54
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.75,56
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.8,58
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.85,61
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.9,64
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.95,70
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.975,74
2024-01-29,01,3 day ahead inc hosp,2024-02-01,quantile,0.99,84
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.01,16
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.025,20
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.05,23
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.1,26
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.15,28
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.2,31
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.25,32
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.3,34
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.35,35
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.4,37
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.45,39
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.5,40
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.55,41
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.6,42
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.65,44
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.7,46
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.75,48
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.8,50
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.85,53
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.9,56
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.95,62
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.975,66
2024-01-29,01,4 day ahead inc hosp,2024-02-02,quantile,0.99,71
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.01,16
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.025,18
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.05,21
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.1,24
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.15,26
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.2,28
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.25,30
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.3,31
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.35,33
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.4,34
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.45,36
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.5,37
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.55,39
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.6,40
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.65,42
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.7,43
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.75,45
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.8,47
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.85,49
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.9,53
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.95,58
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.975,63
2024-01-29,01,5 day ahead inc hosp,2024-02-03,quantile,0.99,68
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.01,19
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.025,22
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.05,24
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.1,27
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.15,29
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.2,31
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.25,32
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.3,33
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.35,35
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.4,36
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.45,37
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.5,38
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.55,40
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.6,41
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.65,42
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.7,44
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.75,45
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.8,47
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.85,49
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.9,52
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.95,57
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.975,60
2024-01-29,01,6 day ahead inc hosp,2024-02-04,quantile,0.99,65
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.01,18
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.025,20
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.05,24
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.1,28
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.15,30
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.2,33
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.25,35
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.3,37
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.35,38
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.4,40
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.45,42
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.5,44
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.55,45
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.6,47
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.65,49
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.7,51
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.75,53
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.8,56
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.85,59
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.9,64
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.95,71
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.975,76
2024-01-29,01,7 day ahead inc hosp,2024-02-05,quantile,0.99,82
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.01,19
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.025,21
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.05,24
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.1,27
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.15,30
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.2,31
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.25,33
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.3,35
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.35,36
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.4,38
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.45,39
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.5,41
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.55,42
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.6,43
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.65,45
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.7,47
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.75,49
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.8,51
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.85,54
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.9,57
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.95,63
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.975,66
2024-01-29,01,8 day ahead inc hosp,2024-02-06,quantile,0.99,73
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.01,20
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.025,23
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.05,24
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.1,28
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.15,30
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.2,31
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.25,33
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.3,35
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.35,36
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.4,37
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.45,38
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.5,39
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.55,41
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.6,42
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.65,43
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.7,45
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.75,46
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.8,48
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.85,51
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.9,54
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.95,59
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.975,63
2024-01-29,01,9 day ahead inc hosp,2024-02-07,quantile,0.99,68
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.01,16
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.025,19
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.05,22
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.1,25
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.15,28
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.2,30
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.25,32
2024-01-29,01,10 day ahead inc hosp,2024-02-08,quantile,0.3,33
