forecast_date,location,target,target_end_date,type,quantile,value
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.01,9
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.025,11
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.05,13
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.1,16
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.15,18
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.2,19
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.25,21
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.3,22
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.35,23
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.4,24
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.45,25
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.5,26
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.55,27
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.6,28
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.65,29
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.7,30
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.75,32
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.8,34
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.85,36
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.9,39
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.95,43
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.975,48
2024-04-15,01,0 day ahead inc hosp,2024-04-15,quantile,0.99,51
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.01,10
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.025,12
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.05,14
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.1,16
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.15,17
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.2,18
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.25,19
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.3,21
2024-04-15,01,1 day ahead inc hosp,2024-04-16,quantile,0.35,22
