forecast_date,location,target,target_end_date,type,quantile,value
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.01,19
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.025,22
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.05,24
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.1,27
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.15,30
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.2,32
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.25,34
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.3,36
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.35,38
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.4,39
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.45,41
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.5,43
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.55,44
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.6,46
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.65,48
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.7,50
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.75,52
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.8,54
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.85,58
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.9,62
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.95,68
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.975,73
2023-08-21,01,0 day ahead inc hosp,2023-08-21,quantile,0.99,79
2023-08-21,01,1 day ahead inc hosp,2023-08-22,quantile,0.01,17
2023-08-21,01,1 day ahead inc hosp,2023-08-22,quantile,0.025,20
2023-08-21,01,1 day ahead inc hosp,2023-08-22,quantile,0.05,23
2023-08-21,01,1 day ahead inc hosp,2023-08-22,quantile,0.1,27
