forecast_date,location,target,target_end_date,type,quantile,value
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.01,10
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.025,11
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.05,13
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.1,15
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.15,17
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.2,18
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.25,19
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.3,21
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.35,22
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.4,23
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.45,24
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.5,25
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.55,26
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.6,28
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.65,29
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.7,30
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.75,32
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.8,33
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.85,36
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.9,39
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.95,44
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.975,47
2023-07-03,01,0 day ahead inc hosp,2023-07-03,quantile,0.99,52
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.01,9
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.025,11
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.05,12
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.1,15
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.15,16
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.2,18
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.25,19
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.3,21
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.35,22
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.4,23
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.45,24
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.5,25
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.55,27
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.6,28
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.65,29
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.7,31
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.75,32
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.8,34
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.85,37
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.9,40
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.95,45
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.975,50
2023-07-03,01,1 day ahead inc hosp,2023-07-04,quantile,0.99,56
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.01,10
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.025,12
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.05,14
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.1,16
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.15,18
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.2,19
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.25,20
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.3,22
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.35,23
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.4,24
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.45,25
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.5,26
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.55,28
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.6,29
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.65,30
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.7,32
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.75,33
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.8,35
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.85,38
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.9,40
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.95,45
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.975,50
2023-07-03,01,2 day ahead inc hosp,2023-07-05,quantile,0.99,54
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.01,11
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.025,13
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.05,15
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.1,17
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.15,19
2023-07-03,01,3 day ahead inc hosp,2023-07-06,quantile,0.2,20
