forecast_date,location,target,target_end_date,type,quantile,value
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.01,8.718281533535796
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.025,10.149631554615107
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.05,11.435217750066755
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.1,13.038897687626438
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.15,14.304344054671443
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.2,15.324815083329295
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.25,16.26617340487556
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.3,17.087148471927552
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.35,17.895571041170328
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.4,18.70442028656321
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.45,19.49974814045101
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.5,20.329845054721538
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.55,21.178348026667148
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.6,22.02895569352381
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.65,22.90358080632453
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.7,23.858083984119123
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.75,25.002999784564715
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.8,26.355138208756735
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.85,27.793130582750123
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.9,29.687220363810717
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.95,32.58178807563403
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.975,35.59330493782708
2023-03-20,01,0 day ahead inc hosp,2023-03-20,quantile,0.99,38.920353759231475
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.01,7.800935837179898
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.025,9.422728844486958
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.05,10.880575038223743
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.1,12.673746725744898
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.15,13.972964207168454
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.2,15.070992221392538
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.25,16.0133764722355
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.3,16.811590100764082
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.35,17.676001591368532
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.4,18.509648014512
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.45,19.402911395012353
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.5,20.238574044393268
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.55,21.079542594938296
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.6,21.96959550142748
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.65,22.884637258344902
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.7,23.963326270019166
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.75,25.08127013785049
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.8,26.53761648077357
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.85,28.173779352514526
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.9,30.534832701795352
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.95,33.64566768513983
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.975,36.7796149534031
2023-03-20,01,1 day ahead inc hosp,2023-03-21,quantile,0.99,40.49587797312649
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.01,8.003503735997445
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.025,9.36632723397907
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.05,10.603697164787059
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.1,12.251700968250974
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.15,13.424486136882479
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.2,14.453287188191393
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.25,15.320871992714295
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.3,16.16571860924593
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.35,16.95630468858815
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.4,17.733569287448727
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.45,18.518300371566163
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.5,19.27733924665059
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.55,20.042980195866615
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.6,20.792126227437816
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.65,21.675787390600355
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.7,22.661347023301932
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.75,23.67253359836038
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.8,24.76430459620929
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.85,26.197010872331454
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.9,27.943051615951607
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.95,30.732518581825985
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.975,33.33798441870389
2023-03-20,01,2 day ahead inc hosp,2023-03-22,quantile,0.99,36.663700973424426
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.01,6.8455006537431755
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.025,8.20123691707008
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.05,9.427681520957927
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.1,11.07843074242201
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.15,12.351640820053925
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.2,13.420010470693477
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.25,14.396683539081208
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.3,15.262708188744652
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.35,16.054114094422864
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.4,16.869334184211887
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.45,17.624606533534525
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.5,18.423652919698043
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.55,19.302733077991924
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.6,20.349297039668514
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.65,21.30827203632373
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.7,22.22358381727197
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.75,23.386059842900536
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.8,24.678563441607633
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.85,26.30070581160586
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.9,28.50452172961184
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.95,31.834656497746153
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.975,35.319822956075946
2023-03-20,01,3 day ahead inc hosp,2023-03-23,quantile,0.99,39.247914128821556
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.01,6.445380069718962
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.025,7.56459060391342
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.05,8.74048775300996
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.1,10.203030739032915
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.15,11.27916688110472
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.2,12.156840260577928
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.25,13.004355724273948
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.3,13.806837121946078
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.35,14.539108089838907
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.4,15.25316784256295
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.45,16.008347328648544
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.5,16.714672517879677
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.55,17.52981967555566
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.6,18.314775711992127
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.65,19.12654886681591
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.7,20.04390437274747
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.75,21.08373151335977
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.8,22.23407527740903
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.85,23.586638589263007
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.9,25.469968947149287
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.95,28.57132108320168
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.975,31.52264504546664
2023-03-20,01,4 day ahead inc hosp,2023-03-24,quantile,0.99,35.6236608816045
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.01,4.759329717053109
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.025,5.906228954618208
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.05,6.776450545050092
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.1,8.092520673617983
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.15,9.001450202404545
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.2,9.748138927043366
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.25,10.37620668803062
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.3,11.04087876054462
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.35,11.664149578851275
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.4,12.269272435018145
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.45,12.889775028898075
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.5,13.559799880780126
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.55,14.241499980446491
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.6,14.898056330504696
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.65,15.675624525624697
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.7,16.39247199099565
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.75,17.19611276186668
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.8,18.156016193966906
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.85,19.445563250248124
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.9,21.032495506880952
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.95,23.485617551324296
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.975,25.644029911376784
2023-03-20,01,5 day ahead inc hosp,2023-03-25,quantile,0.99,28.404757594595623
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.01,4.59260104282241
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.025,5.727144010606363
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.05,6.640427490673435
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.1,7.790108837791376
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.15,8.869658235169403
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.2,9.656885241077097
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.25,10.42260261811248
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.3,11.143873239225332
2023-03-20,01,6 day ahead inc hosp,2023-03-26,quantile,0.35,11.839449689408458
