forecast_date,location,target,target_end_date,type,quantile,value
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.01,14
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.025,16
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.05,18
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.1,21
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.15,23
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.2,25
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.25,27
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.3,28
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.35,29
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.4,31
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.45,32
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.5,34
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.55,35
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.6,36
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.65,38
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.7,40
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.75,42
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.8,44
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.85,47
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.9,51
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.95,55
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.975,60
2023-07-31,01,0 day ahead inc hosp,2023-07-31,quantile,0.99,65
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.01,12
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.025,15
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.05,18
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.1,21
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.15,23
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.2,25
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.25,27
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.3,29
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.35,30
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.4,32
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.45,33
2023-07-31,01,1 day ahead inc hosp,2023-08-01,quantile,0.5,35
