forecast_date,location,target,target_end_date,type,quantile,value
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.01,21
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.025,25
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.05,28
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.1,33
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.15,36
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.2,38
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.25,40
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.3,42
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.35,43
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.4,45
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.45,47
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.5,49
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.55,51
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.6,53
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.65,55
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.7,57
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.75,59
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.8,62
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.85,66
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.9,70
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.95,77
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.975,83
2023-08-14,01,0 day ahead inc hosp,2023-08-14,quantile,0.99,92
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.01,20
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.025,24
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.05,27
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.1,32
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.15,35
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.2,38
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.25,40
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.3,42
2023-08-14,01,1 day ahead inc hosp,2023-08-15,quantile,0.35,44
