forecast_date,location,target,target_end_date,type,quantile,value
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.01,4
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.025,5
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.05,6
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.1,8
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.15,9
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.2,9
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.25,10
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.3,11
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.35,12
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.4,12
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.45,13
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.5,14
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.55,14
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.6,15
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.65,16
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.7,17
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.75,18
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.8,19
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.85,20
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.9,22
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.95,25
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.975,28
2023-07-17,01,0 day ahead inc hosp,2023-07-17,quantile,0.99,31
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.01,4
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.025,5
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.05,6
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.1,7
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.15,8
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.2,9
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.25,10
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.3,11
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.35,11
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.4,12
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.45,13
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.5,14
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.55,14
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.6,15
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.65,16
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.7,17
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.75,18
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.8,19
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.85,21
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.9,23
2023-07-17,01,1 day ahead inc hosp,2023-07-18,quantile,0.95,26
