forecast_date,location,quantile,target,target_end_date,type,value
2021-06-14,US,NA,1 wk ahead inc case,2021-06-19,point,64873.28515073197
2021-06-14,US,0.025,1 wk ahead inc case,2021-06-19,quantile,27718.964057269808
2021-06-14,US,0.1,1 wk ahead inc case,2021-06-19,quantile,40579.3803955142
2021-06-14,US,0.25,1 wk ahead inc case,2021-06-19,quantile,52087.229411592874
2021-06-14,US,0.5,1 wk ahead inc case,2021-06-19,quantile,64873.28515073197
2021-06-14,US,0.75,1 wk ahead inc case,2021-06-19,quantile,77659.34088987108
2021-06-14,US,0.9,1 wk ahead inc case,2021-06-19,quantile,89167.18990594974
2021-06-14,US,0.975,1 wk ahead inc case,2021-06-19,quantile,102027.60624419413
2021-06-14,US,NA,2 wk ahead inc case,2021-06-26,point,24279.49970611257
2021-06-14,US,0.025,2 wk ahead inc case,2021-06-26,quantile,10374.109745151909
2021-06-14,US,0.1,2 wk ahead inc case,2021-06-26,quantile,15187.253922749751
2021-06-14,US,0.25,2 wk ahead inc case,2021-06-26,quantile,19494.185753852144
2021-06-14,US,0.5,2 wk ahead inc case,2021-06-26,quantile,24279.49970611257
2021-06-14,US,0.75,2 wk ahead inc case,2021-06-26,quantile,29064.813658372997
2021-06-14,US,0.9,2 wk ahead inc case,2021-06-26,quantile,33371.74548947539
2021-06-14,US,0.975,2 wk ahead inc case,2021-06-26,quantile,38184.88966707323
2021-06-14,US,NA,3 wk ahead inc case,2021-07-03,point,12161.72491706673
2021-06-14,US,0.025,3 wk ahead inc case,2021-07-03,quantile,5196.4443463484995
2021-06-14,US,0.1,3 wk ahead inc case,2021-07-03,quantile,7607.372750255824
2021-06-14,US,0.25,3 wk ahead inc case,2021-07-03,quantile,9764.736814608385
2021-06-14,US,0.5,3 wk ahead inc case,2021-07-03,quantile,12161.72491706673
2021-06-14,US,0.75,3 wk ahead inc case,2021-07-03,quantile,14558.71301952507
2021-06-14,US,0.9,3 wk ahead inc case,2021-07-03,quantile,16716.077083877637
2021-06-14,US,0.975,3 wk ahead inc case,2021-07-03,quantile,19127.005487784958
2021-06-14,US,NA,4 wk ahead inc case,2021-07-10,point,7058.929595384897
2021-06-14,US,0.025,4 wk ahead inc case,2021-07-10,quantile,3016.129293940409
2021-06-14,US,0.1,4 wk ahead inc case,2021-07-10,quantile,4415.484564574188
2021-06-14,US,0.25,4 wk ahead inc case,2021-07-10,quantile,5667.665578840307
2021-06-14,US,0.5,4 wk ahead inc case,2021-07-10,quantile,7058.929595384897
2021-06-14,US,0.75,4 wk ahead inc case,2021-07-10,quantile,8450.193611929488
2021-06-14,US,0.9,4 wk ahead inc case,2021-07-10,quantile,9702.374626195608
2021-06-14,US,0.975,4 wk ahead inc case,2021-07-10,quantile,11101.729896829384
2021-06-14,US,NA,1 wk ahead inc death,2021-06-19,point,3228.676725945908
2021-06-14,US,0.01,1 wk ahead inc death,2021-06-19,quantile,1044.5094391473465
2021-06-14,US,0.025,1 wk ahead inc death,2021-06-19,quantile,1388.5008579662447
2021-06-14,US,0.05,1 wk ahead inc death,2021-06-19,quantile,1684.3524554235448
2021-06-14,US,0.1,1 wk ahead inc death,2021-06-19,quantile,2025.4503998049456
2021-06-14,US,0.15,1 wk ahead inc death,2021-06-19,quantile,2255.587563512953
2021-06-14,US,0.2,1 wk ahead inc death,2021-06-19,quantile,2438.4932857315243
2021-06-14,US,0.25,1 wk ahead inc death,2021-06-19,quantile,2595.4101091607376
2021-06-14,US,0.3,1 wk ahead inc death,2021-06-19,quantile,2736.32626631848
2021-06-14,US,0.35,1 wk ahead inc death,2021-06-19,quantile,2866.9060866306813
2021-06-14,US,0.4,1 wk ahead inc death,2021-06-19,quantile,2990.81356667849
2021-06-14,US,0.45,1 wk ahead inc death,2021-06-19,quantile,3110.6954875943297
2021-06-14,US,0.5,1 wk ahead inc death,2021-06-19,quantile,3228.676725945908
2021-06-14,US,0.55,1 wk ahead inc death,2021-06-19,quantile,3346.6579642974866
2021-06-14,US,0.6,1 wk ahead inc death,2021-06-19,quantile,3466.539885213325
2021-06-14,US,0.65,1 wk ahead inc death,2021-06-19,quantile,3590.4473652611337
