forecast_date,location,quantile,target,target_end_date,type,value
2021-09-27,US,NA,1 wk ahead inc case,2021-10-02,point,830693.8297273929
2021-09-27,US,0.025,1 wk ahead inc case,2021-10-02,quantile,328065.6329555218
2021-09-27,US,0.1,1 wk ahead inc case,2021-10-02,quantile,502042.9169857425
2021-09-27,US,0.25,1 wk ahead inc case,2021-10-02,quantile,657722.5049702576
2021-09-27,US,0.5,1 wk ahead inc case,2021-10-02,quantile,830693.8297273929
2021-09-27,US,0.75,1 wk ahead inc case,2021-10-02,quantile,1003665.1544845278
2021-09-27,US,0.9,1 wk ahead inc case,2021-10-02,quantile,1159344.742469043
2021-09-27,US,0.975,1 wk ahead inc case,2021-10-02,quantile,1333322.0264992637
2021-09-27,US,NA,2 wk ahead inc case,2021-10-09,point,680154.610796141
2021-09-27,US,0.025,2 wk ahead inc case,2021-10-09,quantile,268613.2301857575
2021-09-27,US,0.1,2 wk ahead inc case,2021-10-09,quantile,411062.16584930633
2021-09-27,US,0.25,2 wk ahead inc case,2021-10-09,quantile,538529.3333967769
2021-09-27,US,0.5,2 wk ahead inc case,2021-10-09,quantile,680154.610796141
2021-09-27,US,0.75,2 wk ahead inc case,2021-10-09,quantile,821779.8881955051
2021-09-27,US,0.9,2 wk ahead inc case,2021-10-09,quantile,949247.0557429757
2021-09-27,US,0.975,2 wk ahead inc case,2021-10-09,quantile,1091695.9914065246
2021-09-27,US,NA,3 wk ahead inc case,2021-10-16,point,528531.3840939588
2021-09-27,US,0.025,3 wk ahead inc case,2021-10-16,quantile,208732.72059399387
2021-09-27,US,0.1,3 wk ahead inc case,2021-10-16,quantile,319426.27752046846
2021-09-27,US,0.25,3 wk ahead inc case,2021-10-16,quantile,418477.8717036529
2021-09-27,US,0.5,3 wk ahead inc case,2021-10-16,quantile,528531.3840939588
2021-09-27,US,0.75,3 wk ahead inc case,2021-10-16,quantile,638584.8964842646
2021-09-27,US,0.9,3 wk ahead inc case,2021-10-16,quantile,737636.4906674492
2021-09-27,US,0.975,3 wk ahead inc case,2021-10-16,quantile,848330.0475939238
2021-09-27,US,NA,4 wk ahead inc case,2021-10-23,point,389808.01689914084
2021-09-27,US,0.025,4 wk ahead inc case,2021-10-23,quantile,153946.74815042305
2021-09-27,US,0.1,4 wk ahead inc case,2021-10-23,quantile,235586.62273041665
2021-09-27,US,0.25,4 wk ahead inc case,2021-10-23,quantile,308640.19468704733
2021-09-27,US,0.5,4 wk ahead inc case,2021-10-23,quantile,389808.01689914084
